sample,real,imag,amplitude,amplitude_norm
734,171,332,373.45,0.43678
735,160,259,304.44,0.35606
736,53,111,123,0.14386
737,-97,-105,142.95,0.16719
738,152,-119,193.04,0.22578
739,445,-149,469.28,0.54887
740,404,-89,413.69,0.48384
741,47,92,103.31,0.12083
742,-154,91,178.88,0.20921
743,17,147,147.98,0.17308
744,206,132,244.66,0.28616
745,201,124,236.17,0.27622
746,97,94,135.07,0.15798
747,23,36,42.72,0.04996
748,81,69,106.4,0.12445
749,144,25,146.15,0.17094
750,155,27,157.33,0.18402
751,63,14,64.54,0.07548
752,63,34,71.59,0.08373
753,-18,30,34.99,0.04092
754,-4593,-210,4597.8,5.37754
755,-14664,-809,14686.3,17.17696
756,-16339,-852,16361.2,19.13591
757,-16405,-887,16428.96,19.21516
758,-15914,343,15917.7,18.61719
759,2579,5012,5636.61,6.59253
760,15864,4033,16368.62,19.14458
761,10981,4481,11860.09,13.87145
762,-2709,-752,2811.44,3.28823
763,-504,-3662,3696.52,4.32342
764,6476,-5456,8467.97,9.90406
765,3890,-2848,4821.12,5.63874
766,-4684,-614,4724.07,5.52523
767,-3243,-85,3244.11,3.79429
768,1811,-1614,2425.84,2.83724
769,6978,-4826,8484.27,9.92312
770,9928,538,9942.57,11.62873
771,10056,9519,13846.82,16.19511
772,9145,9882,13464.21,15.74761
773,6190,2482,6669.06,7.80008
774,1831,-1633,2453.42,2.86949
775,-640,-146,656.44,0.76777
776,-1068,931,1416.82,1.6571
777,570,194,602.11,0.70422
778,2662,-283,2677,3.131
779,3201,-107,3202.79,3.74595
780,1800,449,1855.16,2.16977
781,647,724,970.97,1.13564
782,649,851,1070.23,1.25174
783,1991,1003,2229.37,2.60745
784,3317,951,3450.64,4.03583
785,2473,269,2487.59,2.90946
786,868,-349,935.53,1.09419
787,314,54,318.61,0.37264
788,469,413,624.92,0.73091
789,765,563,949.84,1.11092
790,919,652,1126.79,1.31789
791,1349,194,1362.88,1.59401
792,451,-285,533.5,0.62398
793,409,270,490.08,0.5732
794,707,818,1081.19,1.26455
795,756,83,760.54,0.88952
796,964,-472,1073.35,1.25538
797,1438,-609,1561.64,1.82648
798,2210,-184,2217.65,2.59374
799,1964,-39,1964.39,2.29753
800,1164,-110,1169.19,1.36747
801,1145,29,1145.37,1.33961
802,1630,249,1648.91,1.92855
803,2148,-170,2154.72,2.52014
804,1949,143,1954.24,2.28566
805,1041,1111,1522.5,1.7807
806,5,935,935.01,1.09358
807,596,207,630.92,0.73792
808,1438,-252,1459.91,1.7075
809,1506,17,1506.1,1.76152
810,1534,242,1552.97,1.81634
811,1283,308,1319.45,1.54322
812,948,3,948,1.10878
813,834,-341,901.02,1.05382
814,857,-413,951.32,1.11266
815,957,-273,995.18,1.16395
816,1163,-204,1180.76,1.381
817,1282,-53,1283.1,1.5007
818,1015,-296,1057.28,1.23658
819,321,-1149,1193,1.39532
820,132,-1337,1343.5,1.57135
821,243,-1375,1396.31,1.63311
822,321,-1254,1294.43,1.51396
823,569,74,573.79,0.6711
824,187,1152,1167.08,1.365
825,285,703,758.57,0.88722
826,556,-303,633.2,0.74059
