FRAME,RX_TS,FP_INDEX,FP_INT,RXPACC,RXPWR,START,tag_anchor_dist_m,n_samples,raw_csv,aligned_csv,elapsed_s
234,393528812596,751.2812,751,1001,-61.62,701,0.7,150,01_raw_frames\frame_0234.csv,02_lde_aligned\frame_0234_aligned.csv,23.3001338829001
235,399918606759,750.2344,750,1255,-68.28,700,0.7,150,01_raw_frames\frame_0235.csv,02_lde_aligned\frame_0235_aligned.csv,23.4001344175525
236,406308401005,747.8906,747,1387,-69.99,697,0.7,150,01_raw_frames\frame_0236.csv,02_lde_aligned\frame_0236_aligned.csv,23.5001349535037
237,412698194639,746.75,746,1089,-63.43,696,0.7,150,01_raw_frames\frame_0237.csv,02_lde_aligned\frame_0237_aligned.csv,23.6001354798772
238,419087988818,752.125,752,989,-60.67,702,0.7,150,01_raw_frames\frame_0238.csv,02_lde_aligned\frame_0238_aligned.csv,23.7001360147799
239,425477782913,750.3437,750,1999,-84.75,700,0.7,150,01_raw_frames\frame_0239.csv,02_lde_aligned\frame_0239_aligned.csv,23.800136548368
240,431867577140,747.2187,747,1117,-65.01,697,0.7,150,01_raw_frames\frame_0240.csv,02_lde_aligned\frame_0240_aligned.csv,23.9001370840219
241,438257370732,744.3281,744,1053,-63.1,694,0.7,150,01_raw_frames\frame_0241.csv,02_lde_aligned\frame_0241_aligned.csv,24.0001376097381
242,444647164837,749.9062,749,1525,-70.77,699,0.7,150,01_raw_frames\frame_0242.csv,02_lde_aligned\frame_0242_aligned.csv,24.1001381434827
243,451036959068,749.1094,749,1243,-69.35,699,0.7,150,01_raw_frames\frame_0243.csv,02_lde_aligned\frame_0243_aligned.csv,24.2001386791992
244,457426753031,742.7344,742,1254,-68.09,692,0.7,150,01_raw_frames\frame_0244.csv,02_lde_aligned\frame_0244_aligned.csv,24.3001392107215
245,463816546639,747.6875,747,1189,-66.34,697,0.7,150,01_raw_frames\frame_0245.csv,02_lde_aligned\frame_0245_aligned.csv,24.4001397366881
246,470206340662,752.8125,752,1001,-61.17,702,0.7,150,01_raw_frames\frame_0246.csv,02_lde_aligned\frame_0246_aligned.csv,24.5001402691494
247,476596134694,747.7031,747,1318,-67.72,697,0.7,150,01_raw_frames\frame_0247.csv,02_lde_aligned\frame_0247_aligned.csv,24.6001408017516
248,482985928765,751.8594,751,1144,-64.93,701,0.7,150,01_raw_frames\frame_0248.csv,02_lde_aligned\frame_0248_aligned.csv,24.7001413349641
249,489375722297,747.7344,747,1088,-62.33,697,0.7,150,01_raw_frames\frame_0249.csv,02_lde_aligned\frame_0249_aligned.csv,24.8001418597412
250,495765516244,750.7031,750,1088,-63.7,700,0.7,150,01_raw_frames\frame_0250.csv,02_lde_aligned\frame_0250_aligned.csv,24.9001423910131
251,502155310251,745.9687,745,1160,-65.16,695,0.7,150,01_raw_frames\frame_0251.csv,02_lde_aligned\frame_0251_aligned.csv,25.000142923224
252,508545103710,747.7187,747,1253,-68.15,697,0.7,150,01_raw_frames\frame_0252.csv,02_lde_aligned\frame_0252_aligned.csv,25.1001434468587
253,514934897672,750.8437,750,1090,-62.41,700,0.7,150,01_raw_frames\frame_0253.csv,02_lde_aligned\frame_0253_aligned.csv,25.2001439783654
254,521324691635,752.8906,752,1018,-60.38,702,0.7,150,01_raw_frames\frame_0254.csv,02_lde_aligned\frame_0254_aligned.csv,25.3001445098877
255,527714485500,747.6562,747,1008,-62.26,697,0.7,150,01_raw_frames\frame_0255.csv,02_lde_aligned\frame_0255_aligned.csv,25.4001450398763
256,534104278931,749.3906,749,1082,-62.71,699,0.7,150,01_raw_frames\frame_0256.csv,02_lde_aligned\frame_0256_aligned.csv,25.5001455630728
257,540494072795,750.0156,750,1428,-71.36,700,0.7,150,01_raw_frames\frame_0257.csv,02_lde_aligned\frame_0257_aligned.csv,25.6001460930457
258,546883866643,752.0781,752,1325,-68.78,702,0.7,150,01_raw_frames\frame_0258.csv,02_lde_aligned\frame_0258_aligned.csv,25.7001466227683
259,553273660032,744.5469,744,1383,-69.62,694,0.7,150,01_raw_frames\frame_0259.csv,02_lde_aligned\frame_0259_aligned.csv,25.8001471453075
260,559663453848,745.7969,745,1210,-65.15,695,0.7,150,01_raw_frames\frame_0260.csv,02_lde_aligned\frame_0260_aligned.csv,25.9001476745292
261,566053247699,745.9375,745,1352,-68.5,695,0.7,150,01_raw_frames\frame_0261.csv,02_lde_aligned\frame_0261_aligned.csv,26.0001482042988
262,572443041498,746.75,746,1287,-67.32,696,0.7,150,01_raw_frames\frame_0262.csv,02_lde_aligned\frame_0262_aligned.csv,26.1001487332545
263,578832834748,746.5937,746,1137,-64.43,696,0.7,150,01_raw_frames\frame_0263.csv,02_lde_aligned\frame_0263_aligned.csv,26.2001492536183
264,585222628519,745.4219,745,1235,-66.16,695,0.7,150,01_raw_frames\frame_0264.csv,02_lde_aligned\frame_0264_aligned.csv,26.3001497821358
265,591612422280,744.0937,744,1217,-67.09,694,0.7,150,01_raw_frames\frame_0265.csv,02_lde_aligned\frame_0265_aligned.csv,26.4001503104968
266,598002215497,751.8594,751,1011,-60.46,701,0.7,150,01_raw_frames\frame_0266.csv,02_lde_aligned\frame_0266_aligned.csv,26.5001508303442
267,604392009173,750.7969,750,1093,-62.72,700,0.7,150,01_raw_frames\frame_0267.csv,02_lde_aligned\frame_0267_aligned.csv,26.6001513573749
268,610781802863,748.8906,748,1103,-64.09,698,0.7,150,01_raw_frames\frame_0268.csv,02_lde_aligned\frame_0268_aligned.csv,26.7001518846248
269,617171596519,746.6094,746,1331,-68.12,696,0.7,150,01_raw_frames\frame_0269.csv,02_lde_aligned\frame_0269_aligned.csv,26.8001524113425
270,623561389608,753.0625,753,1179,-65.87,703,0.7,150,01_raw_frames\frame_0270.csv,02_lde_aligned\frame_0270_aligned.csv,26.9001529291867
271,629951183294,750.1875,750,1181,-67.03,700,0.7,150,01_raw_frames\frame_0271.csv,02_lde_aligned\frame_0271_aligned.csv,27.0001534563739
272,636340976906,746.2031,746,1140,-65.28,696,0.7,150,01_raw_frames\frame_0272.csv,02_lde_aligned\frame_0272_aligned.csv,27.1001539824031
273,642730770496,751.1719,751,1223,-65.54,701,0.7,150,01_raw_frames\frame_0273.csv,02_lde_aligned\frame_0273_aligned.csv,27.2001545080879
274,649120563523,748.25,748,1238,-66.5,698,0.7,150,01_raw_frames\frame_0274.csv,02_lde_aligned\frame_0274_aligned.csv,27.3001550249618
275,655510357049,752.7344,752,1068,-61.76,702,0.7,150,01_raw_frames\frame_0275.csv,02_lde_aligned\frame_0275_aligned.csv,27.4001555496451
276,661900150600,747.7187,747,934,-59.3,697,0.7,150,01_raw_frames\frame_0276.csv,02_lde_aligned\frame_0276_aligned.csv,27.5001560747196
277,668289943567,752.4844,752,1276,-68.26,702,0.7,150,01_raw_frames\frame_0277.csv,02_lde_aligned\frame_0277_aligned.csv,27.6001565906544
278,674679737078,746.5312,746,1430,-70.22,696,0.7,150,01_raw_frames\frame_0278.csv,02_lde_aligned\frame_0278_aligned.csv,27.7001571151029
279,681069530535,750.5625,750,1229,-66.75,700,0.7,150,01_raw_frames\frame_0279.csv,02_lde_aligned\frame_0279_aligned.csv,27.8001576387063
280,687459324061,745.3594,745,1127,-64.29,695,0.7,150,01_raw_frames\frame_0280.csv,02_lde_aligned\frame_0280_aligned.csv,27.9001581633895
281,693849116991,748.5,748,1103,-63.54,698,0.7,150,01_raw_frames\frame_0281.csv,02_lde_aligned\frame_0281_aligned.csv,28.0001586787454
282,700238910421,750.7187,750,1103,-63.55,700,0.7,150,01_raw_frames\frame_0282.csv,02_lde_aligned\frame_0282_aligned.csv,28.1001592019262
283,706628703825,751.7344,751,1078,-62.97,701,0.7,150,01_raw_frames\frame_0283.csv,02_lde_aligned\frame_0283_aligned.csv,28.2001597247001
284,713018497194,745.2969,745,1313,-68.62,695,0.7,150,01_raw_frames\frame_0284.csv,02_lde_aligned\frame_0284_aligned.csv,28.3001602469263
285,719408290049,747.1875,747,1150,-65.58,697,0.7,150,01_raw_frames\frame_0285.csv,02_lde_aligned\frame_0285_aligned.csv,28.4001607611084
286,725798083409,748.2812,748,1352,-68.72,698,0.7,150,01_raw_frames\frame_0286.csv,02_lde_aligned\frame_0286_aligned.csv,28.5001612831937
287,732187876765,748.9219,748,1030,-62.67,698,0.7,150,01_raw_frames\frame_0287.csv,02_lde_aligned\frame_0287_aligned.csv,28.6001618052165
288,738577669514,750.4687,750,1414,-70.38,700,0.7,150,01_raw_frames\frame_0288.csv,02_lde_aligned\frame_0288_aligned.csv,28.7001623177396
289,744967462833,750.1719,750,1095,-64.2,700,0.7,150,01_raw_frames\frame_0289.csv,02_lde_aligned\frame_0289_aligned.csv,28.8001628391833
290,751357256105,750.3594,750,1054,-62.98,700,0.7,150,01_raw_frames\frame_0290.csv,02_lde_aligned\frame_0290_aligned.csv,28.9001633598915
291,757747049334,749.2656,749,1265,-69.32,699,0.7,150,01_raw_frames\frame_0291.csv,02_lde_aligned\frame_0291_aligned.csv,29.0001638799266
292,764136842077,749.2344,749,1177,-64.77,699,0.7,150,01_raw_frames\frame_0292.csv,02_lde_aligned\frame_0292_aligned.csv,29.1001643923559
293,770526635262,748.5312,748,1339,-69.9,698,0.7,150,01_raw_frames\frame_0293.csv,02_lde_aligned\frame_0293_aligned.csv,29.2001649117025
294,776916428508,746.8437,746,1228,-69.1,696,0.7,150,01_raw_frames\frame_0294.csv,02_lde_aligned\frame_0294_aligned.csv,29.3001654320037
295,783306221650,744.25,744,1018,-62.77,694,0.7,150,01_raw_frames\frame_0295.csv,02_lde_aligned\frame_0295_aligned.csv,29.4001659506773
296,789696014311,751.2656,751,1278,-68.77,701,0.7,150,01_raw_frames\frame_0296.csv,02_lde_aligned\frame_0296_aligned.csv,29.5001664618233
297,796085807435,748.9375,748,1133,-63.3,698,0.7,150,01_raw_frames\frame_0297.csv,02_lde_aligned\frame_0297_aligned.csv,29.6001669802152
