FRAME,RX_TS,FP_INDEX,FP_INT,RXPACC,RXPWR,STD_NOISE,NTM,NOISE_THRESH,PEAK_IDX,PEAK_AMPL,START,elapsed_s,tag_anchor_dist_m,n_samples,aligned_csv
1,3187438242,749.0469,749,950,-63.22,80,13,1040,751,17737,699,0.4101222,1.5,150,02_lde_aligned\frame_0001_aligned.csv
2,9577224748,747.4687,747,1040,-64.05,96,13,1248,749,18799,697,0.5003677,1.5,150,02_lde_aligned\frame_0002_aligned.csv
3,15966934993,745.9062,745,1038,-63.82,88,13,1144,747,18414,695,0.595407,1.5,150,02_lde_aligned\frame_0003_aligned.csv
4,22356674427,752.5781,752,1101,-64.04,88,13,1144,754,19362,702,0.7061009,1.5,150,02_lde_aligned\frame_0004_aligned.csv
5,28746583338,751.2969,751,970,-63.55,100,13,1300,753,18146,701,0.8038229,1.5,150,02_lde_aligned\frame_0005_aligned.csv
6,35136369860,749.0781,749,962,-63.36,88,13,1144,751,17910,699,0.8988193,1.5,150,02_lde_aligned\frame_0006_aligned.csv
7,41526080071,747.3906,747,1128,-64.06,112,13,1456,749,18938,697,1.0053149,1.5,147,02_lde_aligned\frame_0007_aligned.csv
8,47915819475,746.0625,746,1003,-63.44,76,13,988,748,18338,696,1.0950977,1.5,150,02_lde_aligned\frame_0008_aligned.csv
9,54305728348,751.5781,751,1048,-63.57,80,13,1040,753,18884,701,1.2054765,1.5,150,02_lde_aligned\frame_0009_aligned.csv
10,60695514828,749.4531,749,910,-63.32,72,13,936,751,17191,699,1.3014588,1.5,150,02_lde_aligned\frame_0010_aligned.csv
11,67085225034,747.6719,747,962,-63.21,80,13,1040,749,17938,697,1.3958166,1.5,150,02_lde_aligned\frame_0011_aligned.csv
12,73474964412,753.5781,753,1034,-63.43,88,13,1144,755,18724,703,1.5094854,1.5,150,02_lde_aligned\frame_0012_aligned.csv
13,79864873257,751.0469,751,1115,-64.39,96,13,1248,753,19415,701,1.5987632,1.5,150,02_lde_aligned\frame_0013_aligned.csv
14,86254659740,748.8281,748,936,-63.35,92,13,1196,750,17217,698,1.6934658,1.5,150,02_lde_aligned\frame_0014_aligned.csv
15,92644369922,746.5625,746,1074,-64.45,96,13,1248,748,19118,696,1.8041869,1.5,150,02_lde_aligned\frame_0015_aligned.csv
16,99034109297,751.6562,751,898,-63.57,72,13,936,753,16634,701,1.9002091,1.5,150,02_lde_aligned\frame_0016_aligned.csv
17,105424018141,750.1094,750,1030,-64.14,80,13,1040,752,18647,700,1.9995883,1.5,150,02_lde_aligned\frame_0017_aligned.csv
18,111813804601,747.6562,747,991,-63.75,88,13,1144,749,18298,697,2.1089031,1.5,150,02_lde_aligned\frame_0018_aligned.csv
19,118203514758,753,753,1119,-64.36,116,13,1508,754,18926,703,2.2030988,1.5,150,02_lde_aligned\frame_0019_aligned.csv
20,124593254115,750.3281,750,1017,-64.22,80,13,1040,752,18721,700,2.2990522,1.5,150,02_lde_aligned\frame_0020_aligned.csv
21,130983162938,746.9219,746,948,-63.47,80,13,1040,749,17599,696,2.3936189,1.5,150,02_lde_aligned\frame_0021_aligned.csv
22,137372949384,752.6406,752,912,-63.48,100,13,1300,754,17190,702,2.5055762,1.5,150,02_lde_aligned\frame_0022_aligned.csv
23,143762659534,749.6094,749,894,-63.55,76,13,988,751,16537,699,2.601845,1.5,150,02_lde_aligned\frame_0023_aligned.csv
24,150152445459,746.5625,746,903,-63.53,72,13,936,748,17068,696,2.6930244,1.5,150,02_lde_aligned\frame_0024_aligned.csv
25,156542184790,751.3594,751,888,-63.39,72,13,936,753,16701,701,2.8012261,1.5,150,02_lde_aligned\frame_0025_aligned.csv
26,162932094108,748.8281,748,960,-63.55,80,13,1040,750,17643,698,2.8965966,1.5,150,02_lde_aligned\frame_0026_aligned.csv
27,169321804249,745.9062,745,1029,-63.76,92,13,1196,747,18345,695,3.0067964,1.5,150,02_lde_aligned\frame_0027_aligned.csv
28,175711543071,750.75,750,987,-63.56,96,13,1248,752,18120,700,3.1012243,1.5,150,02_lde_aligned\frame_0028_aligned.csv
29,182101452363,747.3281,747,1182,-64.18,92,13,1196,749,20043,697,3.197966,1.5,150,02_lde_aligned\frame_0029_aligned.csv
30,188491162507,752.8281,752,1128,-64.38,108,13,1404,755,19357,702,3.3055116,1.5,150,02_lde_aligned\frame_0030_aligned.csv
31,194880901836,748.8281,748,916,-63.32,76,13,988,750,16869,698,3.4009186,1.5,150,02_lde_aligned\frame_0031_aligned.csv
32,201270810631,746.625,746,1089,-63.84,84,13,1092,748,18645,696,3.4969382,1.5,150,02_lde_aligned\frame_0032_aligned.csv
33,207660597062,751.6094,751,1093,-63.75,92,13,1196,753,18992,701,3.608191,1.5,150,02_lde_aligned\frame_0033_aligned.csv
34,214050307192,748.5156,748,927,-63.26,80,13,1040,750,17557,698,3.7076975,1.5,150,02_lde_aligned\frame_0034_aligned.csv
35,220440093101,752.5937,752,904,-63.29,76,13,988,754,16958,702,3.7958359,1.5,150,02_lde_aligned\frame_0035_aligned.csv
36,226829832420,750.0312,750,913,-62.95,76,13,988,752,16760,700,3.9077266,1.5,150,02_lde_aligned\frame_0036_aligned.csv
37,233219741200,746.6406,746,984,-63.62,72,13,936,748,18190,696,4.0026169,1.5,150,02_lde_aligned\frame_0037_aligned.csv
38,239609527625,751.2344,751,895,-62.89,64,13,832,753,16910,701,4.0979094,1.5,150,02_lde_aligned\frame_0038_aligned.csv
39,245999237746,747.9219,747,983,-63.72,104,13,1352,750,17276,697,4.2006527,1.5,150,02_lde_aligned\frame_0039_aligned.csv
40,252389024165,752.9687,752,985,-63.42,76,13,988,755,17609,702,4.3046628,1.5,150,02_lde_aligned\frame_0040_aligned.csv
41,258778762940,749.4062,749,910,-62.97,68,13,884,751,17266,699,4.3996242,1.5,150,02_lde_aligned\frame_0041_aligned.csv
42,265168672228,745.5781,745,906,-63.09,80,13,1040,747,16744,695,4.5071346,1.5,150,02_lde_aligned\frame_0042_aligned.csv
43,271558398715,750.1875,750,964,-63.28,72,13,936,752,18094,700,4.6018661,1.5,150,02_lde_aligned\frame_0043_aligned.csv
44,277948168212,746.4531,746,969,-63.59,108,13,1404,748,18124,696,4.6981612,1.5,150,02_lde_aligned\frame_0044_aligned.csv
45,284337907494,751.2344,751,988,-63.02,96,13,1248,753,18348,701,4.7934513,1.5,150,02_lde_aligned\frame_0045_aligned.csv
46,290727816258,747.25,747,925,-62.53,72,13,936,749,17550,697,4.9053331,1.5,150,02_lde_aligned\frame_0046_aligned.csv
47,297117526352,751.8437,751,910,-62.87,68,13,884,753,16663,701,4.9993773,1.5,150,02_lde_aligned\frame_0047_aligned.csv
48,303507265627,747.6875,747,925,-63.1,92,13,1196,749,17320,697,5.0970187,1.5,150,02_lde_aligned\frame_0048_aligned.csv
49,309897174371,751.3906,751,913,-62.95,60,13,780,753,17393,701,5.19315,1.5,150,02_lde_aligned\frame_0049_aligned.csv
50,316286960752,748.0937,748,984,-62.9,92,13,1196,750,18242,698,5.296551,1.5,150,02_lde_aligned\frame_0050_aligned.csv
51,322676670830,752.3125,752,884,-62.75,72,13,936,754,16526,702,5.4086582,1.5,150,02_lde_aligned\frame_0051_aligned.csv
52,329066456691,748.0156,748,984,-62.88,84,13,1092,750,18132,698,5.5030692,1.5,150,02_lde_aligned\frame_0052_aligned.csv
53,335456195959,752.0781,752,968,-62.77,84,13,1092,754,18085,702,5.5988781,1.5,150,02_lde_aligned\frame_0053_aligned.csv
54,341846104695,747.5781,747,916,-62.59,72,13,936,749,17301,697,5.7019949,1.5,144,02_lde_aligned\frame_0054_aligned.csv
55,348235891062,751.6875,751,913,-62.8,72,13,936,753,17110,701,5.7987336,1.5,150,02_lde_aligned\frame_0055_aligned.csv
56,354625601133,747.9687,747,980,-63.5,76,13,988,753,17238,697,5.8947052,1.5,150,02_lde_aligned\frame_0056_aligned.csv
57,361015339889,752.4844,752,929,-62.61,72,13,936,754,17617,702,6.0056576,1.5,150,02_lde_aligned\frame_0057_aligned.csv
58,367405249129,747.6094,747,980,-62.91,80,13,1040,749,18188,697,6.1009795,1.5,150,02_lde_aligned\frame_0058_aligned.csv
59,373794959206,751.8125,751,958,-62.63,76,13,988,754,17456,701,6.1965041,1.5,150,02_lde_aligned\frame_0059_aligned.csv
60,380184697949,747.7969,747,1015,-62.66,92,13,1196,750,18116,697,6.308402,1.5,150,02_lde_aligned\frame_0060_aligned.csv
61,386574607178,751.6719,751,1035,-63.21,88,13,1144,756,17758,701,6.3970706,1.5,150,02_lde_aligned\frame_0061_aligned.csv
62,392964317237,747.3437,747,1015,-63.61,92,13,1196,752,17782,697,6.5076875,1.5,150,02_lde_aligned\frame_0062_aligned.csv
63,399354055980,750.7031,750,978,-63.17,84,13,1092,752,18072,700,6.603337,1.5,150,02_lde_aligned\frame_0063_aligned.csv
64,405743965216,746.7187,746,983,-62.59,88,13,1144,748,18099,696,6.6980914,1.5,150,02_lde_aligned\frame_0064_aligned.csv
65,412133675270,749.8125,749,1010,-62.54,84,13,1092,752,17918,699,6.8096805,1.5,150,02_lde_aligned\frame_0065_aligned.csv
66,418523413985,746.4844,746,886,-62.59,68,13,884,748,16438,696,6.907185,1.5,150,02_lde_aligned\frame_0066_aligned.csv
67,424913323208,749.5937,749,980,-62.78,84,13,1092,751,18204,699,7.0018487,1.5,150,02_lde_aligned\frame_0067_aligned.csv
68,431303033254,752.6875,752,907,-62.55,68,13,884,754,16859,702,7.0970914,1.5,150,02_lde_aligned\frame_0068_aligned.csv
69,437692771960,748.6406,748,1025,-63.23,80,13,1040,750,17921,698,7.2093196,1.5,150,02_lde_aligned\frame_0069_aligned.csv
70,444082681172,751.6562,751,917,-62.47,84,13,1092,753,17152,701,7.3060255,1.5,150,02_lde_aligned\frame_0070_aligned.csv
71,450472391210,746.75,746,938,-62.39,68,13,884,748,17441,696,7.392957,1.5,150,02_lde_aligned\frame_0071_aligned.csv
72,456862129910,750.5625,750,965,-62.86,72,13,936,752,18101,700,7.5046656,1.5,150,02_lde_aligned\frame_0072_aligned.csv
73,463252039104,753.2187,753,901,-62.45,68,13,884,755,16836,703,7.6069136,1.5,150,02_lde_aligned\frame_0073_aligned.csv
74,469641749127,747.8281,747,944,-62.59,72,13,936,749,17306,697,7.702031,1.5,150,02_lde_aligned\frame_0074_aligned.csv
75,476031487747,695.0781,695,979,-87.47,76,13,988,697,17959,645,7.7973325,1.5,150,02_lde_aligned\frame_0075_aligned.csv
76,482421397001,745.8594,745,931,-62.71,76,13,988,748,17192,695,7.8998623,1.5,150,02_lde_aligned\frame_0076_aligned.csv
77,488811106992,749.2656,749,934,-63.02,84,13,1092,754,17220,699,7.996434,1.5,150,02_lde_aligned\frame_0077_aligned.csv
78,495200845655,751.5,751,1048,-63.48,72,13,936,756,18333,701,8.1007345,1.5,150,02_lde_aligned\frame_0078_aligned.csv
79,501590754821,746.7187,746,933,-63.23,72,13,936,748,17472,696,8.1963354,1.5,150,02_lde_aligned\frame_0079_aligned.csv
80,507980481184,749.5156,749,937,-63.13,72,13,936,751,17700,699,8.3054306,1.5,150,02_lde_aligned\frame_0080_aligned.csv
81,514370250556,751.6562,751,893,-62.92,68,13,884,753,16517,701,8.4024675,1.5,150,02_lde_aligned\frame_0081_aligned.csv
82,520760036298,753.5469,753,989,-63.11,100,13,1300,758,17812,703,8.497394,1.5,150,02_lde_aligned\frame_0082_aligned.csv
83,527149775428,747.5312,747,901,-62.97,84,13,1092,749,16552,697,8.6078749,1.5,150,02_lde_aligned\frame_0083_aligned.csv
84,533539684048,749.7187,749,922,-62.78,68,13,884,751,17270,699,8.7003026,1.5,150,02_lde_aligned\frame_0084_aligned.csv
85,539929393991,750.75,750,1022,-63.78,92,13,1196,752,16959,700,8.7957606,1.5,150,02_lde_aligned\frame_0085_aligned.csv
86,546319132604,753.5312,753,933,-62.88,88,13,1144,755,17640,703,8.9065195,1.5,150,02_lde_aligned\frame_0086_aligned.csv
87,552708918820,746.7812,746,960,-62.54,84,13,1092,748,17657,696,9.011535,1.5,150,02_lde_aligned\frame_0087_aligned.csv
88,559098827400,748.0156,748,962,-63.22,92,13,1196,753,17420,698,9.1069902,1.5,150,02_lde_aligned\frame_0088_aligned.csv
89,565488613597,749.6719,749,930,-62.42,76,13,988,751,17426,699,9.2022812,1.5,150,02_lde_aligned\frame_0089_aligned.csv
90,571878323440,686.5781,686,908,-89.55,84,13,1092,688,16928,636,9.2980165,1.5,150,02_lde_aligned\frame_0090_aligned.csv
91,578268109185,751.9844,751,953,-62.78,92,13,1196,754,17616,701,9.4034437,1.5,150,02_lde_aligned\frame_0091_aligned.csv
92,584657848248,752.9687,752,1043,-62.78,100,13,1300,754,18436,702,9.4957911,1.5,150,02_lde_aligned\frame_0092_aligned.csv
93,591047756793,745.8594,745,916,-62.57,80,13,1040,747,16709,695,9.5955,1.5,150,02_lde_aligned\frame_0093_aligned.csv
94,597437542963,746.6406,746,922,-62.72,92,13,1196,748,17318,696,9.7073695,1.5,150,02_lde_aligned\frame_0094_aligned.csv
95,603827252818,747.4219,747,959,-63.02,80,13,1040,752,17681,697,9.8016752,1.5,150,02_lde_aligned\frame_0095_aligned.csv
96,610216991346,748.6719,748,1117,-63.68,112,13,1456,750,18993,698,9.9072413,1.5,150,02_lde_aligned\frame_0096_aligned.csv
