FRAME,RX_TS,FP_INDEX,FP_INT,RXPACC,RXPWR,STD_NOISE,NTM,NOISE_THRESH,PEAK_IDX,PEAK_AMPL,START,elapsed_s,tag_anchor_dist_m,n_samples,aligned_csv
1,3067075566,745.8125,745,868,-61.08,72,13,936,748,16949,695,0.3998459,1.5,150,02_lde_aligned\frame_0001_aligned.csv
2,9456874290,751.5,751,948,-61.3,92,13,1196,753,18152,701,0.5091282,1.5,150,02_lde_aligned\frame_0002_aligned.csv
3,15846660761,748.8594,748,972,-61.71,80,13,1040,751,18488,698,0.6086637,1.5,150,02_lde_aligned\frame_0003_aligned.csv
4,22236447245,746.4219,746,875,-61.01,72,13,936,749,16836,696,0.712176,1.5,142,02_lde_aligned\frame_0004_aligned.csv
5,28626233725,752.5469,752,876,-61.23,72,13,936,755,16989,702,0.8010404,1.5,150,02_lde_aligned\frame_0005_aligned.csv
6,35016020181,750.1719,750,884,-61.1,72,13,936,752,17405,700,0.9121418,1.5,150,02_lde_aligned\frame_0006_aligned.csv
7,41405806645,747.2969,747,914,-61.17,76,13,988,749,17846,697,1.007392,1.5,150,02_lde_aligned\frame_0007_aligned.csv
8,47795593091,752.5156,752,912,-61.1,84,13,1092,754,17702,702,1.1033169,1.5,150,02_lde_aligned\frame_0008_aligned.csv
9,54185379532,749.2812,749,885,-61.06,68,13,884,751,17264,699,1.2064784,1.5,279,02_lde_aligned\frame_0009_aligned.csv
11,66964940608,751.2187,751,864,-61.08,68,13,884,753,16828,701,1.4127013,1.5,150,02_lde_aligned\frame_0011_aligned.csv
12,73354727019,747.6406,747,881,-61.32,68,13,884,750,17239,697,1.5001127,1.5,150,02_lde_aligned\frame_0012_aligned.csv
13,79744513428,753.2812,753,875,-61.25,68,13,884,755,17110,703,1.6112816,1.5,150,02_lde_aligned\frame_0013_aligned.csv
14,86134299837,749.0469,749,923,-61.43,76,13,988,751,17888,699,1.7002058,1.5,150,02_lde_aligned\frame_0014_aligned.csv
15,92524086232,746.0937,746,911,-61.57,68,13,884,748,17788,696,1.810334,1.5,150,02_lde_aligned\frame_0015_aligned.csv
16,98913872628,749.7812,749,917,-61.27,68,13,884,752,17822,699,1.9058654,1.5,150,02_lde_aligned\frame_0016_aligned.csv
17,105303659004,746.4062,746,1001,-61.7,80,13,1040,748,18688,696,2.0015777,1.5,150,02_lde_aligned\frame_0017_aligned.csv
18,111693457671,750.8281,750,918,-61.17,80,13,1040,753,17858,700,2.1059515,1.5,150,02_lde_aligned\frame_0018_aligned.csv
19,118083244044,746.5312,746,881,-61.39,72,13,936,749,17090,696,2.2111243,1.5,150,02_lde_aligned\frame_0019_aligned.csv
20,124473030399,750.3281,750,864,-61.15,72,13,936,752,16773,700,2.3063015,1.5,140,02_lde_aligned\frame_0020_aligned.csv
21,130862816748,746.4062,746,871,-60.92,76,13,988,748,16950,696,2.4001706,1.5,150,02_lde_aligned\frame_0021_aligned.csv
22,137252603098,750.125,750,883,-61.37,88,13,1144,752,17251,700,2.5116505,1.5,150,02_lde_aligned\frame_0022_aligned.csv
23,143642389439,744.8281,744,1027,-62.59,80,13,1040,746,17901,694,2.6061238,1.5,150,02_lde_aligned\frame_0023_aligned.csv
24,150032175788,749.2812,749,872,-61.2,84,13,1092,751,16828,699,2.707401,1.5,150,02_lde_aligned\frame_0024_aligned.csv
25,156421950355,752.2656,752,884,-61.16,76,13,988,754,17326,702,2.809984,1.5,130,02_lde_aligned\frame_0025_aligned.csv
26,162811736689,748.3594,748,866,-60.75,72,13,936,750,16806,698,2.9055527,1.5,150,02_lde_aligned\frame_0026_aligned.csv
27,169201523030,752.0625,752,875,-61.36,84,13,1092,754,16971,702,2.998901,1.5,150,02_lde_aligned\frame_0027_aligned.csv
28,175591309369,747.4844,747,865,-61.19,64,13,832,749,16867,697,3.110362,1.5,150,02_lde_aligned\frame_0028_aligned.csv
29,181981095712,751.0937,751,858,-61.26,64,13,832,753,16591,701,3.2056254,1.5,150,02_lde_aligned\frame_0029_aligned.csv
30,188370894331,746.2656,746,916,-61.46,88,13,1144,748,17831,696,3.3035334,1.5,150,02_lde_aligned\frame_0030_aligned.csv
31,194760680678,749.4375,749,882,-61.28,76,13,988,751,17081,699,3.3982948,1.5,124,02_lde_aligned\frame_0031_aligned.csv
32,201150467006,745.5625,745,1098,-62,88,13,1144,748,19266,695,3.5098778,1.5,150,02_lde_aligned\frame_0032_aligned.csv
33,207540253344,749.5937,749,1087,-62.63,88,13,1144,752,19409,699,3.6044427,1.5,150,02_lde_aligned\frame_0033_aligned.csv
34,213930039690,752.25,752,891,-61.86,68,13,884,754,17268,702,3.6995509,1.5,150,02_lde_aligned\frame_0034_aligned.csv
35,220319826020,748.5312,748,974,-61.02,80,13,1040,750,18420,698,3.8037353,1.5,150,02_lde_aligned\frame_0035_aligned.csv
36,226709612349,751.0469,751,871,-60.92,64,13,832,753,16740,701,3.9050041,1.5,150,02_lde_aligned\frame_0036_aligned.csv
37,233099398681,747.3594,747,867,-59.72,84,13,1092,749,16763,697,4.0000715,1.5,150,02_lde_aligned\frame_0037_aligned.csv
38,239489185012,750.2812,750,903,-61.18,64,13,832,752,17471,700,4.1105279,1.5,150,02_lde_aligned\frame_0038_aligned.csv
39,245878959561,745.8594,745,1014,-62,80,13,1040,748,18584,695,4.2052507,1.5,150,02_lde_aligned\frame_0039_aligned.csv
40,252268745886,748.8125,748,892,-61.05,72,13,936,751,17435,698,4.3097005,1.5,150,02_lde_aligned\frame_0040_aligned.csv
