FRAME,RX_TS,FP_INDEX,FP_INT,RXPACC,RXPWR,START,tag_anchor_dist_m,n_samples,csv_file
1,89881785067,750.3906,750,872,-57.04,700,5,150,frame_0001.csv
2,198572393002,748.25,748,958,-57.43,698,5,150,frame_0002.csv
3,307262977543,747.3281,747,907,-57.56,697,5,150,frame_0003.csv
4,415953492227,752.0156,752,860,-57.91,702,5,150,frame_0004.csv
5,524644085926,749.3125,749,867,-57.28,699,5,150,frame_0005.csv
