sample,real,imag,amplitude,amplitude_norm,excess_path_m,reflector_off_m
702,73,-111,132.85,0.15448,-15.018684368,NaN
703,98,-82,127.78,0.14858,-14.718404368,NaN
704,7,60,60.41,0.07024,-14.418124368,NaN
705,-113,35,118.3,0.13755,-14.117844368,NaN
706,238,-258,351.01,0.40815,-13.817564368,NaN
707,902,59,903.93,1.05108,-13.517284368,NaN
708,884,-6,884.02,1.02793,-13.217004368,NaN
709,218,-228,315.45,0.3668,-12.916724368,NaN
710,27,232,233.57,0.27159,-12.616444368,NaN
711,75,487,492.74,0.57296,-12.316164368,NaN
712,102,198,222.73,0.25899,-12.015884368,NaN
713,-82,71,108.47,0.12612,-11.715604368,NaN
714,-188,134,230.87,0.26845,-11.415324368,NaN
715,-65,213,222.7,0.25895,-11.115044368,NaN
716,77,-33,83.77,0.09741,-10.814764368,NaN
717,96,-269,285.62,0.33211,-10.514484368,NaN
718,-129,-337,360.85,0.41959,-10.214204368,NaN
719,-224,-26,225.5,0.26221,-9.91392436799998,NaN
720,246,-45,250.08,0.29079,-9.61364436799999,NaN
721,1117,-220,1138.46,1.32379,-9.31336436799998,NaN
722,1368,-147,1375.88,1.59986,-9.01308436799999,NaN
723,975,-387,1049,1.21976,-8.71280436799998,NaN
724,586,-618,851.66,0.9903,-8.41252436799998,NaN
725,271,-820,863.62,1.00421,-8.11224436799998,NaN
726,300,-564,638.82,0.74282,-7.81196436799998,NaN
727,390,-95,401.4,0.46675,-7.51168436799998,NaN
728,338,229,408.27,0.47473,-7.21140436799998,NaN
729,-207,-208,293.45,0.34122,-6.91112436799998,NaN
730,-73,-241,251.81,0.29281,-6.61084436799998,NaN
731,33,-194,196.79,0.22882,-6.31056436799998,NaN
732,179,-95,202.65,0.23564,-6.01028436799998,NaN
733,127,-139,188.28,0.21893,-5.71000436799998,NaN
734,153,-118,193.22,0.22467,-5.40972436799998,NaN
735,115,-33,119.64,0.13912,-5.10944436799999,NaN
736,108,8,108.3,0.12593,-4.80916436799998,NaN
737,103,-85,133.54,0.15528,-4.50888436799998,NaN
738,77,-263,274.04,0.31865,-4.20860436799998,NaN
739,-95,-88,129.5,0.15058,-3.90832436799998,NaN
740,-284,47,287.86,0.33472,-3.60804436799998,NaN
741,-85,135,159.53,0.1855,-3.30776436799998,NaN
742,117,-143,184.76,0.21484,-3.00748436799998,NaN
743,171,-218,277.06,0.32217,-2.70720436799998,NaN
744,142,-163,216.18,0.25137,-2.40692436799998,NaN
745,132,-54,142.62,0.16584,-2.10664436799998,NaN
746,152,41,157.43,0.18306,-1.80636436799998,NaN
747,125,62,139.53,0.16225,-1.50608436799998,NaN
748,88,27,92.05,0.10703,-1.20580436799998,NaN
749,29,109,112.79,0.13115,-0.905524367999985,NaN
750,76,111,134.53,0.15642,-0.605244367999985,NaN
751,247,586,635.93,0.73945,-0.304964367999985,NaN
752,524,8068,8085,9.40116,-0.00468436799998482,NaN
753,840,15868,15890.22,18.477,0.295595632000015,0.872257573434826
754,1367,16401,16457.87,19.13706,0.595875632000015,1.25636619749295
755,4062,15911,16421.32,19.09456,0.896155632000015,1.5624220969992
756,11104,10670,15399.6,17.90651,1.19643563200002,1.8300146544167
757,15221,-2967,15507.48,18.03195,1.49671563200002,2.07408497915788
758,11178,-8995,14347.74,16.68342,1.79699563200002,2.30212671357526
759,-4247,-363,4262.48,4.95638,2.09727563200002,2.51849763731184
760,-11554,4037,12238.97,14.23136,2.39755563200002,2.7259782339802
761,-5913,-2920,6594.69,7.66825,2.69783563200001,2.92646003805319
762,873,-7882,7930.2,9.22116,2.99811563200002,3.12129194656808
763,1113,-2622,2848.45,3.31215,3.29839563200002,3.31147135217855
764,-1209,1191,1697.1,1.97338,3.59867563200002,3.49775723229725
765,-1028,109,1033.76,1.20205,3.89895563200001,3.68074079976792
766,-137,-1382,1388.77,1.61485,4.19923563200001,3.86089161376808
767,-404,-1254,1317.47,1.53194,4.49951563200001,4.03858877711672
768,-779,-223,810.29,0.9422,4.79979563200002,4.21414268947335
