FRAME,RX_TS,FP_INDEX,FP_INT,RXPACC,RXPWR,STD_NOISE,NTM,NOISE_THRESH,PEAK_IDX,PEAK_AMPL,START,elapsed_s,tag_anchor_dist_m,n_samples,aligned_csv
1,2943581671,746.7031,746,985,-56.26,204,13,2652,777,16647,696,0.3924796,1,150,02_lde_aligned\frame_0001_aligned.csv
2,9333384929,750.2344,750,977,-56.53,184,13,2392,752,17403,700,0.5020174,1,150,02_lde_aligned\frame_0002_aligned.csv
3,15723164683,747.1406,747,974,-56.09,180,13,2340,778,17220,697,0.6000957,1,150,02_lde_aligned\frame_0003_aligned.csv
4,22112955201,752.3594,752,952,-56.16,200,13,2600,769,16432,702,0.69477,1,150,02_lde_aligned\frame_0004_aligned.csv
5,28502746213,749.4219,749,980,-55.62,200,13,2600,769,17453,699,0.7942977,1,150,02_lde_aligned\frame_0005_aligned.csv
6,34892515197,752.6719,752,1022,-56.45,272,13,3536,772,17759,702,0.8874676,1,150,02_lde_aligned\frame_0006_aligned.csv
7,41282302604,749.2812,749,976,-55.85,188,13,2444,780,17272,699,0.9981662,1,150,02_lde_aligned\frame_0007_aligned.csv
8,47672103299,753.2656,753,977,-56.3,192,13,2496,755,17342,703,1.0938269,1,150,02_lde_aligned\frame_0008_aligned.csv
9,54061892726,749.3125,749,971,-56.19,260,13,3380,780,16576,699,1.1934112,1,150,02_lde_aligned\frame_0009_aligned.csv
10,60451678050,752.25,752,962,-55.94,184,13,2392,783,16717,702,1.2906587,1,150,02_lde_aligned\frame_0010_aligned.csv
11,66841469517,748.6719,748,920,-56.03,176,13,2288,768,16363,698,1.3958943,1,150,02_lde_aligned\frame_0011_aligned.csv
12,73231249175,751.3281,751,975,-56.47,188,13,2444,782,17217,701,1.4911463,1,150,02_lde_aligned\frame_0012_aligned.csv
13,79621039576,747.0937,747,976,-56.49,184,13,2392,766,17143,697,1.5865629,1,150,02_lde_aligned\frame_0013_aligned.csv
14,86010830476,749.6562,749,1030,-56.44,272,13,3536,769,17854,699,1.6967731,1,150,02_lde_aligned\frame_0014_aligned.csv
15,92400599365,752.1719,752,984,-56.61,192,13,2496,754,17510,702,1.795061,1,150,02_lde_aligned\frame_0015_aligned.csv
16,98790386676,746.6562,746,985,-56.27,184,13,2392,766,17684,696,1.8945703,1,150,02_lde_aligned\frame_0016_aligned.csv
17,105180187279,749.7031,749,1031,-56.62,196,13,2548,780,17058,699,1.989387,1,150,02_lde_aligned\frame_0017_aligned.csv
18,111569976621,751.4219,751,1001,-56.62,188,13,2444,782,17465,701,2.1001355,1,150,02_lde_aligned\frame_0018_aligned.csv
19,117959761878,745.6875,745,1026,-56.48,196,13,2548,762,17059,695,2.1947764,1,150,02_lde_aligned\frame_0019_aligned.csv
20,124349553257,748.2344,748,980,-55.98,196,13,2548,750,17511,698,2.2897443,1,150,02_lde_aligned\frame_0020_aligned.csv
21,130739332855,750.9531,750,1018,-56.53,192,13,2496,753,17530,700,2.3895568,1,150,02_lde_aligned\frame_0021_aligned.csv
22,137129123215,745.0781,745,997,-56.56,192,13,2496,764,17329,695,2.500247,1,150,02_lde_aligned\frame_0022_aligned.csv
23,143518898206,747.3125,747,980,-56.21,188,13,2444,749,17432,697,2.5945761,1,150,02_lde_aligned\frame_0023_aligned.csv
24,149908643496,749.2187,749,961,-56.54,252,13,3276,751,17247,699,2.6895671,1,150,02_lde_aligned\frame_0024_aligned.csv
25,156298430755,751.2656,751,965,-56,184,13,2392,782,16691,701,2.8011551,1,150,02_lde_aligned\frame_0025_aligned.csv
26,162688215463,745.5781,745,988,-56.45,184,13,2392,765,17560,695,2.899129,1,150,02_lde_aligned\frame_0026_aligned.csv
27,169078060063,747.3281,747,960,-56.36,180,13,2340,749,16993,697,2.9993699,1,150,02_lde_aligned\frame_0027_aligned.csv
28,175467845288,749.9687,749,991,-56.06,208,13,2704,752,17784,699,3.0947038,1,150,02_lde_aligned\frame_0028_aligned.csv
29,181857636119,751.7031,751,1023,-56.66,196,13,2548,771,18109,701,3.1883337,1,150,02_lde_aligned\frame_0029_aligned.csv
30,188247404939,752.8906,752,984,-56.53,192,13,2496,772,17258,702,3.2993016,1,150,02_lde_aligned\frame_0030_aligned.csv
31,194637192162,747.25,747,950,-56.52,180,13,2340,749,16951,697,3.396597,1,150,02_lde_aligned\frame_0031_aligned.csv
32,201026992725,748.5469,748,945,-56.02,192,13,2496,750,16839,698,3.493701,1,150,02_lde_aligned\frame_0032_aligned.csv
33,207416781995,750.3906,750,986,-56.46,256,13,3328,752,17338,700,3.5924659,1,150,02_lde_aligned\frame_0033_aligned.csv
34,213806567181,750.9219,750,986,-56.5,192,13,2496,770,17575,700,3.6882368,1,150,02_lde_aligned\frame_0034_aligned.csv
35,220196358502,752.4375,752,953,-56.58,184,13,2392,754,16719,702,3.7993169,1,150,02_lde_aligned\frame_0035_aligned.csv
36,226586138047,745.5781,745,972,-56.65,192,13,2496,776,16632,695,3.8944775,1,150,02_lde_aligned\frame_0036_aligned.csv
37,232975915536,747.2187,747,989,-56.3,252,13,3276,749,17649,697,3.9935461,1,150,02_lde_aligned\frame_0037_aligned.csv
38,239365702226,748.375,748,995,-56.42,184,13,2392,750,17748,698,4.0885088,1,150,02_lde_aligned\frame_0038_aligned.csv
39,245755490468,749.6562,749,929,-56.29,168,13,2184,769,16614,699,4.1859852,1,150,02_lde_aligned\frame_0039_aligned.csv
40,252145367284,750.9062,750,929,-56.36,168,13,2184,770,16353,700,4.2976724,1,150,02_lde_aligned\frame_0040_aligned.csv
41,258535080256,751.7187,751,992,-56.06,184,13,2392,771,17626,701,4.3933147,1,150,02_lde_aligned\frame_0041_aligned.csv
42,264924859801,752.8594,752,937,-56.39,160,13,2080,772,16730,702,4.491107,1,150,02_lde_aligned\frame_0042_aligned.csv
43,271314637275,745.8906,745,1038,-56.42,196,13,2548,748,17579,695,4.5866075,1,150,02_lde_aligned\frame_0043_aligned.csv
44,277704423968,747.8437,747,947,-55.93,172,13,2236,749,16772,697,4.6966623,1,150,02_lde_aligned\frame_0044_aligned.csv
45,284094212198,748.4375,748,962,-55.97,168,13,2184,779,17137,698,4.7935892,1,150,02_lde_aligned\frame_0045_aligned.csv
46,290484089003,749.2656,749,949,-55.97,164,13,2132,780,16871,699,4.89082,1,150,02_lde_aligned\frame_0046_aligned.csv
47,296873801956,750.7812,750,925,-55.97,168,13,2184,752,16358,700,4.9876359,1,150,02_lde_aligned\frame_0047_aligned.csv
48,303263581453,751.7969,751,987,-55.84,192,13,2496,753,17173,701,5.0994485,1,150,02_lde_aligned\frame_0048_aligned.csv
49,309653358914,751.75,751,962,-56.33,164,13,2132,771,17069,701,5.1939819,1,150,02_lde_aligned\frame_0049_aligned.csv
50,316043145558,752.3125,752,993,-55.79,180,13,2340,754,17921,702,5.2886692,1,150,02_lde_aligned\frame_0050_aligned.csv
51,322432933750,752.6875,752,957,-55.92,160,13,2080,772,16751,702,5.3872553,1,150,02_lde_aligned\frame_0051_aligned.csv
52,328822810503,753.3281,753,1000,-56.22,180,13,2340,770,17059,703,5.4854896,1,150,02_lde_aligned\frame_0052_aligned.csv
53,335212523436,746.2812,746,980,-56.22,176,13,2288,777,17142,696,5.5985008,1,150,02_lde_aligned\frame_0053_aligned.csv
54,341602302916,746.0312,746,1014,-56.21,172,13,2236,748,17483,696,5.7102788,1,150,02_lde_aligned\frame_0054_aligned.csv
55,347992093142,746.8125,746,971,-55.83,180,13,2340,748,16941,696,5.7887081,1,150,02_lde_aligned\frame_0055_aligned.csv
56,354381867995,746.3906,746,1022,-56.29,172,13,2236,748,17721,696,5.8998295,1,150,02_lde_aligned\frame_0056_aligned.csv
57,360771671025,746.4844,746,952,-56.3,168,13,2184,777,17280,696,5.9999275,1,150,02_lde_aligned\frame_0057_aligned.csv
58,367161450493,747.5469,747,962,-56.02,172,13,2236,749,17318,697,6.0951119,1,150,02_lde_aligned\frame_0058_aligned.csv
59,373551240691,747.2656,747,988,-55.95,184,13,2392,766,16917,697,6.1898938,1,150,02_lde_aligned\frame_0059_aligned.csv
60,379941015546,746.625,746,1020,-56.37,176,13,2288,766,17764,696,6.3011618,1,150,02_lde_aligned\frame_0060_aligned.csv
61,386330818578,746.625,746,960,-55.97,168,13,2184,777,16836,696,6.3946769,1,150,02_lde_aligned\frame_0061_aligned.csv
62,392720598038,747.6875,747,974,-55.83,192,13,2496,749,17148,697,6.4895574,1,150,02_lde_aligned\frame_0062_aligned.csv
63,399110388228,747.2812,747,981,-55.94,188,13,2444,778,17184,697,6.6040855,1,150,02_lde_aligned\frame_0063_aligned.csv
64,405500178956,747.5312,747,944,-55.56,184,13,2392,767,16870,697,6.6869463,1,150,02_lde_aligned\frame_0064_aligned.csv
65,411889947669,747.5469,747,971,-56.24,252,13,3276,767,17318,697,6.7967754,1,150,02_lde_aligned\frame_0065_aligned.csv
