taps_from_fp,amplitude_norm_mean,amplitude_norm_sd,n_frames
-50,0.289464635464648,0.0834028093831753,99
-49.5,0.337281269737376,0.0957937997462986,99
-49,0.280489853282828,0.0895305292580251,99
-48.5,0.218581676747472,0.0656923803417543,99
-48,0.256697145161615,0.056218425224785,99
-47.5,0.367013405818182,0.0942705972471137,99
-47,0.510305265646467,0.115509148931771,99
-46.5,0.58509621937374,0.120866546298054,99
-46,0.531724771050505,0.111661578600415,99
-45.5,0.448954367878787,0.105306596586978,99
-45,0.390072151131313,0.093790553429944,99
-44.5,0.389607271252525,0.099991473087994,99
-44,0.475734880919194,0.0963826357707792,99
-43.5,0.584310730626264,0.107117277266643,99
-43,0.672649461222223,0.10658668520075,99
-42.5,0.679510153545456,0.111059345586573,99
-42,0.535757093808079,0.108756613277395,99
-41.5,0.362046686505048,0.0921160959710117,99
-41,0.255491997060604,0.0665809326029282,99
-40.5,0.238802864070705,0.0917186474667726,99
-40,0.296945507919193,0.117817005002227,99
-39.5,0.31574935549495,0.120780397142419,99
-39,0.254435614787877,0.0956695398340767,99
-38.5,0.185192212616161,0.0665042893161397,99
-38,0.167024501949496,0.0434079214624297,99
-37.5,0.214581365141414,0.0803408806146019,99
-37,0.3353627319798,0.0991856133295365,99
-36.5,0.447196853848487,0.107849223802101,99
-36,0.500947791454546,0.104284311538409,99
-35.5,0.497193496828283,0.10194879065663,99
-35,0.42274998312121,0.0973183792599383,99
-34.5,0.349797944363634,0.0953808990948819,99
-34,0.311405377777777,0.092718845505075,99
-33.5,0.294360065494949,0.0952565797685948,99
-33,0.292171149191918,0.10219577114384,99
-32.5,0.280524039868688,0.102893167298612,99
-32,0.270311021676769,0.0953532900293955,99
-31.5,0.30143913989899,0.103265606697258,99
-31,0.390669182909092,0.103704271375262,99
-30.5,0.466507399969699,0.103991681364276,99
-30,0.476361097050504,0.100527639783199,99
-29.5,0.452363754323232,0.0966722911201007,99
-29,0.424420466030303,0.0968072401688397,99
-28.5,0.39528025921212,0.107966359527157,99
-28,0.360367949747475,0.0808039288446559,99
-27.5,0.344818895757577,0.0940016119936675,99
-27,0.340930227939394,0.103896628924088,99
-26.5,0.3403252490202,0.094746307295893,99
-26,0.386264677737373,0.0923462737235425,99
-25.5,0.460739876373738,0.115404679655421,99
-25,0.510325524333335,0.118516657807454,99
-24.5,0.49748412088889,0.11735737944934,99
-24,0.427792094464646,0.105815231556279,99
-23.5,0.410874320414141,0.110797077662497,99
-23,0.498648834171719,0.103605845190494,99
-22.5,0.556747137050508,0.11500904125121,99
-22,0.486800391121211,0.11119974476428,99
-21.5,0.365222397929291,0.100496139161525,99
-21,0.244198116383836,0.0853746375846666,99
-20.5,0.169271918131311,0.0735292125032351,99
-20,0.156177981424242,0.0627926191758235,99
-19.5,0.150683133828284,0.0560086711069266,99
-19,0.151515373525253,0.0466692167759703,99
-18.5,0.178867183040404,0.0645827793390862,99
-18,0.249655204555557,0.0806931636545752,99
-17.5,0.300828692303033,0.0974559007217273,99
-17,0.273138434363636,0.0907707332946411,99
-16.5,0.219057720989897,0.0693608677255809,99
-16,0.196956065828282,0.0509844493840454,99
-15.5,0.240287510030302,0.0800683931494327,99
-15,0.344262842242425,0.104146091947606,99
-14.5,0.402889159393942,0.109622938959381,99
