FRAME,RX_TS,FP_INDEX,FP_INT,RXPACC,RXPWR,STD_NOISE,NTM,NOISE_THRESH,PEAK_IDX,PEAK_AMPL,START,elapsed_s,tag_anchor_dist_m,n_samples,aligned_csv
1,3554452555,745.6406,745,904,-62.59,88,13,1144,747,16579,695,0.4239516,1.5,150,02_lde_aligned\frame_0001_aligned.csv
2,9944366303,748.25,748,966,-63.17,88,13,1144,750,18192,698,0.5158139,1.5,150,02_lde_aligned\frame_0002_aligned.csv
3,16334081404,750.6562,750,891,-62.47,84,13,1092,752,16460,700,0.6090254,1.5,150,02_lde_aligned\frame_0003_aligned.csv
4,22723825164,753.4062,753,983,-62.49,84,13,1092,758,17715,703,0.718769,1.5,150,02_lde_aligned\frame_0004_aligned.csv
5,29113738389,746.6719,746,908,-62.08,84,13,1092,748,16651,696,0.8092534,1.5,150,02_lde_aligned\frame_0005_aligned.csv
6,35503529208,749.2187,749,905,-62.31,72,13,936,751,17153,699,0.9141332,1.5,150,02_lde_aligned\frame_0006_aligned.csv
7,41893244220,749.4531,749,1080,-63.3,80,13,1040,752,18392,699,1.0094671,1.5,150,02_lde_aligned\frame_0007_aligned.csv
8,48282987377,750.5312,750,899,-63.41,72,13,936,752,17171,700,1.1087943,1.5,150,02_lde_aligned\frame_0008_aligned.csv
9,54672778131,750.5156,750,1029,-62.75,96,13,1248,752,18601,700,1.2046623,1.5,150,02_lde_aligned\frame_0009_aligned.csv
10,61062691729,750.7344,750,925,-62.24,68,13,884,752,17160,700,1.3162441,1.5,150,02_lde_aligned\frame_0010_aligned.csv
11,67452406634,750.0469,750,1023,-63.32,88,13,1144,752,18714,700,1.4035151,1.5,150,02_lde_aligned\frame_0011_aligned.csv
12,73842150210,749.2969,749,1108,-63.56,88,13,1144,751,19067,699,1.5079693,1.5,150,02_lde_aligned\frame_0012_aligned.csv
13,80232063753,749.1562,749,943,-63.18,64,13,832,751,17873,699,1.6033923,1.5,150,02_lde_aligned\frame_0013_aligned.csv
14,86621778096,747.4687,747,883,-62.75,76,13,988,749,16450,697,1.7144317,1.5,150,02_lde_aligned\frame_0014_aligned.csv
