sample,real,imag,amplitude,amplitude_norm
731,442,141,463.95,0.47928
732,136,137,193.04,0.19942
733,9,36,37.11,0.03833
734,-88,94,128.76,0.13302
735,-79,204,218.76,0.22599
736,-51,95,107.82,0.11139
737,77,-202,216.18,0.22332
738,-65,-138,152.54,0.15758
739,96,242,260.35,0.26895
740,-55,312,316.81,0.32728
741,-55,176,184.39,0.19049
742,-30,76,81.71,0.08441
743,100,13,100.84,0.10418
744,61,31,68.43,0.07069
745,-33,158,161.41,0.16675
746,12,67,68.07,0.07032
747,28,21,35,0.03616
748,14,81,82.2,0.08492
749,1,-61,61.01,0.06302
750,986,563,1135.41,1.17295
751,3787,7015,7971.93,8.23546
752,-264,15153,15155.3,15.6563
753,-12550,9534,15760.7,16.28171
754,-14884,-6582,16274.4,16.8124
755,-2343,-16404,16570.48,17.11827
756,11906,-12177,17030.33,17.59332
757,13789,-1253,13845.81,14.30352
758,-3496,4490,5690.53,5.87865
759,-10350,562,10365.25,10.7079
760,2254,258,2268.72,2.34372
761,10942,6275,12613.6,13.03058
762,5996,9369,11123.41,11.49112
763,-1656,4406,4706.93,4.86253
764,-2262,-1214,2567.19,2.65205
765,-785,-1398,1603.32,1.65632
766,-2314,2326,3280.99,3.38945
767,-5326,5674,7782.07,8.03932
768,-2160,3726,4306.82,4.44919
769,3813,1882,4252.16,4.39273
770,5951,2890,6615.63,6.83432
771,2835,3083,4188.33,4.32679
772,440,704,830.19,0.85763
773,692,-1618,1759.77,1.81794
774,1738,-1739,2458.61,2.53989
775,1789,-952,2026.53,2.09352
776,1013,-1015,1434.01,1.48142
777,575,-1961,2043.56,2.11112
778,287,-2181,2199.8,2.27252
779,-338,-1381,1421.76,1.46876
780,-987,-1132,1501.86,1.55151
781,-711,-1369,1542.62,1.59362
782,655,-110,664.17,0.68613
783,1909,2518,3159.84,3.2643
784,1693,2135,2724.79,2.81486
785,758,904,1179.74,1.21874
786,259,-364,446.74,0.46151
787,304,-761,819.47,0.84656
788,-121,-1135,1141.43,1.17916
789,84,-1857,1858.9,1.92035
790,179,-976,992.28,1.02508
791,316,676,746.21,0.77088
792,1170,656,1341.36,1.3857
793,2144,-1316,2515.67,2.59883
794,2759,-3746,4652.38,4.80617
795,1743,-4240,4584.28,4.73583
796,-198,-1956,1966,2.03099
797,-1055,289,1093.87,1.13003
798,-1459,1567,2141.07,2.21185
799,-1977,1615,2552.79,2.63718
800,-2567,893,2717.89,2.80774
801,-3067,424,3096.17,3.19852
802,-2021,826,2183.28,2.25546
803,613,1956,2049.81,2.11757
804,1923,2375,3055.9,3.15693
805,1702,1660,2377.48,2.45607
806,874,149,886.61,0.91592
807,345,-438,557.56,0.57599
808,-15,-26,30.02,0.03101
809,-620,640,891.07,0.92052
810,-978,626,1161.19,1.19958
811,-574,335,664.61,0.68658
812,99,356,369.51,0.38172
813,298,517,596.74,0.61646
814,223,278,356.39,0.36817
815,99,-3,99.05,0.10232
816,-490,-147,511.58,0.52849
817,-720,-777,1059.31,1.09432
818,-50,-946,947.32,0.97864
819,599,-156,618.98,0.63944
820,787,654,1023.27,1.0571
821,236,684,723.57,0.74749
822,-399,-874,960.77,0.99253
823,-165,-1359,1368.98,1.41424
824,217,407,461.24,0.47648
825,-211,2203,2213.08,2.28624
826,-817,2255,2398.44,2.47773
827,-700,794,1058.51,1.0935
828,-207,-558,595.16,0.61483
829,130,-336,360.27,0.37218
830,-99,455,465.65,0.48104
831,-532,385,656.7,0.6784
832,-364,-115,381.73,0.39435
833,-17,66,68.15,0.07041
834,-10,783,783.06,0.80895
835,-30,900,900.5,0.93027
836,300,192,356.18,0.36795
837,529,-243,582.14,0.60139
838,467,-26,467.72,0.48319
839,196,200,280.03,0.28929
840,232,143,272.53,0.28154
841,473,-36,474.37,0.49005
842,495,15,495.23,0.5116
843,126,188,226.32,0.2338
844,-121,221,251.96,0.26029
845,-189,275,333.69,0.34472
846,-187,335,383.66,0.39634
847,-843,446,953.71,0.98524
848,-1340,174,1351.25,1.39592
849,-736,-905,1166.5,1.20506
850,718,-1080,1296.89,1.33976
851,1623,-73,1624.64,1.67835
852,1322,1077,1705.17,1.76154
853,289,1111,1147.97,1.18592
854,-454,-382,593.33,0.61294
