sample,real,imag,amplitude,amplitude_norm
726,103,223,245.64,0.2647
727,60,86,104.86,0.113
728,32,17,36.24,0.03905
729,36,17,39.81,0.0429
730,77,46,89.69,0.09665
731,119,20,120.67,0.13003
732,158,-3,158.03,0.17029
733,172,88,193.2,0.20819
734,69,92,115,0.12392
735,80,23,83.24,0.0897
736,103,-47,113.22,0.122
737,71,78,105.48,0.11366
738,59,108,123.07,0.13261
739,60,112,127.06,0.13692
740,141,144,201.54,0.21717
741,205,137,246.56,0.26569
742,134,154,204.14,0.21998
743,86,91,125.21,0.13492
744,89,100,133.87,0.14426
745,76,191,205.57,0.22151
746,-559,2159,2230.19,2.40323
747,-2248,10422,10661.69,11.48889
748,-1193,16403,16446.33,17.72233
749,2874,14474,14756.58,15.90148
750,3049,-1213,3281.43,3.53602
751,-4266,-11712,12464.74,13.43183
752,-8447,-699,8475.87,9.13348
753,1371,11261,11344.15,12.2243
754,12460,6667,14131.54,15.22795
755,10649,-3051,11077.45,11.9369
756,-1394,-3561,3824.13,4.12083
757,-8316,1300,8417,9.07004
758,-3728,2161,4309.05,4.64337
759,2266,-1407,2667.28,2.87423
760,2616,-4485,5192.17,5.59502
761,-563,-3655,3698.11,3.98503
762,-600,-1372,1497.46,1.61364
763,1770,-188,1779.96,1.91806
764,1959,-317,1984.48,2.13845
765,-135,-693,706.03,0.7608
766,-396,-515,649.65,0.70005
767,1491,-932,1758.32,1.89475
768,2306,-2586,3464.83,3.73365
769,685,-3310,3380.14,3.64239
770,-1005,-1698,1973.13,2.12621
771,-1540,675,1681.44,1.81189
772,-1488,1650,2221.86,2.39424
773,-1031,1156,1548.97,1.66914
774,-243,473,531.77,0.57303
775,452,329,559.06,0.60243
776,612,232,654.5,0.70528
777,180,-73,194.24,0.20931
778,48,-710,711.62,0.76683
779,642,-973,1165.72,1.25616
780,1018,-537,1150.95,1.24025
781,833,-389,919.35,0.99068
782,-65,-166,178.27,0.1921
783,-516,217,559.77,0.6032
784,-192,351,400.08,0.43112
785,246,52,251.44,0.27094
786,122,-371,390.54,0.42085
787,-13,-701,701.12,0.75552
