sample,real,imag,amplitude,amplitude_norm
729,168,154,227.9,0.22997
730,108,171,202.25,0.20409
731,87,147,170.82,0.17237
732,15,130,130.86,0.13205
733,55,97,111.51,0.11252
734,99,102,142.14,0.14344
735,2,168,168.01,0.16954
736,-45,110,118.85,0.11993
737,42,85,94.81,0.09567
738,98,120,154.93,0.15634
739,253,117,278.74,0.28128
740,202,79,216.9,0.21887
741,109,45,117.92,0.11899
742,16,-13,20.62,0.0208
743,72,6,72.25,0.07291
744,66,75,99.9,0.10081
745,73,72,102.53,0.10346
746,63,135,148.98,0.15033
747,101,52,113.6,0.11463
748,-169,-274,321.93,0.32485
749,-2001,-2900,3523.35,3.55535
750,-8722,-9288,12741.28,12.85699
751,-14198,-10870,17881.28,18.04367
752,-16399,-7352,17971.62,18.13483
753,-12160,1919,12310.49,12.42229
754,1857,11769,11914.6,12.02281
755,2096,9432,9662.08,9.74983
756,-7926,2534,8321.22,8.39679
757,-8736,-743,8767.54,8.84716
758,1965,-1426,2427.9,2.44995
759,10535,-2572,10844.42,10.9429
760,6740,-2024,7037.34,7.10125
761,-561,934,1089.53,1.09943
762,-2966,2728,4029.78,4.06638
763,-888,1195,1488.81,1.50234
764,769,-578,962,0.97074
765,-434,-278,515.4,0.52008
766,-2166,418,2205.96,2.226
767,-2138,-992,2356.93,2.37833
768,-1460,-2932,3275.4,3.30514
769,-1310,-1484,1979.48,1.99746
770,-949,2531,2703.07,2.72761
771,-165,4763,4765.86,4.80914
772,724,2739,2833.07,2.8588
773,1514,-517,1599.84,1.61437
774,2372,-2045,3131.84,3.16028
775,2332,-1222,2632.78,2.65669
776,1226,235,1248.32,1.25966
777,-352,703,786.2,0.79334
778,-1276,284,1307.22,1.31909
779,-727,-232,763.12,0.77005
780,452,-251,517.02,0.52171
781,1248,520,1352,1.36428
782,1002,1372,1698.94,1.71437
783,445,1297,1371.22,1.38367
784,277,929,969.42,0.97822
785,670,499,835.4,0.84299
786,1137,48,1138.01,1.14835
787,1227,259,1254.04,1.26543
788,890,603,1075.04,1.0848
789,503,741,895.59,0.90373
790,272,602,660.6,0.6666
791,507,38,508.42,0.51304
792,1113,-364,1171.01,1.18165
793,1348,-142,1355.46,1.36777
794,1298,407,1360.31,1.37267
795,972,608,1146.49,1.15691
796,916,362,984.94,0.99388
797,994,-84,997.54,1.0066
798,934,-71,936.69,0.9452
799,638,514,819.29,0.82673
800,254,745,787.11,0.79426
801,248,398,468.94,0.4732
802,621,155,640.05,0.64586
803,817,122,826.06,0.83356
804,510,236,561.96,0.56706
805,194,225,297.09,0.29979
