sample,real,imag,amplitude,amplitude_norm
725,223,51,228.76,0.22785
726,330,49,333.62,0.33229
727,201,6,201.09,0.20029
728,101,-37,107.56,0.10714
729,75,34,82.35,0.08202
730,125,8,125.26,0.12476
731,102,30,106.32,0.1059
732,15,8,17,0.01693
733,99,73,123,0.12251
734,140,121,185.04,0.18431
735,109,145,181.4,0.18068
736,65,34,73.36,0.07306
737,21,-12,24.19,0.02409
738,65,102,120.95,0.12047
739,37,139,143.84,0.14327
740,110,77,134.27,0.13374
741,50,59,77.34,0.07703
742,27,72,76.9,0.07659
743,8,145,145.22,0.14464
744,-550,-310,631.35,0.62883
745,-3553,-3384,4906.66,4.88711
746,-10013,-9306,13669.74,13.61528
747,-14610,-9272,17303.82,17.23488
748,-16417,-913,16442.37,16.37686
749,-10735,11127,15461.25,15.39965
750,293,13992,13995.07,13.93931
751,4425,5558,7104.36,7.07606
752,1125,924,1455.82,1.45002
753,-1424,3324,3616.18,3.60177
754,-173,2068,2075.22,2.06696
755,1569,-2762,3176.54,3.16388
756,1313,-2429,2761.16,2.75016
757,578,2549,2613.71,2.6033
758,1424,5156,5349.03,5.32772
759,2720,2823,3920.17,3.90455
760,2957,411,2985.43,2.97353
761,2621,439,2657.51,2.64692
762,2942,613,3005.18,2.99321
763,3829,-654,3884.45,3.86897
764,3233,-707,3309.4,3.29622
765,1422,1787,2283.74,2.27464
766,757,4013,4083.77,4.0675
767,1343,2689,3005.72,2.99375
768,1310,-779,1524.12,1.51805
769,15,-3227,3227.03,3.21418
770,-1345,-2936,3229.42,3.21655
771,-1277,-1089,1678.29,1.6716
772,-328,452,558.47,0.55624
773,67,1056,1058.12,1.05391
774,-534,935,1076.75,1.07246
775,-755,608,969.38,0.96551
776,275,365,457,0.45518
777,1296,602,1428.99,1.4233
778,987,842,1297.36,1.29219
779,-9,577,577.07,0.57477
780,-263,153,304.27,0.30305
781,59,-346,350.99,0.3496
782,726,-131,737.72,0.73479
783,860,432,962.41,0.95857
784,209,679,710.44,0.70761
785,42,539,540.63,0.53848
786,182,-33,184.97,0.18423
787,307,-664,731.54,0.72862
788,228,-777,809.76,0.80653
789,218,-323,389.68,0.38813
790,548,-53,550.56,0.54836
791,915,-183,933.12,0.9294
792,850,-533,1003.29,0.99929
793,443,-713,839.42,0.83607
794,233,-237,332.35,0.33103
795,359,466,588.25,0.58591
796,444,849,958.09,0.95427
797,541,835,994.94,0.99098
798,648,588,875.01,0.87153
799,468,469,662.56,0.65992
800,152,313,347.96,0.34657
801,53,220,226.29,0.22539
802,466,93,475.19,0.4733
803,767,-11,767.08,0.76402
804,538,42,539.64,0.53749
805,278,88,291.6,0.29043
806,389,183,429.9,0.42818
807,582,110,592.3,0.58994
808,640,-190,667.61,0.66495
809,697,-451,830.19,0.82688
810,846,-690,1091.7,1.08735
811,692,-958,1181.79,1.17708
812,102,-1132,1136.59,1.13206
813,-539,-703,885.85,0.88232
814,-381,85,390.37,0.38881
815,267,286,391.26,0.3897
816,458,28,458.86,0.45703
817,448,-114,462.28,0.46044
818,584,41,585.44,0.58311
819,646,39,647.18,0.6446
820,383,16,383.33,0.38181
821,12,-74,74.97,0.07467
822,-42,-82,92.13,0.09176
823,410,-20,410.49,0.40885
824,571,-11,571.11,0.56883
825,471,58,474.56,0.47267
826,483,138,502.33,0.50033
827,644,261,694.88,0.69211
828,681,223,716.58,0.71373
829,550,140,567.54,0.56528
830,462,127,479.14,0.47723
831,516,87,523.28,0.5212
832,504,50,506.47,0.50446
833,473,-68,477.86,0.47596
834,401,-127,420.63,0.41895
835,408,-100,420.08,0.4184
836,409,33,410.33,0.40869
837,364,26,364.93,0.36347
838,296,15,296.38,0.2952
839,209,-42,213.18,0.21233
840,262,-41,265.19,0.26413
841,534,-245,587.52,0.58518
842,1035,-887,1363.08,1.35765
843,968,-1305,1624.82,1.61835
844,148,-1384,1391.89,1.38635
845,-608,-833,1031.29,1.02718
846,-505,-2,505,0.50299
847,136,216,255.25,0.25423
848,250,-21,250.88,0.24988
849,9,-162,162.25,0.1616
850,125,-15,125.9,0.1254
851,575,115,586.39,0.58405
852,595,97,602.85,0.60045
853,140,34,144.07,0.1435
854,-89,168,190.12,0.18936
855,167,338,377.01,0.3755
856,374,276,464.81,0.46296
857,424,150,449.75,0.44796
858,420,271,499.84,0.49785
859,482,298,566.68,0.56442
860,388,267,470.99,0.46912
861,206,155,257.8,0.25677
862,102,139,172.41,0.17172
863,145,130,194.74,0.19397
864,368,-23,368.72,0.36725
865,627,-201,658.43,0.65581
866,678,-173,699.72,0.69694
867,473,-92,481.86,0.47994
868,383,-139,407.44,0.40582
869,289,-148,324.69,0.3234
870,268,-198,333.21,0.33188
871,292,-62,298.51,0.29732
872,207,130,244.44,0.24346
873,-42,331,333.65,0.33232
874,-406,714,821.36,0.81809
875,-429,955,1046.93,1.04276
876,216,1017,1039.69,1.03554
877,1108,672,1295.86,1.2907
