sample,real,imag,amplitude,amplitude_norm
732,253,263,364.94,0.29407
733,98,321,335.63,0.27045
734,43,166,171.48,0.13818
735,92,176,198.6,0.16003
736,161,312,351.09,0.28291
737,97,426,436.9,0.35206
738,7,340,340.07,0.27403
739,20,188,189.06,0.15235
740,120,175,212.19,0.17098
741,321,246,404.42,0.32588
742,295,245,383.47,0.309
743,68,196,207.46,0.16717
744,-51,178,185.16,0.1492
745,78,122,144.8,0.11668
746,189,152,242.54,0.19544
747,149,114,187.61,0.15118
748,97,155,182.85,0.14734
749,-10,179,179.28,0.14446
750,-32,180,182.82,0.14732
751,-307,-396,501.06,0.40376
752,-3946,-5084,6435.68,5.18588
753,-12357,-14099,18747.73,15.10695
754,-15656,-16404,22676.01,18.27237
755,-13566,-15882,20887.18,16.83093
756,-1217,-5917,6040.86,4.86773
757,5963,6487,8811.27,7.10014
758,-4517,8981,10052.94,8.10068
759,-12668,6433,14207.8,11.44867
760,-3905,3961,5562.24,4.48207
761,8274,1553,8418.49,6.78363
762,11662,-868,11694.26,9.42325
763,4859,272,4866.61,3.92152
764,-1326,3272,3530.48,2.84486
765,-2028,3677,4199.18,3.38371
766,988,660,1188.17,0.95743
767,1555,-1387,2083.7,1.67905
768,-1442,-341,1481.77,1.19401
769,-3863,458,3890.06,3.13461
770,-2791,-1362,3105.6,2.50249
771,-1110,-2587,2815.08,2.2684
772,-378,544,662.43,0.53379
773,378,5463,5476.06,4.41262
774,1130,6299,6399.55,5.15677
775,887,2009,2196.1,1.76962
776,622,-1901,2000.17,1.61174
777,1142,-2234,2508.97,2.02173
778,1759,-76,1760.64,1.41873
779,1173,1309,1757.67,1.41633
780,-397,957,1036.08,0.83487
781,-1237,243,1260.64,1.01583
782,-298,65,305.01,0.24577
783,1359,291,1389.81,1.11991
784,2227,853,2384.77,1.92165
785,1264,1196,1740.15,1.40221
786,177,1334,1345.69,1.08436
787,-320,1391,1427.33,1.15015
788,246,987,1017.19,0.81966
789,1066,391,1135.45,0.91494
790,1373,480,1454.49,1.17203
791,1062,1187,1592.74,1.28343
792,624,1656,1769.66,1.426
793,857,1423,1661.14,1.33855
794,1498,512,1583.08,1.27565
795,2047,-133,2051.32,1.65295
796,2118,325,2142.79,1.72666
797,1739,1344,2197.83,1.77102
798,1340,1458,1980.24,1.59568
799,1311,497,1402.04,1.12977
800,1381,-181,1392.81,1.12233
801,1176,350,1226.98,0.9887
802,694,1335,1504.61,1.21242
803,323,1584,1616.6,1.30266
804,493,1027,1139.2,0.91797
805,873,593,1055.36,0.85041
806,897,824,1218.03,0.98149
807,440,955,1051.49,0.84729
808,184,925,943.12,0.75997
809,515,660,837.15,0.67458
810,1250,491,1342.97,1.08217
811,1484,448,1550.15,1.24911
812,1075,534,1200.33,0.96722
813,668,779,1026.19,0.82691
814,724,896,1151.95,0.92824
815,980,803,1266.97,1.02093
816,1242,539,1353.91,1.09099
817,1251,-277,1281.3,1.03247
818,1078,-741,1308.12,1.05408
819,1534,-725,1696.7,1.3672
820,1648,272,1670.3,1.34593
821,952,965,1355.55,1.09231
822,323,471,571.11,0.4602
823,350,65,355.98,0.28685
824,849,622,1052.47,0.84808
825,1241,1225,1743.76,1.40513
826,1267,1241,1773.52,1.4291
827,1003,618,1178.11,0.94932
828,698,147,713.31,0.57479
829,694,247,736.64,0.59359
830,830,548,994.59,0.80144
831,1036,697,1248.64,1.00616
832,955,487,1072,0.86382
833,968,224,993.58,0.80063
834,1009,305,1054.09,0.84939
835,993,560,1140.02,0.91863
836,764,715,1046.38,0.84318
837,467,959,1066.66,0.85952
838,423,1000,1085.78,0.87493
839,531,687,868.29,0.69967
840,610,428,745.17,0.60046
841,541,493,731.94,0.5898
842,569,700,902.09,0.7269
843,596,716,931.6,0.75068
844,653,593,882.08,0.71078
845,688,288,745.85,0.601
846,600,323,681.42,0.54909
847,682,428,805.18,0.64881
848,1096,339,1147.23,0.92444
849,1588,-627,1707.3,1.37575
850,1527,-1107,1886.05,1.51978
851,1515,-874,1749.03,1.40937
852,1173,604,1319.37,1.06315
853,329,1196,1240.43,0.99954
854,48,296,299.87,0.24163
855,151,-346,377.51,0.3042
856,221,319,388.07,0.31271
857,358,1201,1253.22,1.00985
858,775,1524,1709.74,1.37771
859,745,1078,1310.39,1.05591
860,354,556,659.13,0.53113
861,118,486,500.12,0.403
862,460,681,821.8,0.66221
863,645,819,1042.49,0.84004
864,666,520,844.96,0.68087
865,588,177,614.06,0.49481
866,663,267,714.74,0.57594
867,754,437,871.48,0.70224
868,579,540,791.73,0.63798
869,167,602,624.73,0.50341
870,32,624,624.82,0.50348
871,323,488,585.21,0.47156
872,649,475,804.25,0.64807
873,710,545,895.06,0.72124
874,611,642,886.28,0.71416
875,438,597,740.44,0.59665
876,477,490,683.83,0.55103
877,580,358,681.59,0.54923
878,528,394,658.8,0.53086
879,434,566,713.24,0.57473
880,95,893,898.04,0.72364
881,-645,1264,1419.06,1.14348
882,-845,1327,1573.2,1.26769
883,-724,1212,1411.78,1.13761
884,150,563,582.64,0.46949
885,907,60,908.98,0.73246
886,1079,725,1299.95,1.0475
887,950,1322,1627.94,1.3118
888,670,632,921.05,0.74218
889,550,-128,564.7,0.45503
890,307,-387,493.98,0.39805
891,293,118,315.87,0.25453
892,549,523,758.24,0.61099
893,502,628,803.98,0.64785
894,349,448,567.9,0.45761
895,288,358,459.46,0.37024
896,389,428,578.36,0.46605
897,461,604,759.83,0.61227
898,171,734,753.66,0.6073
899,85,590,596.09,0.48033
900,179,370,411.02,0.3312
901,604,224,644.2,0.5191
902,717,185,740.48,0.59668
903,449,280,529.15,0.42639
904,151,370,399.63,0.32202
905,154,304,340.78,0.2746
906,212,344,404.08,0.32561
907,365,410,548.93,0.44233
908,397,438,591.15,0.47635
909,355,471,589.8,0.47526
910,333,429,543.07,0.43761
911,241,363,435.72,0.3511
912,252,365,443.54,0.35741
913,-5,275,275.05,0.22163
914,-73,278,287.42,0.23161
915,79,332,341.27,0.275
916,327,378,499.81,0.40275
917,467,378,600.81,0.48413
918,374,475,604.57,0.48716
919,382,552,671.29,0.54093
920,374,426,566.88,0.45679
921,411,296,506.49,0.40813
922,491,110,503.17,0.40546
923,390,161,421.93,0.33999
924,271,285,393.28,0.3169
925,270,352,443.63,0.35747
926,364,248,440.45,0.35492
927,344,192,393.95,0.31745
928,196,392,438.27,0.35316
929,174,417,451.85,0.3641
930,247,277,371.13,0.29906
931,247,336,417.02,0.33603
