sample,real,imag,amplitude,amplitude_norm
732,-109,-359,375.18,0.37974
733,-150,-354,384.47,0.38914
734,-154,-311,347.04,0.35126
735,-154,-87,176.88,0.17902
736,-147,161,218.01,0.22066
737,37,271,273.51,0.27684
738,111,323,341.54,0.34569
739,136,334,360.63,0.36501
740,172,178,247.52,0.25053
741,292,16,292.44,0.29599
742,449,-101,460.22,0.46581
743,347,-157,380.86,0.38549
744,115,-32,119.37,0.12082
745,-55,187,194.92,0.19729
746,97,284,300.11,0.30375
747,151,223,269.31,0.27258
748,239,192,306.57,0.31029
749,172,53,179.98,0.18217
750,138,58,149.69,0.15151
751,-75,79,108.93,0.11025
752,64,-2769,2769.74,2.80338
753,5587,-10193,11623.76,11.76494
754,14911,-6211,16152.85,16.34904
755,16402,6614,17685.32,17.90012
756,10835,11913,16103.32,16.2989
757,2905,990,3069.06,3.10634
758,2081,-7877,8147.25,8.24621
759,4431,208,4435.88,4.48976
760,1394,6524,6671.27,6.7523
761,-3664,-1093,3823.55,3.86999
762,-4428,-11262,12101.23,12.24821
763,-594,-13351,13364.21,13.52653
764,3769,-7831,8690.79,8.79635
765,6092,-1358,6241.52,6.31733
766,5738,1232,5868.77,5.94005
767,3415,-665,3479.15,3.5214
768,1449,-4219,4460.89,4.51507
769,23,-4140,4140.06,4.19035
770,-742,-231,777.13,0.78656
771,-1514,1721,2292.17,2.32001
772,-1481,488,1559.33,1.57827
773,527,33,528.03,0.53445
774,2981,2590,3948.98,3.99695
775,1987,4135,4587.63,4.64335
776,-2112,994,2334.22,2.36257
777,-4729,-2837,5514.71,5.58169
778,-3540,-2610,4398.15,4.45157
779,-1815,892,2022.35,2.04691
780,-1300,3339,3583.14,3.62666
781,-916,3273,3398.76,3.44004
782,-106,2306,2308.44,2.33647
783,498,1210,1308.47,1.32437
784,-71,-264,273.38,0.2767
785,-1713,-1208,2096.1,2.12156
786,-1322,-864,1579.3,1.59848
787,-388,-410,564.49,0.57134
788,-1216,-287,1249.41,1.26458
789,-3819,-394,3839.27,3.8859
790,-4314,447,4337.1,4.38977
791,-1974,670,2084.6,2.10992
792,60,-367,371.87,0.37639
793,163,-1883,1890.04,1.913
794,-1050,-2295,2523.79,2.55445
795,-2931,-1586,3332.59,3.37307
796,-4250,-253,4257.52,4.30923
