sample,real,imag,amplitude,amplitude_norm
730,171,268,317.91,0.31476
731,102,192,217.41,0.21526
732,106,41,113.65,0.11253
733,128,46,136.01,0.13467
734,58,168,177.73,0.17597
735,-40,91,99.4,0.09842
736,31,-41,51.4,0.05089
737,6,24,24.74,0.02449
738,68,114,132.74,0.13143
739,70,310,317.8,0.31466
740,144,193,240.8,0.23842
741,105,8,105.3,0.10426
742,91,-1,91.01,0.0901
743,98,104,142.9,0.14148
744,81,72,108.37,0.1073
745,69,15,70.61,0.06991
746,124,75,144.92,0.14348
747,107,102,147.83,0.14636
748,119,10,119.42,0.11824
749,198,-341,394.32,0.39041
750,1140,-2954,3166.34,3.13499
751,4628,-9722,10767.34,10.66074
752,10610,-11531,15669.59,15.51445
753,16409,-2742,16636.52,16.4718
754,15380,5549,16350.41,16.18852
755,1688,2554,3061.41,3.0311
756,-13111,-5104,14069.44,13.93014
757,-14899,-5351,15830.77,15.67403
758,-4845,445,4865.39,4.81722
759,5344,4308,6864.2,6.79623
760,6360,2997,7030.76,6.96115
761,1068,457,1161.67,1.15017
762,-2505,235,2516,2.49109
763,-2440,1501,2864.72,2.83635
764,-245,2118,2132.12,2.11101
765,1010,969,1399.66,1.38581
766,698,-1244,1426.44,1.41232
767,537,-2367,2427.15,2.40312
768,1214,-1502,1931.27,1.91215
769,423,-329,535.88,0.53058
770,-2083,359,2113.71,2.09278
771,-3407,1476,3712.98,3.67622
772,-1720,2845,3324.52,3.2916
773,375,2358,2387.63,2.36399
774,1202,360,1254.75,1.24233
775,1434,-1051,1777.91,1.76031
776,1387,-795,1598.69,1.58286
777,465,24,465.62,0.46101
778,-855,170,871.74,0.86311
779,-1358,132,1364.4,1.35089
780,-812,200,836.27,0.82799
781,-119,412,428.84,0.4246
782,-129,722,733.43,0.72617
783,-486,769,909.7,0.90069
784,-452,113,465.91,0.4613
785,-71,-915,917.75,0.90866
786,197,-1269,1284.2,1.27149
787,-71,-510,514.92,0.50982
788,-384,457,596.91,0.591
789,-433,562,709.46,0.70244
790,-633,168,654.91,0.64843
791,-753,79,757.13,0.74964
792,-447,503,672.92,0.66625
793,265,644,696.39,0.6895
794,502,485,698.02,0.69111
795,187,482,517,0.51188
796,-177,908,925.09,0.91593
797,-88,1073,1076.6,1.06594
798,53,781,782.8,0.77505
799,-345,236,418,0.41386
800,-828,-35,828.74,0.82053
801,-1030,159,1042.2,1.03188
802,-773,538,941.79,0.93247
803,-273,722,771.89,0.76425
804,-212,585,622.23,0.61607
805,-575,263,632.29,0.62603
806,-877,133,887.03,0.87825
807,-813,409,910.08,0.90107
808,-392,652,760.77,0.75324
809,-31,457,458.05,0.45352
810,-50,209,214.9,0.21277
811,-273,220,350.61,0.34714
812,-336,517,616.59,0.61049
813,-125,721,731.76,0.72451
814,93,668,674.44,0.66777
815,281,594,657.11,0.65061
816,389,636,745.53,0.73815
817,146,1152,1161.21,1.14972
818,-187,1290,1303.48,1.29058
819,-26,534,534.63,0.52934
820,171,-508,536.01,0.5307
821,38,-555,556.3,0.55079
822,-344,114,362.4,0.35881
823,-353,827,899.19,0.89028
824,-194,686,712.9,0.70585
825,34,131,135.34,0.134
826,104,-130,166.48,0.16483
827,28,119,122.25,0.12104
828,-124,433,450.41,0.44595
829,-101,583,591.68,0.58583
830,43,546,547.69,0.54227
831,203,523,561.02,0.55546
832,205,489,530.23,0.52498
833,35,348,349.76,0.34629
834,-163,210,265.84,0.2632
835,-423,243,487.83,0.483
836,-477,409,628.34,0.62212
837,-358,525,635.44,0.62915
838,-66,321,327.71,0.32447
839,105,170,199.81,0.19783
840,-16,217,217.59,0.21543
