taps_from_fp,amplitude_norm_diff,background_mean,phase2_mean,n_background,n_phase2
-50,-0.0086621416708372,0.205409870520836,0.196747728849999,96,100
-49.5,0.00563447775291331,0.267564634177086,0.273199111929999,96,100
-49,0.0229729182020822,0.298506462697918,0.3214793809,96,100
-48.5,0.0227744576220845,0.292320555197916,0.31509501282,96,100
-48,0.0359289894725035,0.241739066937497,0.277668056410001,96,100
-47.5,0.079106985235419,0.186120143364581,0.2652271286,96,100
-47,0.140679627017917,0.168108985052083,0.30878861207,96,100
-46.5,0.185651584401667,0.176987312458333,0.36263889686,96,100
-46,0.159611420617915,0.204168095552085,0.36377951617,96,100
-45.5,0.0774257901824995,0.234477400937501,0.311903191120001,96,100
-45,-0.00182088688333332,0.252429796583334,0.2506089097,96,100
-44.5,-0.021211153707086,0.267862090927085,0.246650937219999,96,100
-44,0.0108969822870804,0.314544710322919,0.325441692609999,96,100
-43.5,0.0302704681266648,0.381802789083336,0.41207325721,96,100
-43,0.010841512729998,0.428340689250002,0.43918220198,96,100
-42.5,-0.0321610886216653,0.435407926791666,0.403246838170001,96,100
-42,-0.0533218864004122,0.372530688010413,0.319208801610001,96,100
-41.5,-0.0323519090524972,0.283795295062497,0.25144338601,96,100
-41,0.0172603673520836,0.249542005697916,0.266802373049999,96,100
-40.5,0.0648099039049978,0.277595731375002,0.34240563528,96,100
-40,0.0592770874454125,0.358045025614587,0.41732211306,96,100
-39.5,0.0139255105920817,0.431786356197919,0.44571186679,96,100
-39,-0.0284638865841663,0.442351480854166,0.41388759427,96,100
-38.5,-0.0654728335724988,0.414182515812499,0.34870968224,96,100
-38,-0.0804042555720799,0.337439399302081,0.257035143730001,96,100
-37.5,-0.0559580377695807,0.239082509239581,0.18312447147,96,100
-37,-0.00749205415124912,0.198781816281248,0.191289762129999,96,100
-36.5,0.0209080679362493,0.233974890593751,0.25488295853,96,100
-36,0.00673490412416367,0.305477817645837,0.312212721770001,96,100
-35.5,-0.0165124686608331,0.331115883770834,0.314603415110001,96,100
-35,-0.00957519045832911,0.263400813208329,0.25382562275,96,100
-34.5,0.0195992604491665,0.197805598770833,0.217404859219999,96,100
-34,0.0139711622891602,0.277705794520839,0.29167695681,96,100
-33.5,-0.00655844421125323,0.410942195781253,0.40438375157,96,100
-33,0.00854503653875388,0.403746643281247,0.412291679820001,96,100
-32.5,0.0240004394641712,0.29469353164583,0.318693971110001,96,100
-32,0.0348200713274987,0.2514872733125,0.286307344639999,96,100
-31.5,0.0600757445524962,0.308897180187503,0.368972924739999,96,100
-31,0.0720454236724985,0.374051033187502,0.446096456860001,96,100
-30.5,0.0527732606112504,0.396651916218751,0.449425176830001,96,100
-30,0.002576484746249,0.410520897343751,0.41309738209,96,100
-29.5,-0.0494262165366671,0.421620816916667,0.37219460038,96,100
-29,-0.0379105510491644,0.384207994479163,0.346297443429999,96,100
-28.5,0.00794637770124917,0.358822047718749,0.366768425419998,96,100
-28,0.0128382625508296,0.41369944047917,0.42653770303,96,100
-27.5,0.00515797015291591,0.467711357427085,0.472869327580001,96,100
-27,-0.0149552297170823,0.474034785927084,0.459079556210001,96,100
-26.5,-0.0675969714120807,0.438556294802082,0.370959323390001,96,100
-26,-0.0582811361479119,0.331720578197911,0.273439442049999,96,100
-25.5,0.00272746643500296,0.242356864124996,0.245084330559999,96,100
-25,0.0177719380387512,0.22008014853125,0.237852086570001,96,100
-24.5,0.0188831584804162,0.214311935989584,0.23319509447,96,100
-24,0.0248647045379127,0.261960416302087,0.28682512084,96,100
-23.5,0.0192549847183302,0.33401475704167,0.353269741760001,96,100
-23,0.00485388264208325,0.373484371697917,0.37833825434,96,100
-22.5,-0.0141866416024996,0.3906143620625,0.37642772046,96,100
-22,-0.0169686260916653,0.367875743791666,0.3509071177,96,100
-21.5,-0.0131289482724969,0.303270818562497,0.29014187029,96,100
-21,-0.0067993516216632,0.217699094291664,0.21089974267,96,100
-20.5,-0.00131426362374717,0.155920987593748,0.154606723970001,96,100
-20,-0.0137850492299999,0.14499737525,0.13121232602,96,100
