FRAME,RX_TS,FP_INDEX,FP_INT,RXPACC,RXPWR,STD_NOISE,NTM,NOISE_THRESH,PEAK_IDX,PEAK_AMPL,START,elapsed_s,tag_anchor_dist_m,n_samples,aligned_csv
1,3866556604,749.5312,749,948,-61.23,112,13,1456,751,18020,699,0.4102608,1.5,150,02_lde_aligned\frame_0001_aligned.csv
2,10256360304,752.2187,752,939,-60.63,104,13,1352,754,17981,702,0.5152322,1.5,150,02_lde_aligned\frame_0002_aligned.csv
3,16646140979,747.6406,747,961,-61.07,108,13,1404,749,18142,697,0.6093862,1.5,150,02_lde_aligned\frame_0003_aligned.csv
4,23035932412,750.1562,750,901,-60.64,80,13,1040,752,17534,700,0.7142317,1.5,150,02_lde_aligned\frame_0004_aligned.csv
5,29425713089,745.3594,745,911,-60.56,80,13,1040,747,17580,695,0.8083792,1.5,150,02_lde_aligned\frame_0005_aligned.csv
6,35815504498,748.375,748,909,-60.95,84,13,1092,751,17058,698,0.9192517,1.5,150,02_lde_aligned\frame_0006_aligned.csv
7,42205284625,750.3594,750,881,-61.01,92,13,1196,752,16551,700,1.0184779,1.5,150,02_lde_aligned\frame_0007_aligned.csv
8,48595058590,752.9375,752,1019,-61.63,84,13,1092,756,17480,702,1.1118864,1.5,150,02_lde_aligned\frame_0008_aligned.csv
9,54984856619,746.7656,746,909,-60.89,80,13,1040,749,17388,696,1.2065175,1.5,150,02_lde_aligned\frame_0009_aligned.csv
10,61374630557,748.7969,748,1054,-61.49,92,13,1196,750,18909,698,1.3106025,1.5,150,02_lde_aligned\frame_0010_aligned.csv
11,67764434214,751.3125,751,869,-61.02,84,13,1092,753,16738,701,1.4160838,1.5,150,02_lde_aligned\frame_0011_aligned.csv
12,74154202522,752.75,752,894,-60.84,80,13,1040,755,17270,702,1.5123658,1.5,150,02_lde_aligned\frame_0012_aligned.csv
