FRAME,RX_TS,FP_INDEX,FP_INT,RXPACC,RXPWR,STD_NOISE,NTM,NOISE_THRESH,PEAK_IDX,PEAK_AMPL,START,elapsed_s,tag_anchor_dist_m,n_samples,aligned_csv
1,2929729905,747.7344,747,913,-60.35,120,13,1560,750,17252,697,0.3939637,1.5,150,02_lde_aligned\frame_0001_aligned.csv
2,9319527798,748.4375,748,885,-59.96,104,13,1352,750,16979,698,0.5044227,1.5,150,02_lde_aligned\frame_0002_aligned.csv
3,15709325691,748.6406,748,899,-60.48,120,13,1560,751,17142,698,0.6080727,1.5,150,02_lde_aligned\frame_0003_aligned.csv
4,22099124067,747.6406,747,874,-60.4,104,13,1352,749,16631,697,0.7042195,1.5,150,02_lde_aligned\frame_0004_aligned.csv
5,28488921901,747.0469,747,1014,-60.68,116,13,1508,749,18352,697,0.8021364,1.5,150,02_lde_aligned\frame_0005_aligned.csv
6,34878719699,745.7656,745,893,-60.63,104,13,1352,748,17246,695,0.89983,1.5,150,02_lde_aligned\frame_0006_aligned.csv
7,41268517455,752.4531,752,874,-60.24,108,13,1404,755,16695,702,1.0105264,1.5,132,02_lde_aligned\frame_0007_aligned.csv
8,47658315167,749.3281,749,1009,-61.28,132,13,1716,752,18576,699,1.1058569,1.5,150,02_lde_aligned\frame_0008_aligned.csv
9,54048112830,745.6875,745,1029,-60.73,140,13,1820,747,18744,695,1.1952313,1.5,150,02_lde_aligned\frame_0009_aligned.csv
10,60437910970,749.875,749,896,-60.83,112,13,1456,752,17223,699,1.3060791,1.5,150,02_lde_aligned\frame_0010_aligned.csv
11,66827708562,752.5,752,898,-60.32,108,13,1404,754,17119,702,1.4019698,1.5,150,02_lde_aligned\frame_0011_aligned.csv
12,73217506104,747.9687,747,873,-60.42,104,13,1352,750,16879,697,1.5056642,1.5,150,02_lde_aligned\frame_0012_aligned.csv
13,79607303602,749.625,749,989,-60.96,128,13,1664,755,17580,699,1.5998662,1.5,150,02_lde_aligned\frame_0013_aligned.csv
14,85997101071,751.5781,751,1013,-61.15,116,13,1508,754,18732,701,1.6975107,1.5,150,02_lde_aligned\frame_0014_aligned.csv
15,92386898499,752.2656,752,898,-60.42,104,13,1352,754,17270,702,1.7944414,1.5,150,02_lde_aligned\frame_0015_aligned.csv
16,98776696402,751.75,751,895,-60.37,100,13,1300,754,17212,701,1.8957807,1.5,150,02_lde_aligned\frame_0016_aligned.csv
17,105166493738,751.5,751,1017,-60.84,108,13,1404,754,18719,701,2.0067382,1.5,150,02_lde_aligned\frame_0017_aligned.csv
18,111556291058,750.5,750,894,-60.58,100,13,1300,753,17035,700,2.1029014,1.5,150,02_lde_aligned\frame_0018_aligned.csv
19,117946088320,749.3437,749,935,-60.34,100,13,1300,751,17908,699,2.1985899,1.5,150,02_lde_aligned\frame_0019_aligned.csv
20,124335885554,746.75,746,886,-60.79,104,13,1352,749,16847,696,2.302545,1.5,150,02_lde_aligned\frame_0020_aligned.csv
21,130725683267,752.1406,752,918,-60.73,96,13,1248,754,17352,702,2.3983525,1.5,150,02_lde_aligned\frame_0021_aligned.csv
22,137115480423,749.2031,749,886,-60.55,104,13,1352,751,16999,699,2.5086816,1.5,150,02_lde_aligned\frame_0022_aligned.csv
23,143505277548,752.6562,752,897,-60.66,128,13,1664,755,17145,702,2.6032955,1.5,150,02_lde_aligned\frame_0023_aligned.csv
24,149895074639,748.0781,748,951,-60.88,120,13,1560,750,17909,698,2.6981249,1.5,150,02_lde_aligned\frame_0024_aligned.csv
25,156284871707,750.8906,750,869,-60.49,104,13,1352,753,16559,700,2.8042083,1.5,150,02_lde_aligned\frame_0025_aligned.csv
26,162674668738,746.375,746,888,-60.72,100,13,1300,748,16907,696,2.9006576,1.5,150,02_lde_aligned\frame_0026_aligned.csv
27,169064466250,748,748,1009,-61.8,108,13,1404,749,18185,698,2.9942363,1.5,97,02_lde_aligned\frame_0027_aligned.csv
28,175454263222,749.4375,749,894,-60.56,92,13,1196,752,17008,699,3.1049644,1.5,150,02_lde_aligned\frame_0028_aligned.csv
29,181844060149,751.4219,751,887,-60.84,96,13,1248,753,16803,701,3.2001326,1.5,150,02_lde_aligned\frame_0029_aligned.csv
30,188233857065,751.1094,751,875,-61.06,96,13,1248,753,16935,701,3.2987199,1.5,150,02_lde_aligned\frame_0030_aligned.csv
31,194623653932,751.6562,751,884,-60.58,100,13,1300,754,17093,701,3.3932933,1.5,150,02_lde_aligned\frame_0031_aligned.csv
32,201013451298,751.875,751,940,-60.48,112,13,1456,754,17659,701,3.4966412,1.5,150,02_lde_aligned\frame_0032_aligned.csv
33,207403248111,751.0781,751,946,-61.4,104,13,1352,753,17907,701,3.6083693,1.5,102,02_lde_aligned\frame_0033_aligned.csv
34,213793044890,749.625,749,1010,-61.47,128,13,1664,752,18263,699,3.7044072,1.5,150,02_lde_aligned\frame_0034_aligned.csv
35,220182841638,747.1875,747,898,-60.59,96,13,1248,749,17454,697,3.7990108,1.5,150,02_lde_aligned\frame_0035_aligned.csv
36,226572638357,753.1719,753,882,-60.54,92,13,1196,755,17134,703,3.9041356,1.5,150,02_lde_aligned\frame_0036_aligned.csv
37,232962435038,750.1875,750,913,-61.28,108,13,1404,752,17397,700,4.0012052,1.5,150,02_lde_aligned\frame_0037_aligned.csv
