sample,real,imag,amplitude,amplitude_norm
698,68,42,79.92,0.10273
699,43,49,65.19,0.08379
700,32,122,126.13,0.16212
701,37,79,87.24,0.11213
702,72,51,88.23,0.11341
703,29,57,63.95,0.0822
704,66,39,76.66,0.09854
705,123,77,145.11,0.18652
706,71,104,125.92,0.16186
707,96,90,131.59,0.16914
708,101,88,133.96,0.17218
709,35,99,105,0.13497
710,37,50,62.2,0.07995
711,22,56,60.17,0.07733
712,-8,58,58.55,0.07526
713,-29,58,64.85,0.08335
714,52,97,110.06,0.14146
715,44,137,143.89,0.18495
716,-62,176,186.6,0.23985
717,-60,308,313.79,0.40333
718,173,357,396.71,0.50991
719,310,280,417.73,0.53693
720,313,-9,313.13,0.40248
721,74,-218,230.22,0.29591
722,-29,-225,226.86,0.2916
723,-146,-114,185.23,0.23809
724,-114,90,145.24,0.18669
725,-91,182,203.48,0.26155
726,32,188,190.7,0.24512
727,18,128,129.26,0.16614
728,101,38,107.91,0.1387
729,95,95,134.35,0.17269
730,136,187,231.23,0.2972
731,159,100,187.83,0.24143
732,140,1,140,0.17995
733,83,6,83.22,0.10696
734,51,100,112.25,0.14429
735,108,115,157.76,0.20278
736,113,112,159.1,0.2045
737,28,56,62.61,0.08048
738,59,46,74.81,0.09616
739,56,114,127.01,0.16325
740,17,98,99.46,0.12785
741,34,70,77.82,0.10003
742,94,58,110.45,0.14197
743,30,31,43.14,0.05545
744,80,46,92.28,0.11861
745,37,19,41.59,0.05346
746,-97,-415,426.19,0.5478
747,-1000,-2158,2378.44,3.05712
748,-4008,-4797,6251.02,8.03473
749,-8909,-3028,9409.52,12.0945
750,-10840,3418,11366.1,14.60939
751,-8035,8402,11625.61,14.94295
752,1432,8853,8968.07,11.52708
753,10793,1991,10975.1,14.10682
754,11035,-4180,11800.15,15.16729
755,5800,-8625,10393.78,13.35961
756,-2502,-8790,9139.15,11.74698
757,-5995,-4463,7473.85,9.60649
758,-3303,-153,3306.54,4.25005
759,212,1054,1075.11,1.38189
760,1471,1055,1810.21,2.32675
761,-66,1365,1366.59,1.75655
762,-1707,1557,2310.43,2.96971
763,-425,1081,1161.54,1.49299
764,2181,561,2252,2.8946
765,2683,295,2699.17,3.46937
766,584,71,588.3,0.75617
767,-1680,-73,1681.59,2.16142
768,-2490,-68,2490.93,3.20171
769,-1653,-239,1670.19,2.14677
770,-310,-129,335.77,0.43158
771,237,215,319.99,0.4113
772,118,318,339.19,0.43597
773,248,-29,249.69,0.32094
774,751,-524,915.74,1.17704
775,1066,-843,1359.05,1.74685
776,783,-843,1150.54,1.47884
777,239,-505,558.7,0.71812
778,-52,82,97.1,0.1248
779,-202,595,628.35,0.80765
780,-746,905,1172.83,1.5075
781,-858,591,1041.85,1.33913
782,-222,222,313.96,0.40354
783,495,374,620.4,0.79743
784,405,930,1014.36,1.3038
785,-36,1151,1151.56,1.48016
786,-147,751,765.25,0.98361
787,-369,565,674.82,0.86738
788,-619,480,783.3,1.00681
789,-415,-131,435.19,0.55936
790,330,-683,758.54,0.97499
791,968,-689,1188.17,1.52721
792,1100,-317,1144.77,1.47142
793,1207,539,1321.88,1.69908
794,1387,1743,2227.51,2.86313
795,968,2170,2376.12,3.05413
796,297,1530,1558.56,2.00329
797,-37,733,733.93,0.94336
798,12,171,171.42,0.22033
799,289,-55,294.19,0.37813
800,1067,168,1080.14,1.38836
801,1731,758,1889.69,2.42891
802,1394,1176,1823.79,2.3442
803,429,997,1085.38,1.39509
804,-54,645,647.26,0.83195
805,347,340,485.81,0.62443
806,1140,-3,1140,1.4653
807,1316,-534,1420.22,1.82547
808,822,-766,1123.58,1.44419
809,351,-449,569.91,0.73254
810,253,191,317,0.40746
811,353,686,771.5,0.99164
812,382,667,768.64,0.98797
813,255,-2,255.01,0.32777
814,171,-424,457.18,0.58764
815,271,-331,427.79,0.54986
816,732,-222,764.92,0.98319
817,699,63,701.83,0.9021
818,530,442,690.12,0.88704
819,240,301,384.97,0.49482
820,-162,-6,162.11,0.20837
821,-340,-208,398.58,0.51231
822,-316,-27,317.15,0.40765
823,-278,60,284.4,0.36555
824,-342,-344,485.08,0.62349
825,-366,-532,645.74,0.83
826,-386,-154,415.59,0.53417
827,-334,493,595.49,0.76541
828,-253,783,822.86,1.05766
829,-86,539,545.82,0.70157
830,9,122,122.33,0.15724
831,45,-181,186.51,0.23973
832,179,-246,304.23,0.39104
833,188,-82,205.1,0.26363
834,33,16,36.67,0.04714
835,-373,-93,384.42,0.49411
836,-517,-65,521.07,0.66976
837,-176,83,194.59,0.25011
838,318,184,367.4,0.47223
839,567,176,593.69,0.76309
840,236,58,243.02,0.31237
841,-179,-2,179.01,0.23009
842,-261,80,272.99,0.35088
843,-22,96,98.49,0.12659
844,335,46,338.14,0.43463
845,482,-78,488.27,0.6276
846,354,-9,354.11,0.45516
847,214,-93,233.33,0.29992
