taps_from_fp,amplitude_norm_mean,amplitude_norm_sd,n_frames
-50,0.43134225842517,0.0964676581769469,294
-49.5,0.502849135772109,0.103336094852917,294
-49,0.486329417282313,0.10416369755963,294
-48.5,0.366370809302721,0.101187517420399,294
-48,0.236249120683673,0.0827520980122928,294
-47.5,0.15784833737415,0.0522834166316484,294
-47,0.129538183105443,0.039027875672992,294
-46.5,0.129895175095238,0.0374017650393242,294
-46,0.139534278037415,0.0546421771266237,294
-45.5,0.156998277721088,0.071610952169069,294
-45,0.167782955802721,0.0746564828866572,294
-44.5,0.166702225302721,0.0673473704562625,294
-44,0.172967997153062,0.0686569255016808,294
-43.5,0.200880262227891,0.0781830526652592,294
-43,0.236824933676871,0.0840822546981932,294
-42.5,0.275490317969388,0.0855605385451707,294
-42,0.348020607153061,0.0921669206838968,294
-41.5,0.465368260564626,0.0988050685863051,294
-41,0.556067764666666,0.0993471182558228,294
-40.5,0.573989440166666,0.0958155256039145,294
-40,0.553953352731293,0.0940751408093455,294
-39.5,0.527281133312926,0.0940636296566081,294
-39,0.484371396445578,0.0955135585337491,294
-38.5,0.395824720952381,0.0935702500268237,294
-38,0.28826432837415,0.0822467910490474,294
-37.5,0.217207781404762,0.0665815999588502,294
-37,0.21629658777551,0.0776235940382575,294
-36.5,0.23834641720068,0.089458984650099,294
-36,0.210930237238095,0.0718133127374213,294
-35.5,0.171274713928571,0.0401665877273763,294
-35,0.193365747683673,0.0661158385507426,294
-34.5,0.268679457068027,0.0846937305778543,294
-34,0.331254844064626,0.0915787102035441,294
-33.5,0.348523043255102,0.0924287054279368,294
-33,0.304416241278912,0.0803221266533365,294
-32.5,0.246780461333334,0.0723547285855786,294
-32,0.325131789452381,0.0802510291054958,294
-31.5,0.555561653370749,0.0899120956462909,294
-31,0.73960283270068,0.0986622666253629,294
-30.5,0.753953319370748,0.101427383093858,294
-30,0.648073956309524,0.0930457073146869,294
-29.5,0.538145093651644,0.0972683212303465,294
-29,0.445540195926021,0.105616521591866,294
-28.5,0.320420841369827,0.103579388500396,294
-28,0.312076468772605,0.104866816521126,294
-27.5,0.458508357538875,0.105778195341858,294
-27,0.528406857397661,0.104375547916209,294
-26.5,0.464809653013592,0.100047187165487,294
-26,0.375513857539787,0.0892512594616307,294
-25.5,0.307413105355945,0.0835155767759797,294
-25,0.250702289291151,0.0790506653849538,294
-24.5,0.206611791350293,0.0582996239135021,294
-24,0.23181003561288,0.0822674416421205,294
-23.5,0.30663774347149,0.10372960450197,294
-23,0.341579415707912,0.10689004163655,294
-22.5,0.331244521063382,0.112458518393617,294
-22,0.310654370493682,0.120167096752392,294
-21.5,0.327811027223302,0.134919987160218,294
-21,0.363782728558363,0.157436961117972,294
-20.5,0.333735985335601,0.170988733434408,294
-20,0.262294265180868,0.183867679002158,294
-19.5,0.234292582056746,0.202090169273899,294
-19,0.258747684303939,0.225128935669744,294
-18.5,0.296926752643536,0.246987694962877,294
-18,0.346648770612384,0.26865016844306,294
-17.5,0.41987180294858,0.288554253665516,294
-17,0.455000811233755,0.311358444118693,294
-16.5,0.403410628127774,0.338629077686222,294
-16,0.304481687688459,0.366811616167906,294
-15.5,0.216177353694723,0.395103865298074,294
-15,0.179287964024116,0.424621003005442,294
-14.5,0.177773340003169,0.452531522112944,294
-14,0.178520644587663,0.478682640892157,294
-13.5,0.187750331566716,0.506553035151361,294
-13,0.205930946738966,0.535158886104211,294
-12.5,0.217655894091383,0.562455554986128,294
-12,0.21407060629074,0.590115681664748,294
-11.5,0.20576053690903,0.617973934456398,294
-11,0.208227222980268,0.645722944848656,294
-10.5,0.223786958133139,0.672955405294079,294
-10,0.260164038456078,0.698774198823918,294
-9.5,0.34307119903752,0.721915991932898,294
-9,0.468351228442092,0.742020013997776,294
-8.5,0.587160547465712,0.761160900945822,294
-8,0.610493859567637,0.788034548660449,294
-7.5,0.506059010172134,0.825170448365649,294
-7,0.366904310616766,0.863464004175651,294
-6.5,0.276251584557997,0.898794328727411,294
-6,0.242466731861864,0.931574403234934,294
-5.5,0.23163792734365,0.962035752840165,294
-5,0.231505965002306,0.993390303181486,294
-4.5,0.245986019596337,1.02547083873513,294
-4,0.254265847816217,1.05839646797588,294
-3.5,0.255028153161948,1.09191766741979,294
-3,0.282238421321285,1.12426938270716,294
-2.5,0.360613098860893,1.15319521955275,294
-2,0.506782016193019,1.17589067938986,294
-1.5,0.857360895113579,1.18289354620386,294
-1,2.12962502396951,1.15472949173749,294
-0.5,5.12213466470527,1.04711816000502,294
0,9.46586863403285,1.12814256304189,294
0.5,14.0699479909047,1.6215820540452,294
1,17.1173921687595,1.96157694156672,294
1.5,18.2930822994476,2.08299007553202,294
