FRAME,RX_TS,FP_INDEX,FP_INT,RXPACC,RXPWR,START,tag_anchor_dist_m,n_samples,csv_file
1,44046075203,750.8906,750,1010,-58.41,700,1,150,frame_0001.csv
2,152736349432,750.0937,750,894,-60.1,700,1,150,frame_0002.csv
3,261426563935,751.3281,751,893,-59.7,701,1,150,frame_0003.csv
4,370116767928,749.5937,749,861,-58.82,699,1,150,frame_0004.csv
5,478806963831,747.9531,747,886,-59.68,697,1,150,frame_0005.csv
6,587497104196,750.5312,750,988,-59.14,700,1,150,frame_0006.csv
