taps_from_fp,excess_path_m,reflector_off_m,amplitude_norm_mean,amplitude_norm_sd,n_frames
-50,-15.014,NaN,0.489749980666663,0.353814340900834,6
-49.5,-14.86386,NaN,0.558814024999994,0.286302936770674,6
-49,-14.71372,NaN,0.586653562333331,0.281033116101243,6
-48.5,-14.56358,NaN,0.628649137666662,0.305130036195169,6
-48,-14.41344,NaN,0.576591841833337,0.344922888344322,6
-47.5,-14.2633,NaN,0.520867160500004,0.39074327284679,6
-47,-14.11316,NaN,0.589113021166661,0.391429910155057,6
-46.5,-13.96302,NaN,0.558654047333341,0.22625572572713,6
-46,-13.81288,NaN,0.486264426166675,0.184199203522058,6
-45.5,-13.66274,NaN,0.500889596999999,0.243996513525992,6
-45,-13.5126,NaN,0.505685059166666,0.264788338392303,6
-44.5,-13.36246,NaN,0.488352038499999,0.273293871217243,6
-44,-13.21232,NaN,0.404457655833339,0.139379290619507,6
-43.5,-13.06218,NaN,0.387564267833335,0.107664377523546,6
-43,-12.91204,NaN,0.48448738333333,0.156492462971946,6
-42.5,-12.7619,NaN,0.498404827500004,0.172276342464088,6
-42,-12.61176,NaN,0.455076553000004,0.215224023525501,6
-41.5,-12.46162,NaN,0.389283605833337,0.243167504759915,6
-41,-12.31148,NaN,0.320089006500001,0.148357586082606,6
-40.5,-12.16134,NaN,0.339303815333329,0.147834868554766,6
-40,-12.0112,NaN,0.411532135166662,0.216366527486299,6
-39.5,-11.86106,NaN,0.448009733833334,0.307291028667051,6
-39,-11.71092,NaN,0.432586043833338,0.315079362170221,6
-38.5,-11.56078,NaN,0.421124308999998,0.261929138992253,6
-38,-11.41064,NaN,0.359824089166668,0.154002531736692,6
-37.5,-11.2605,NaN,0.2952299465,0.0952930655717713,6
-37,-11.11036,NaN,0.266632026499997,0.179218342652694,6
-36.5,-10.96022,NaN,0.210373174166671,0.179837071770151,6
-36,-10.81008,NaN,0.182553320166669,0.138736800038895,6
-35.5,-10.65994,NaN,0.187384635166669,0.0814706272458978,6
-35,-10.5098,NaN,0.211793093500002,0.0670475065376304,6
-34.5,-10.35966,NaN,0.250003175666666,0.105095049972661,6
-34,-10.20952,NaN,0.278074439666665,0.128751004130072,6
-33.5,-10.05938,NaN,0.283243492666666,0.144773604275889,6
-33,-9.90924,NaN,0.273785255000001,0.151794348902139,6
