sample,real,imag,amplitude,amplitude_norm,excess_path_m,reflector_off_m
700,-673,63,675.94,0.75609,-15.042136236,NaN
701,-204,315,375.29,0.41979,-14.741856236,NaN
702,268,365,452.82,0.50651,-14.441576236,NaN
703,202,333,389.48,0.43566,-14.141296236,NaN
704,-154,152,216.38,0.24204,-13.841016236,NaN
705,-251,63,258.79,0.28947,-13.540736236,NaN
706,39,249,252.04,0.28192,-13.240456236,NaN
707,289,420,509.82,0.57027,-12.940176236,NaN
708,233,374,440.64,0.49289,-12.639896236,NaN
709,106,266,286.34,0.32029,-12.339616236,NaN
710,206,261,332.5,0.37193,-12.039336236,NaN
711,376,239,445.53,0.49836,-11.739056236,NaN
712,296,147,330.49,0.36968,-11.438776236,NaN
713,86,146,169.45,0.18954,-11.138496236,NaN
714,45,110,118.85,0.13294,-10.838216236,NaN
715,82,243,256.46,0.28687,-10.537936236,NaN
716,235,338,411.67,0.46048,-10.237656236,NaN
717,192,342,392.21,0.43871,-9.937376236,NaN
718,64,486,490.2,0.54832,-9.637096236,NaN
719,-144,633,649.17,0.72614,-9.336816236,NaN
720,-92,628,634.7,0.70996,-9.036536236,NaN
721,-112,685,694.1,0.77639,-8.736256236,NaN
722,87,495,502.59,0.56218,-8.435976236,NaN
723,134,97,165.42,0.18504,-8.135696236,NaN
724,203,382,432.59,0.48388,-7.835416236,NaN
725,98,646,653.39,0.73086,-7.535136236,NaN
726,61,521,524.56,0.58675,-7.234856236,NaN
727,265,198,330.8,0.37002,-6.934576236,NaN
728,253,86,267.22,0.2989,-6.634296236,NaN
729,249,314,400.75,0.44826,-6.334016236,NaN
730,353,360,504.19,0.56397,-6.033736236,NaN
731,467,308,559.42,0.62575,-5.733456236,NaN
732,488,216,533.67,0.59694,-5.433176236,NaN
733,312,182,361.2,0.40403,-5.132896236,NaN
734,230,246,336.77,0.3767,-4.832616236,NaN
735,62,246,253.69,0.28377,-4.532336236,NaN
736,118,283,306.62,0.34297,-4.232056236,NaN
737,130,243,275.59,0.30826,-3.931776236,NaN
738,114,110,158.42,0.1772,-3.631496236,NaN
739,256,-13,256.33,0.28672,-3.331216236,NaN
740,236,-68,245.6,0.27472,-3.030936236,NaN
741,154,-27,156.35,0.17489,-2.730656236,NaN
742,98,-4,98.08,0.10971,-2.430376236,NaN
743,90,48,102,0.11409,-2.130096236,NaN
744,68,74,100.5,0.11241,-1.829816236,NaN
745,49,95,106.89,0.11957,-1.529536236,NaN
746,40,53,66.4,0.07427,-1.229256236,NaN
747,25,237,238.31,0.26657,-0.928976236000004,NaN
748,-4,998,998.01,1.11634,-0.628696236000004,NaN
749,-708,1248,1434.84,1.60497,-0.328416236000004,NaN
750,-7815,-1149,7899.01,8.83559,-0.0281362360000038,NaN
751,-15479,-3310,15828.95,17.70576,0.272143763999996,0.393176091682874
752,-16408,-3525,16782.38,18.77223,0.572423763999996,0.606736452999141
753,-14893,-4057,15435.7,17.26588,0.872703763999996,0.791678499723807
754,-1099,-1889,2185.43,2.44456,1.172983764,0.964605934903937
755,9253,1328,9347.81,10.45617,1.473263764,1.13104306353863
756,-2672,1236,2944.02,3.29309,1.773543764,1.2934976817551
757,-11790,1385,11871.07,13.2786,2.073823764,1.45330593236
758,-4165,3119,5203.4,5.82036,2.374103764,1.61125542747255
759,5595,4373,7101.21,7.94319,2.674383764,1.76784445336311
760,5778,4646,7414.22,8.29331,2.974663764,1.92340531589513
761,-481,6490,6507.8,7.27942,3.274943764,2.07816891670062
762,-4733,10774,11767.77,13.16305,3.575223764,2.23230108244107
763,-4317,13077,13771.14,15.40396,3.875503764,2.38592418953213
764,-572,11524,11538.19,12.90625,4.175783764,2.53913063723029
765,2620,3865,4669.33,5.22296,4.476063764,2.6919915651518
766,3869,-1978,4345.3,4.86052,4.776343764,2.84456267640131
767,2661,-1586,3097.79,3.46509,5.076623764,2.99688823487002
768,509,2032,2094.78,2.34315,5.376903764,3.14900387485143
769,47,2666,2666.41,2.98257,5.677183764,3.30093861720516
770,2049,307,2071.87,2.31753,5.977463764,3.45271634289341
771,4685,-923,4775.06,5.34123,6.277743764,3.60435688765835
772,4729,283,4737.46,5.29917,6.578023764,3.75587686724913
773,3290,690,3361.58,3.76015,6.878303764,3.90729030780465
774,2786,-1105,2997.14,3.3525,7.178583764,4.0586091332119
775,3340,-3212,4633.85,5.18327,7.478863764,4.20984354603803
776,2605,-2644,3711.71,4.1518,7.779143764,4.36100232827787
777,1464,-731,1636.35,1.83037,8.079423764,4.512093080996
778,1285,42,1285.69,1.43813,8.379703764,4.66312241691111
779,2324,-577,2394.56,2.67848,8.679983764,4.8140961163884
780,3825,-1256,4025.94,4.50328,8.980263764,4.96501925472126
781,4255,-695,4311.39,4.82258,9.280543764,5.11589630669737
782,2792,360,2815.11,3.1489,9.580823764,5.26673123305213
783,562,568,799.04,0.89378,9.881103764,5.41752755237421
784,211,500,542.7,0.60704,10.181383764,5.56828840124689
785,1468,445,1533.97,1.71584,10.481663764,5.71901658481488
786,5318,227,5322.84,5.95396,10.781943764,5.86971461951214
787,5534,-1285,5681.23,6.35484,11.082223764,6.02038476933506
788,3356,-1177,3556.41,3.97809,11.382503764,6.17102907677225
789,1517,610,1635.05,1.82892,11.682783764,6.3216493892888
790,1278,1748,2165.36,2.4221,11.983063764,6.47224738209398
791,1544,1019,1849.95,2.06929,12.283343764,6.62282457778774
792,1301,36,1301.5,1.45581,12.583623764,6.77338236337477
