sample,taps_from_fp,amplitude,amplitude_norm
696,-50.6094000000001,243.26,0.25001
697,-49.6094000000001,213,0.21891
698,-48.6094000000001,654.28,0.67243
699,-47.6094000000001,921.93,0.94751
700,-46.6094000000001,826.83,0.84977
701,-45.6094000000001,761.62,0.78275
702,-44.6094000000001,834.82,0.85799
703,-43.6094000000001,594.3,0.61079
704,-42.6094000000001,212.79,0.2187
705,-41.6094000000001,414,0.42549
706,-40.6094000000001,150,0.15416
707,-39.6094000000001,63.78,0.06555
708,-38.6094000000001,92.18,0.09474
709,-37.6094000000001,91.08,0.09361
710,-36.6094000000001,180.83,0.18584
711,-35.6094000000001,371.3,0.3816
712,-34.6094000000001,361.88,0.37192
713,-33.6094000000001,164.98,0.16956
714,-32.6094000000001,117.75,0.12101
715,-31.6094000000001,260.28,0.2675
716,-30.6094000000001,135.72,0.13949
717,-29.6094000000001,200.53,0.2061
718,-28.6094000000001,328.82,0.33795
719,-27.6094000000001,329.44,0.33858
720,-26.6094000000001,195.88,0.20132
721,-25.6094000000001,169.78,0.17449
722,-24.6094000000001,161.99,0.16649
723,-23.6094000000001,308.47,0.31703
724,-22.6094000000001,230.01,0.23639
725,-21.6094000000001,132.46,0.13613
726,-20.6094000000001,90.47,0.09298
727,-19.6094000000001,162.09,0.16658
728,-18.6094000000001,144.37,0.14837
729,-17.6094000000001,108.81,0.11183
730,-16.6094000000001,287.56,0.29554
731,-15.6094000000001,285.04,0.29295
732,-14.6094000000001,270.13,0.27763
733,-13.6094000000001,359.4,0.36938
734,-12.6094000000001,342.67,0.35218
735,-11.6094000000001,371.82,0.38214
736,-10.6094000000001,200.64,0.20621
737,-9.60940000000005,152.4,0.15663
738,-8.60940000000005,121.8,0.12518
739,-7.60940000000005,206.23,0.21195
740,-6.60940000000005,198.71,0.20422
741,-5.60940000000005,135.72,0.13949
742,-4.60940000000005,72.56,0.07457
743,-3.60940000000005,29,0.0298
744,-2.60940000000005,83.53,0.08585
