FRAME,RX_TS,FP_INDEX,FP_INT,RXPACC,RXPWR,STD_NOISE,NTM,NOISE_THRESH,PEAK_IDX,PEAK_AMPL,START,elapsed_s,tag_anchor_dist_m,n_samples,aligned_csv
1,3673316403,747.0156,747,972,-62.95,104,13,1352,749,17351,697,0.4091746,1.5,150,02_lde_aligned\frame_0001_aligned.csv
2,10063024617,746.7344,746,917,-62.51,80,13,1040,749,16571,696,0.5080245,1.5,150,02_lde_aligned\frame_0002_aligned.csv
3,16452808633,746.4844,746,961,-62.56,88,13,1144,748,17808,696,0.6143512,1.5,150,02_lde_aligned\frame_0003_aligned.csv
4,22842546071,744.625,744,1126,-63.17,104,13,1352,746,19570,694,0.7045096,1.5,150,02_lde_aligned\frame_0004_aligned.csv
5,29232453500,752.7812,752,929,-62.43,68,13,884,754,17242,702,0.8056641,1.5,150,02_lde_aligned\frame_0005_aligned.csv
6,35622161739,751.5156,751,1005,-62.87,80,13,1040,753,18521,701,0.9079371,1.5,150,02_lde_aligned\frame_0006_aligned.csv
7,42011945748,751.4062,751,991,-62.95,80,13,1040,753,17516,701,1.0180658,1.5,150,02_lde_aligned\frame_0007_aligned.csv
8,48401683154,750.5469,750,1057,-63.2,108,13,1404,755,17907,700,1.1139399,1.5,150,02_lde_aligned\frame_0008_aligned.csv
9,54791590541,749.2969,749,896,-62.25,92,13,1196,751,16912,699,1.2094829,1.5,150,02_lde_aligned\frame_0009_aligned.csv
10,61181298762,747.625,747,1002,-62.71,76,13,988,749,18413,697,1.3224727,1.5,150,02_lde_aligned\frame_0010_aligned.csv
11,67571082744,747.2187,747,938,-62.75,76,13,988,752,17050,697,1.4144074,1.5,150,02_lde_aligned\frame_0011_aligned.csv
12,73960820132,745.4062,745,918,-62.4,92,13,1196,747,17437,695,1.510651,1.5,150,02_lde_aligned\frame_0012_aligned.csv
13,80350727494,751.8125,751,945,-62.88,92,13,1196,757,16878,701,1.6048588,1.5,150,02_lde_aligned\frame_0013_aligned.csv
14,86740435699,750.2656,750,895,-62.03,80,13,1040,752,16985,700,1.7161294,1.5,150,02_lde_aligned\frame_0014_aligned.csv
15,93130219656,749.3437,749,885,-62.05,68,13,884,751,16649,699,1.8095737,1.5,150,02_lde_aligned\frame_0015_aligned.csv
16,99519957026,747.125,747,900,-61.97,76,13,988,749,16695,697,1.9042107,1.5,150,02_lde_aligned\frame_0016_aligned.csv
17,105909864385,746.4844,746,898,-62.29,88,13,1144,748,16579,696,2.0148527,1.5,150,02_lde_aligned\frame_0017_aligned.csv
18,112299572567,752.7031,752,913,-61.85,80,13,1040,754,16770,702,2.1096844,1.5,150,02_lde_aligned\frame_0018_aligned.csv
