sample,real,imag,amplitude,amplitude_norm
696,85,-38,93.11,0.09853
697,420,-53,423.33,0.44797
698,186,23,187.42,0.19832
699,-31,132,135.59,0.14348
700,51,162,169.84,0.17972
701,274,93,289.35,0.30619
702,318,-7,318.08,0.33659
703,149,-71,165.05,0.17466
704,84,-46,95.77,0.10134
705,134,-114,175.93,0.18617
706,246,-117,272.41,0.28826
707,128,-65,143.56,0.15191
708,-30,10,31.62,0.03346
709,-50,28,57.31,0.06064
710,29,45,53.54,0.05665
711,125,137,185.46,0.19625
712,84,222,237.36,0.25118
713,144,122,188.73,0.19972
714,99,188,212.47,0.22484
715,393,193,437.83,0.46332
716,530,170,556.6,0.58899
717,526,234,575.7,0.60921
718,433,250,499.99,0.52909
719,-98,20,100.02,0.10584
720,-200,-189,275.17,0.29119
721,-152,-33,155.54,0.16459
722,369,288,468.09,0.49533
723,435,112,449.19,0.47533
724,128,-254,284.43,0.30098
725,-25,-134,136.31,0.14425
726,-20,192,193.04,0.20427
727,89,153,177,0.1873
728,224,-59,231.64,0.24512
729,237,-106,259.62,0.27474
730,240,35,242.54,0.25665
731,208,21,209.06,0.22122
732,120,13,120.7,0.12773
733,30,97,101.53,0.10744
734,-34,75,82.35,0.08714
735,68,120,137.93,0.14596
736,102,100,142.84,0.15116
737,117,79,141.17,0.14939
738,111,66,129.14,0.13666
739,149,47,156.24,0.16533
740,114,37,119.85,0.12683
741,111,30,114.98,0.12167
742,96,75,121.82,0.12891
743,87,74,114.21,0.12086
744,28,69,74.46,0.0788
745,-79,95,123.56,0.13075
746,-1758,3237,3683.58,3.89796
747,-7667,13888,15863.78,16.78707
748,-9188,15960,18415.78,19.4876
749,-9836,15663,18495.31,19.57176
750,-10796,13116,16987.73,17.97644
751,1791,-9117,9291.25,9.83201
752,8261,-16416,18377.41,19.44699
753,1503,-11344,11443.13,12.10914
754,-7686,12197,14416.71,15.25577
755,2713,8828,9235.47,9.77299
756,11667,-6635,13421.7,14.20286
757,4492,-10037,10996.34,11.63634
758,-7546,369,7555.02,7.99473
759,-8172,4752,9453.21,10.00339
760,-297,-775,829.96,0.87826
761,2015,-3457,4001.38,4.23427
762,577,-1104,1245.69,1.31819
763,387,81,395.39,0.4184
764,1940,-61,1940.96,2.05392
765,3491,-2199,4125.86,4.36598
766,2225,-3328,4003.27,4.23627
767,206,-1622,1635.03,1.73019
768,-223,-1057,1080.27,1.14314
769,168,-1950,1957.22,2.07114
770,409,-2144,2182.66,2.3097
771,50,-1104,1105.13,1.16945
772,-525,-495,721.56,0.76356
773,-793,-587,986.62,1.04404
774,-227,-489,539.12,0.5705
775,1387,84,1389.54,1.47041
776,3194,550,3241.01,3.42964
777,3045,54,3045.48,3.22273
778,1600,-466,1666.48,1.76347
779,954,-117,961.15,1.01709
780,1125,-22,1125.22,1.1907
781,1249,-9,1249.03,1.32173
782,1162,332,1208.5,1.27883
783,508,39,509.49,0.53915
784,-23,-390,390.68,0.41342
785,495,-1078,1186.22,1.25526
786,1339,-1096,1730.36,1.83107
787,2298,-1832,2938.88,3.10993
788,1492,-1925,2435.51,2.57725
789,1201,-2369,2656.04,2.81063
790,708,-1994,2115.96,2.23911
791,693,-1746,1878.5,1.98783
792,843,-1857,2039.39,2.15808
793,1356,-2635,2963.44,3.13591
794,1027,-1459,1784.21,1.88805
795,859,-407,950.54,1.00586
796,1118,-337,1167.69,1.23565
797,1355,-1146,1774.64,1.87792
798,1167,-1602,1981.99,2.09735
799,842,-990,1299.64,1.37528
800,670,-717,981.32,1.03843
801,890,-993,1333.47,1.41108
802,903,-1097,1420.85,1.50355
803,778,-752,1082.03,1.145
804,666,-411,782.61,0.82816
805,768,-321,832.39,0.88083
806,733,-376,823.81,0.87176
807,835,-412,931.11,0.9853
808,1050,-540,1180.72,1.24944
809,926,-742,1186.61,1.25567
810,466,-903,1016.15,1.07529
811,-397,-764,860.99,0.9111
812,-480,-598,766.81,0.81144
813,-384,-568,685.62,0.72553
814,-238,-596,641.76,0.67911
815,995,-198,1014.51,1.07355
816,1198,207,1215.75,1.28651
817,1357,-271,1383.8,1.46433
818,-11,-579,579.1,0.61281
819,104,-358,372.8,0.3945
820,799,-149,812.77,0.86008
821,1329,-715,1509.13,1.59696
822,1077,-1210,1619.89,1.71416
823,903,-1100,1423.17,1.506
824,891,-719,1144.92,1.21156
825,1041,-920,1389.27,1.47013
826,768,-649,1005.5,1.06402
827,663,-295,725.67,0.7679
828,1091,-325,1138.38,1.20463
829,1738,-781,1905.41,2.01631
830,1591,-1011,1885.05,1.99476
831,1027,-686,1235.04,1.30692
832,779,-567,963.5,1.01958
833,1012,-688,1223.72,1.29494
834,1028,-679,1232,1.3037
835,777,-511,929.97,0.9841
836,545,-397,674.27,0.71351
837,516,-344,620.15,0.65625
838,513,-292,590.28,0.62464
839,704,-202,732.41,0.77503
840,980,-182,996.76,1.05477
841,1109,-334,1158.2,1.22561
842,785,-678,1037.26,1.09763
843,-241,-622,667.06,0.70588
844,-636,-531,828.53,0.87675
845,-585,-589,830.15,0.87846
