sample,real,imag,amplitude,amplitude_norm
702,61,11,61.98,0.07432
703,151,-73,167.72,0.2011
704,61,28,67.12,0.08048
705,11,58,59.03,0.07078
706,75,-87,114.87,0.13773
707,187,-104,213.97,0.25656
708,166,-68,179.39,0.21509
709,16,-106,107.2,0.12854
710,-40,-163,167.84,0.20124
711,134,-129,186,0.22302
712,206,-43,210.44,0.25233
713,173,-73,187.77,0.22515
714,151,-102,182.22,0.21849
715,183,-155,239.82,0.28755
716,139,-60,151.4,0.18153
717,61,24,65.55,0.0786
718,-68,77,102.73,0.12317
719,-28,-50,57.31,0.06871
720,147,-78,166.41,0.19953
721,454,-70,459.36,0.5508
722,501,-142,520.74,0.62438
723,540,-100,549.18,0.65849
724,495,-28,495.79,0.59447
725,-38,-20,42.94,0.05149
726,-211,-296,363.51,0.43586
727,29,-224,225.87,0.27083
728,298,41,300.81,0.36068
729,179,24,180.6,0.21655
730,-45,-224,228.48,0.27395
731,-113,-37,118.9,0.14257
732,5,279,279.04,0.33459
733,33,322,323.69,0.38811
734,79,-8,79.4,0.09521
735,84,10,84.59,0.10143
736,42,23,47.89,0.05742
737,95,-52,108.3,0.12986
738,117,-44,125,0.14988
739,84,80,116,0.13909
740,151,141,206.6,0.24772
741,152,188,241.76,0.28988
742,90,142,168.12,0.20158
743,28,114,117.39,0.14075
744,60,60,84.85,0.10174
745,94,36,100.66,0.12069
746,152,32,155.33,0.18625
747,146,74,163.68,0.19626
748,31,47,56.3,0.06751
749,91,74,117.29,0.14064
750,121,24,123.36,0.14791
751,136,207,247.68,0.29698
752,724,3493,3567.24,4.27727
753,2069,13548,13705.07,16.43294
754,1277,16317,16366.89,19.62457
755,-533,16412,16420.65,19.68903
756,-2324,15909,16077.85,19.278
757,433,-2116,2159.85,2.58975
758,5830,-14645,15762.77,18.9002
759,9492,-3731,10198.94,12.22895
760,1037,13497,13536.78,16.23115
761,-1294,5369,5522.73,6.62198
762,2666,-10136,10480.75,12.56684
763,2980,-9549,10003.19,11.99423
764,-2488,2890,3813.43,4.57246
765,-5140,5924,7843.05,9.40413
766,-1380,20,1380.14,1.65485
767,799,-2470,2596.02,3.11273
768,1358,-1423,1967,2.35851
769,434,-486,651.58,0.78127
770,-596,-1425,1544.62,1.85206
771,-693,-2927,3007.92,3.60662
772,-581,-2532,2597.8,3.11487
773,-1881,-1535,2427.84,2.91107
774,-2655,-2089,3378.31,4.05073
775,-851,-3279,3387.63,4.06191
776,882,-3389,3501.89,4.19891
777,719,-2566,2664.83,3.19524
778,-106,-2259,2261.49,2.71161
779,-125,-2527,2530.09,3.03368
780,500,-2136,2193.74,2.63038
781,328,-820,883.17,1.05895
782,-810,62,812.37,0.97406
783,-1874,-825,2047.56,2.45511
784,-1917,-2833,3420.64,4.10149
785,-962,-2006,2224.74,2.66756
786,40,-845,845.95,1.01432
787,446,-400,599.1,0.71834
788,492,-362,610.83,0.7324
789,-269,-885,924.98,1.10909
790,-853,-853,1206.32,1.44643
791,-1003,-1534,1832.8,2.1976
792,-719,-1092,1307.45,1.56769
793,-525,-2023,2090.01,2.50601
794,-371,-1822,1859.39,2.22948
795,-291,-1234,1267.85,1.5202
796,-117,-671,681.12,0.8167
797,16,-829,829.15,0.99419
798,161,-1135,1146.36,1.37453
799,450,-1517,1582.34,1.89729
800,297,-961,1005.85,1.20605
801,-142,-732,745.65,0.89406
802,-245,-1195,1219.86,1.46266
803,110,-1600,1603.78,1.92299
804,368,-1407,1454.33,1.7438
805,366,-1123,1181.14,1.41623
806,432,-1155,1233.15,1.47859
807,341,-1209,1256.17,1.5062
808,170,-1147,1159.53,1.39032
809,221,-1137,1158.28,1.38882
810,261,-1263,1289.69,1.54639
811,213,-1383,1399.31,1.67783
812,38,-1138,1138.63,1.36527
813,-150,-787,801.17,0.96063
814,-46,-891,892.19,1.06977
815,156,-1125,1135.76,1.36183
816,2,-1227,1227,1.47122
817,-574,-641,860.44,1.0317
818,-630,-293,694.8,0.8331
819,-560,-306,638.15,0.76517
820,-649,-429,777.97,0.93282
821,60,-836,838.15,1.00498
822,661,-249,706.34,0.84694
823,282,-637,696.63,0.83529
824,-629,-593,864.46,1.03652
825,-433,-1082,1165.42,1.39739
826,380,-847,928.34,1.11311
827,565,-1101,1237.51,1.48382
828,150,-1415,1422.93,1.70615
829,-25,-1382,1382.23,1.65735
830,97,-929,934.05,1.11996
831,163,-1126,1137.74,1.36419
832,118,-834,842.31,1.00996
833,-39,-634,635.2,0.76163
834,-56,-1063,1064.47,1.27635
835,268,-1602,1624.26,1.94756
836,407,-1515,1568.72,1.88096
837,259,-1269,1295.16,1.55295
838,157,-1294,1303.49,1.56294
839,291,-1382,1412.3,1.69341
840,468,-1334,1413.71,1.6951
841,373,-1233,1288.18,1.54459
842,231,-1187,1209.27,1.44996
843,228,-1199,1220.49,1.46341
844,280,-1024,1061.59,1.27289
845,213,-690,722.13,0.86586
846,82,-717,721.67,0.86532
847,115,-1045,1051.31,1.26056
848,27,-1334,1334.27,1.59985
849,-483,-556,736.5,0.88309
850,-779,-169,797.12,0.95578
851,-893,-163,907.75,1.08843
