taps_from_fp,transition_1_to_2,transition_2_to_3,transition_3_to_4,transition_4_to_5,transition_5_to_6,transition_6_to_7,transition_7_to_8,transition_8_to_9,transition_9_to_10,transition_10_to_11,transition_11_to_12,transition_12_to_13,transition_13_to_14,transition_14_to_15,transition_15_to_16,transition_16_to_17
9.5,16.8594388482819,26.9740384808189,23.953056755865,26.8345596729813,17.6988706518255,8.1147479941036,11.6938292070115,25.0460570806699,5.21375764014047,9.25311194521118,11.7998784549062,22.7821026150115,0.587044010551491,27.3727132431793,26.7562472073228,23.5219060644219
10,18.3783932503692,29.1170669963468,25.8742814368565,28.8438887116985,17.971311108576,7.58491850471381,12.4662395268514,27.3507451213699,5.84825389310072,9.73135270715987,12.5373506988972,24.9147309761974,0.497648207352429,28.5815019857782,27.3256125319872,23.7509511985541
10.5,17.3079097491182,27.3277940653929,24.429204211432,27.753994250767,17.7025289546713,8.74716751374527,12.3508055325833,25.8469615420421,4.9023362875857,9.52355016048435,11.9568477844089,23.4235170470728,0.600118046388223,27.7936870927879,27.3916917156422,23.5510464696696
11,16.9013497645841,26.1246370017896,23.3933960945341,26.6275733204021,16.9148766070777,7.0631536253511,11.291385627496,25.4196243020067,5.21380634917845,8.63481160625314,11.2148714860728,22.7859714033239,0.377821260887947,26.2100111373714,25.2459024873534,22.061500108306
11.5,12.6394437723732,19.5557690986513,17.9841974050049,21.3128648702362,13.2889635178359,6.95635920140819,9.83343358640818,19.8383710540702,3.27710537375547,7.0511514678404,8.63374640433307,17.4513207665967,0.366721018785786,20.6344714893201,20.9541063354454,17.8751555483532
12,8.5108029519548,12.6543937151059,12.1385325699855,14.9642629564535,9.48738294286133,4.45738956220671,5.95674350680619,13.7959396282723,2.21080755827838,4.65035579811277,5.75771215638051,11.9130074689632,0.224247312117152,13.5510395304728,13.4987805232738,11.7412402110519
12.5,5.25332513292564,7.48962337492483,6.43607133745541,8.19521335691007,4.77796638806931,2.34391624821856,3.79132312626918,7.31904327699599,0.618906036423648,2.57634975273377,2.72122932216601,6.48193042389828,0.112406484990565,7.49130531354421,7.71034977054059,6.14549850413121
13,7.45970209210665,10.8040615057992,8.03135544655156,8.93928583943761,5.12103962152098,2.84443025479692,4.6479717678385,7.86863741125803,0.930232929094755,3.6366297781644,3.01785869258443,7.47983517450019,0.215787354116667,9.56929514287775,9.29213412662417,6.89058431903119
13.5,8.50885721097359,13.1676741563558,11.1060451729697,12.6153992415181,8.42053995075583,3.65376816726195,5.71733000381652,11.3762646743177,1.72245438329607,4.3076972131812,4.71799738370207,10.1600067237687,0.369928514252482,12.903240446725,12.6160883526889,10.7006608882317
14,9.77774535929037,14.9093528645723,12.9925455521832,14.6490314788417,8.51828881907247,4.19370911258645,6.91598115613654,13.6331288366646,1.92002677435917,5.46103023558834,5.46136501675827,11.9919121204197,0.402872969701721,14.2243494287496,13.5389203414206,11.14832802865
14.5,6.25817865883152,9.97368677184066,9.36746207987158,10.8558338809893,7.74363971396294,2.97929697292682,4.72930405704116,10.4248870200182,2.17002621561909,3.53312496015121,4.46357267968,8.95437745744739,0.222485651435534,10.9106878861337,10.8622919035161,10.1448022263137
15,3.53776484272967,6.45858409353148,6.37551832458003,7.15859558969775,4.56577556577281,1.85867582566028,3.1958539430287,6.86091887055952,1.89983542409076,2.40642474524081,3.52470591041516,6.08395627719205,0.14528776777886,6.7273838028196,6.67681001436159,6.32658705085737
15.5,6.63597003926263,10.7920962736366,9.01919127042487,9.55895241205674,5.90808051328102,2.55793993341738,3.85417083325897,8.65624577614838,2.02704706282236,3.44538140644781,4.52282983993309,8.19318323294237,0.323177661823441,9.65022523264963,8.8999103877127,7.5801886247672
16,11.4255969555413,17.372500577864,13.9451988239853,15.0630110211412,9.27645518761914,4.08996451073075,6.82177699425608,14.3778336296252,2.86637750624696,5.45753059833291,6.25345816474697,13.1231540549808,0.342769826302556,16.1030682180648,15.291378346806,12.7441164459484
16.5,10.7228736056684,16.8079873665029,14.9198592279743,17.3216608907429,11.7358777362578,5.46011717775717,7.4373341887202,15.8205142968409,2.81512685887922,5.75562121498367,7.03725688411044,13.9490940119077,0.456760227072379,17.4199872646378,17.2189910633419,15.0333723981965
17,9.78081253769159,15.0253051905201,14.0064298817734,16.3167613334342,9.83065083093395,4.29940934575676,6.85318940921165,15.3014961679518,2.74574858220013,5.61774924168003,6.42916877444999,13.3224640482529,0.378882665209314,15.239585303807,14.3967085353106,12.4122943597356
17.5,4.13892924148062,6.66681630099842,6.83313471679653,8.24702171581979,5.85948668311995,2.59405999823647,3.54290378819774,8.15794813373232,1.90492973588073,2.7715689637441,3.66938346107487,6.8554355111205,0.212700486070344,8.329785496474,8.5487854667034,8.10695759254653
18,3.67111911310234,6.0567654883783,4.78976352545982,4.55502053676382,3.13458208990592,0.794242616994408,1.57846184462068,4.70372112854796,2.04877530039291,1.40822020242076,2.74768496049546,4.42649362585611,0.134198226017644,5.24771173646567,4.69247865797239,4.6346267755795
18.5,6.98383500568377,11.0524055067306,9.23942445357404,9.92690552077761,6.24313738400041,3.25188986834016,4.19333473065744,8.87471930932619,1.78244583142806,3.44149848555266,4.30274072726734,8.17255174591717,0.33687365541233,10.2957180995716,9.80007988445495,8.14632818465678
19,10.2601820762118,15.32307330461,12.895897386804,14.0934669381362,8.52658043436964,3.79343595590176,6.01955716237002,13.4368805485612,2.55178771771359,4.88963808115972,5.56898153312246,11.9958673157089,0.289307025978786,14.3717666131292,13.3834683309372,11.2248868779584
19.5,7.74563080912285,11.8405309327624,10.5961444558579,12.3320093337189,8.19463867081389,4.17541019145567,5.66163335626001,11.6437069648464,1.89881583666719,4.05634093703561,4.8590202998959,10.0444338513261,0.272434914279396,12.7135574714788,12.8554654609918,11.1179650078094
20,5.32978399449614,8.04635089364313,7.84731539498935,9.52454094258876,5.89043211180738,2.96670616416006,3.96552553022003,8.78537207102105,1.31376977270613,3.16700439244729,3.64364795690574,7.48609477724639,0.247463845368331,8.68454478179033,8.46942824279666,7.28398505692571
20.5,2.7167829611085,3.89607983249601,3.76927763825784,4.67421036716243,2.97669259543671,1.24687088107867,2.17846807264956,4.54083238692218,0.567115086825085,1.48825632546884,1.7058024670245,3.76772526649229,0.127354653072037,4.50427725044667,4.61490579384107,4.05660075793807
21,1.96945416444975,2.75427550007063,2.2167160390813,2.63731596678803,1.23060831243867,0.968204707214298,1.48784123564455,2.09643142572559,0.261831863152527,1.14909121645942,0.788321227056624,2.02383500175282,0.170562307754701,2.43668442867321,2.44457130609841,1.68727403455601
21.5,1.43988129613493,2.15084380916866,1.89152026825147,2.2570524603897,1.75951147342391,0.675132539921097,0.90695536727909,1.96955638136216,0.317706689024372,0.702654680316752,0.850872034289882,1.85180400743588,0.0592455420664734,2.4341507596246,2.4533174242797,2.22088843150629
22,0.962281758215302,1.52049951291809,1.6128874443717,2.00498467206222,1.06525627465214,0.519466691739686,0.884972419112791,1.75793508755762,0.277347959776618,0.693294379560405,0.777407317567675,1.54945295533336,0.0257620861381138,1.57791432110994,1.50867958396519,1.27544188725591
22.5,0.0768648649731448,0.198258932177235,0.300070584418162,0.430907774069424,0.31076827964082,0.176211712114104,0.119809380467373,0.420314094413125,0.176870639206125,0.147770644428458,0.253933930804081,0.321743164345056,0.0526181632628566,0.297940030099899,0.358819503174188,0.44372183591412
23,0.948579493487801,1.39178501370115,1.03112626211142,0.981772871941488,0.515525953230863,0.309998897313268,0.536256258136946,0.95924050080807,0.324651856663687,0.495092981018936,0.419283953930085,0.931122792325137,0.030111695028321,1.13805348102642,0.979235998538466,0.737512534817041
23.5,0.830377212262342,1.42129632469722,1.23366635428434,1.26971979166815,1.04414627827714,0.262260321219961,0.575726767550398,1.25259793087944,0.36216179634642,0.523937368515634,0.645615111516485,1.15712469763302,0.0342234930078569,1.48305872590717,1.4529343452223,1.37379455488375
24,1.08944016593297,2.1210856724252,1.90990374498636,1.98635619036827,1.24025201451137,0.497353751977109,0.948083649062524,1.72246313125137,0.402509043356517,0.845019983575844,1.02584863787341,1.71079397861476,0.0410221442373063,1.98376560149515,1.953137283182,1.62801804485423
24.5,3.00233215024126,4.75078023224434,3.80994071313816,4.00002233877284,2.26614855085604,1.29929114016682,1.79820137551729,3.62013665704874,0.649092384920754,1.61312290878813,1.79102668007156,3.59981743247836,0.0697833241637305,4.08957420277821,3.90262389074936,3.03298701472568
25,4.94425316470513,7.51700742405415,5.97963965777316,6.46252675231804,4.14919369425532,1.86171235805992,2.78270243712402,6.13781973874084,1.17771575556068,2.20344473266804,2.75208581093851,5.80575288393048,0.0758364061496842,6.86191127584685,6.74114029738265,5.65205745489753
25.5,6.92921981386108,10.6951198797066,8.7999409760881,9.79022680874545,5.71463560910552,3.13404580295632,4.46907790360901,8.88497655516115,1.3109812022911,3.44171093666125,3.89613993998711,8.24882742295167,0.156178439196448,9.77282496003652,9.63301607866471,7.77842130441417
26,9.29956188663614,13.9571889166275,11.3524600286651,12.6240868301201,7.75283848297247,3.78488634994144,5.68726001135342,11.7243197021374,1.82597960976077,4.37965603795779,4.87522194768535,10.7292266853422,0.232500271810542,13.0587392391861,12.773015747707,10.5433861740742
26.5,9.44043852186754,14.5953510506676,12.5459701165793,14.3460651757389,9.17902707298843,4.27286730363791,6.44619773742497,13.1675873225753,2.08914962465589,4.71781494409515,5.56952946660292,11.727078213938,0.377996986742273,14.4213835805504,14.2641064066706,12.1097927176596
27,9.83827775976498,14.9152950601485,12.9707432191947,14.8095333408567,8.88207117487814,4.36876850669493,6.78529553792193,13.7837186945377,1.9806686310128,5.17058390457468,5.66630694640843,12.1974100833422,0.442066847110508,14.6543475318288,14.1542377542094,11.7791253708327
27.5,7.15489387011758,10.9577832542894,9.9519678979706,11.6674258089654,7.85900415846042,3.47705662392301,5.2459987864732,11.0440271968904,1.93151439717402,3.7847335883925,4.67515589739216,9.59253627997795,0.302434919692875,11.84144932447,11.8542324550967,10.4432629916593
28,4.35812003484871,6.81005222474751,6.74973562382625,8.13032894569848,5.06093607355111,2.33009634234233,3.60416457254688,7.66322866397323,1.47174210167694,2.63424961958673,3.34314846999415,6.55232404168798,0.200488190735235,7.49761464259801,7.4628276819093,6.55606547713487
28.5,1.86428259437206,2.90352552074503,3.13448702490953,3.70013484309841,2.31050398825974,1.0896734720095,1.62249007204512,3.71567365734311,0.888577404238913,1.21935694841514,1.64417092587992,3.08378980364578,0.0668110465816747,3.48345940727613,3.50837694306531,3.20828774289913
29,1.30895600279388,2.22371209694089,1.76271664923975,1.59811214027554,1.15523047733421,0.319435929655749,0.504392584014628,1.60694710547017,0.80436202725403,0.454977986893911,0.95861065703573,1.66692801850352,0.0597886323648683,1.78994159473165,1.53908833890686,1.59957195742286
29.5,1.8039232457515,3.01035264285183,2.5631197857561,2.82703747282497,1.91363898620432,1.02895579263219,1.25258527878626,2.45702320560015,0.510862639206259,0.977752392747,1.34472650331347,2.40096266014463,0.0643326200882452,2.88032623383862,2.79902199755438,2.42548765312733
30,2.2947307182594,3.5649171289455,3.13169377888753,3.53862386957569,2.0675336756865,0.925335847611529,1.53201332888951,3.32378614910205,0.597322408275628,1.26421929293086,1.54141962085321,3.04423162936239,0.0690272698002824,3.31926820856533,3.02626466649271,2.61303670108227
30.5,1.10024569457424,1.78472241194537,1.72322842226699,2.10696591844781,1.47914805188555,0.710779061858738,0.983380538926183,2.12494323542572,0.457279613891599,0.713321033692881,0.948738363366581,1.74995363711724,0.0111010585005408,2.09137721600282,2.15212076541378,2.05724284321598
31,0.365363745577115,0.802514790995158,0.795384843853672,0.807250861583336,0.514321213957945,0.118983603392388,0.379286936778973,0.962395019976165,0.446449256106932,0.219210445918715,0.480848609415916,0.804752270580184,0.0731788592020263,0.706122906030083,0.658281811122503,0.765849518237954
31.5,1.52981999743492,2.44133675695165,1.983947198892,2.02319797376511,1.27729111956029,0.575937589899411,0.915350964608816,1.75933315240286,0.471175725694226,0.658933443944424,0.864262829307148,1.84698360574878,0.128825236207823,2.07922021365154,1.92913557289017,1.64447881905839
32,2.75330702117194,4.16057985631119,3.37666919845186,3.63357222356447,2.17728287175118,0.98858815943906,1.70222960647104,3.45214059134444,0.738743772219358,1.23672685758343,1.45051504632271,3.32062283032078,0.189789836683168,3.78488659913581,3.59833809863474,3.0018896994547
32.5,2.75016492400099,4.1925112413322,3.59841653787965,4.19336954549283,2.68420345056074,1.31372987334631,1.96298447820602,3.91074925289784,0.697608330542546,1.36185314001551,1.70503493331153,3.57472596066517,0.128222922292384,4.27732309211997,4.2982135352237,3.65705370337452
33,2.72128261778784,4.02060460668477,3.54323119721416,4.23114141283582,2.5659338947229,1.12199022356266,1.87220305160769,4.00592653569047,0.701349659613197,1.38423861745499,1.7095769265824,3.57086333450377,0.0912632061366701,4.06201457232528,3.9973231930488,3.38787965646421
33.5,1.98405542240514,2.89291036207345,2.59030543158168,3.17660487513454,1.98865948065949,0.867501482705895,1.51585690361686,2.98906981914734,0.515930576432409,1.03815833947801,1.30468225743767,2.64466537703887,0.048743636002494,3.11866160617619,3.21488597383004,2.78285377035126
34,1.31903253829957,1.8901082535163,1.78358438267088,2.27427314529568,1.42035975208698,0.604677366362276,1.07200008346518,2.00769714154265,0.331361523092548,0.769981960411916,0.946800030397217,1.77508133355845,0.101183809531808,2.06907508165679,2.0684284665324,1.84351710069032
34.5,1.10109623448853,1.63750930456064,1.40757107870148,1.64747819118165,1.04706836610806,0.334191084826725,0.779532618719744,1.54624206124893,0.249582609210045,0.603025589719874,0.687233071669013,1.41080377512827,0.0444808229831727,1.64002215563764,1.52076777190097,1.39156246268069
35,0.915467110930327,1.55251807552262,1.33058865307224,1.47771730845909,0.926880688135774,0.467119930850903,0.744722142672479,1.3247438437241,0.175898775659269,0.621485543315709,0.657121522603216,1.25241787093339,0.0242644817205039,1.54904115440147,1.47564221468667,1.31051103111871
35.5,1.36644697682222,2.17814493621223,1.92712885083419,2.05530554594644,1.24044103058374,0.562276581580327,0.821814196464541,1.89702761578241,0.329961919829516,0.778885215414027,0.926970698479908,1.779167722894,0.0385003225659398,2.08186144502677,1.85925078543096,1.61098468784364
36,1.85373198617139,2.83961167812125,2.47721640455738,2.64049404793427,1.59687863387743,0.794000780874959,1.20558894967249,2.5319952423765,0.459925917137942,0.98667180147242,1.16273749719729,2.3192881646414,0.0520337926714918,2.83150987535363,2.71072736212199,2.22590549563238
36.5,1.89824006615975,3.03018046658942,2.79368012741074,3.15725117524686,2.06650876918971,0.988441590616446,1.33433280895204,2.8940138583125,0.525685572053377,1.08732331577692,1.37048299719424,2.64362158168066,0.0567459422279121,3.16503583852269,3.10688047570824,2.57517992058173
37,1.92992402627014,3.07440531137953,2.84446364864742,3.23575295330071,1.93517343289952,0.967913099616942,1.35681857029963,3.02478243389595,0.554922077594992,1.12923972684763,1.36315461458998,2.78325386234302,0.0809722219590161,3.15319738415221,3.06205198163947,2.45535322321129
37.5,1.25002131717899,2.10503364014193,2.00154379922699,2.37710911553695,1.57903725848717,0.83484507505402,0.959686648768283,2.31407199984609,0.50125802912285,0.778627531122237,1.0634300557734,2.09982596872014,0.031919663752852,2.41900608094695,2.46526696585507,2.0528401866411
38,0.82442913752566,1.47166161863066,1.38803185184692,1.6499080446851,1.03808444319282,0.499819031228741,0.600857444547593,1.69574760435094,0.513258402042213,0.484798020333129,0.813249655838826,1.551662364287,0.050808497505282,1.57675520021524,1.57212860121698,1.36763987267208
38.5,0.795800970889904,1.24672266395579,1.08751430554979,1.19885887844383,0.723101250852501,0.471716957324702,0.475763407576181,1.10488251573117,0.346845347389164,0.451442669636177,0.653371199162204,1.15372206820972,0.0844647758026798,1.19138975084654,1.18971428597816,1.05198410055503
39,1.11333849521446,1.59068519641911,1.34160206045572,1.40917059567029,0.819271685647218,0.375212725479914,0.519276290376724,1.24515135124291,0.397020540986406,0.506106431854655,0.725416742458325,1.39731645783249,0.10242569715383,1.45143827200964,1.3160350869876,1.17852858488358
39.5,0.818069324416046,1.20664855128866,1.13359296496971,1.28846547626539,0.82489760949582,0.557736520248619,0.549058483078496,1.07739178478456,0.234917930064086,0.472341908560853,0.601402492686141,1.14477732972591,0.08518293837734,1.38703320625661,1.33910366218804,1.12681092279549
40,0.501552920898948,0.738997255140838,0.819037332927751,0.982982902335142,0.601801001679486,0.325404929579421,0.319244211787962,0.870747211276001,0.204936268136852,0.328714125196043,0.41668739828364,0.84933406150487,0.114430596774297,1.01552800544033,0.852423175005881,0.689004167164307
40.5,0.281459781836534,0.351253007104401,0.172103273178691,0.253491548375716,0.102918484410612,0.154801494862525,0.154291637390104,0.206308442091887,0.035804143747345,0.107593641033914,0.0696559691295357,0.136833204426838,0.130775802915545,0.267456803114235,0.26786781478287,0.0909788580733892
41,0.78405869803188,1.28252902064922,0.972915794506349,0.958002567778496,0.602402289289253,0.219736379352937,0.497106268900891,0.773574094984028,0.17727607920007,0.407177560139058,0.412534772964918,0.933471562745266,0.14721914317665,1.00079634379324,0.959120857481388,0.765313782963964
41.5,1.38044659891812,2.23147508206573,1.86846709876144,1.9707999276631,1.3173918708076,0.466443786129161,0.873804977605947,1.65936108678891,0.304105961125064,0.763479980870875,0.821700498147738,1.78477843465484,0.0680821921212165,2.02569971922822,1.89710396894426,1.57113311228259
42,1.97717956894509,3.13482596341982,2.66689329833709,2.87513697134273,1.83584561137743,0.8033408692695,1.27136105410886,2.50632287579328,0.419341503607393,1.13236462300025,1.19180729797662,2.55890205567898,0.00640503994637448,2.97056621352597,2.81547876458975,2.33953304018358
42.5,2.36514328245273,3.66849892202618,3.16806530830861,3.53132038012784,2.31946411090589,1.05809809697242,1.49313930872867,3.19360608558017,0.524770656214055,1.33999196941715,1.50656258566181,3.04101379105931,0.0794721736041708,3.62697535668322,3.44619713775088,2.96323103505844
43,2.72953312533779,4.08895654285308,3.49927287182101,3.90825445942999,2.40339959991194,1.1700386458542,1.71650471637602,3.71119369526359,0.618139337381677,1.46814702032765,1.65745787307873,3.39947154573235,0.124997841644606,4.03525260450274,3.81537577419424,3.26642206147517
43.5,2.37991131505716,3.63952384981832,3.23957184921394,3.66162204592565,2.3177196333663,1.24641504512176,1.636401203389,3.4767956583838,0.581068056319668,1.33217165508327,1.55273589434494,3.123584486362,0.0363482606356856,3.70437799086227,3.67006720850819,3.23276508151716
44,2.00449937104992,3.09478974373255,2.85023705711206,3.19713948002192,1.97833984159439,1.00626238784353,1.42417633484826,3.08713898510929,0.525202672199807,1.13395834967292,1.34978241163959,2.74486469214629,0.0557618144738863,3.02218740231706,3.01062610772067,2.69253936838671
44.5,1.39546267233798,2.15849999404681,2.01675895055342,2.25323188645505,1.47680173663485,0.738665711042553,1.05863416094005,2.2143939068709,0.350574050508632,0.810607765633707,0.971246938034989,1.94991417432733,0.0336688350394101,2.14450062690682,2.24006090893036,2.03148918432277
45,0.800979499667021,1.28179429175211,1.28120953226164,1.44460164926091,0.983095347948654,0.527150428501558,0.653067053483193,1.37717825076097,0.201112674513925,0.540412352508261,0.650626426127827,1.19837901556043,0.0485052632301202,1.29976066392562,1.41818015170618,1.28516382613515
45.5,0.561044062697335,0.909797747510262,0.880541720220933,0.999325036420632,0.617975949463932,0.385532994278783,0.37667507666732,0.927968744927018,0.119372989573859,0.385902936154496,0.427583211207608,0.833180917830037,0.0247915033366427,0.91376827228808,0.956968083341761,0.806646107711504
46,0.473351590026813,0.763162309932029,0.719435885183444,0.866511144998768,0.603777318877338,0.29019500997189,0.214922580873517,0.773768744489773,0.108801278110858,0.243759492581355,0.317895802724199,0.680172003112345,0.0468156661513153,0.855723368237676,0.876271517386493,0.75284890217217
46.5,0.550220928724399,0.884750218290694,0.773334102706459,0.90978238942332,0.479086387978287,0.359425472181885,0.41157296183195,0.807591653172278,0.07532882169265,0.325287177734437,0.359441850542744,0.699959526417843,0.0422348893121093,0.922631607966156,0.952972678852516,0.680123489500826
47,0.754180400841916,1.16815296464906,0.952054136768298,1.10603142463855,0.669606683069156,0.296876184612422,0.529621186289298,0.992930052767641,0.114023981077624,0.389904108710679,0.470352130115212,0.892795767039705,0.0603806424935146,1.19890879626815,1.18418115017247,0.905296559336768
47.5,1.09959505877363,1.67531635303089,1.40028823009351,1.63054853829946,0.994955993966008,0.316781828976686,0.732814179129617,1.50168436637025,0.269930640553541,0.565443827642429,0.665147630085936,1.35529309490481,0.0919873769878008,1.63130009780101,1.55256883977125,1.24191535833137
48,1.4949846170671,2.1892565965869,1.80756939252658,2.07996392886887,1.24743330043639,0.528808166197079,0.898322986935755,1.97992378011371,0.366787728147714,0.748388518009818,0.807224932317236,1.77846278799599,0.141962130557777,2.08103260841444,1.98529564115873,1.6055151442979
48.5,1.40829052342002,2.17651088812886,1.9042703502479,2.2022777711735,1.44718877110559,0.647296897941886,0.850545059964631,2.04845625091455,0.351663541064063,0.732664314900051,0.864971588978195,1.83583804174659,0.105857125806128,2.14462948658126,2.11645225076943,1.83743717011546
49,1.29689631838672,2.09271589491672,1.88467410189863,2.15563125004926,1.27743659711401,0.66914150275442,0.850804547001705,1.99450585821896,0.316175579719612,0.738570739439817,0.860443843577362,1.80106534613278,0.0883326161852326,1.96755134111279,1.96673486886543,1.72127292493861
49.5,1.11051492815654,1.73037935849238,1.52487688254141,1.77243061843136,1.07403283195986,0.657126054375033,0.713942121396083,1.63762268918009,0.316527015228851,0.614105244172825,0.776405412024866,1.50852771011988,0.108437388032933,1.68004710746775,1.70670699872588,1.5645033574974
50,0.960404158800216,1.44689523246205,1.28157277776564,1.51989165361559,0.98509941242554,0.486117081866885,0.603958562344123,1.34589158553546,0.347900102746787,0.493946699826868,0.720076444746638,1.28735020499415,0.11504691626896,1.44013188204974,1.42742454480823,1.32226276793629
50.5,0.876695320596682,1.38681201064441,1.20514920426092,1.41762762773332,0.877226257049075,0.423987246138269,0.63231060005532,1.23737446979993,0.260391384882634,0.530541579741868,0.68336240288665,1.1989742421469,0.0833542002309625,1.36249324080105,1.33482902791899,1.11880040078502
51,0.802710954176698,1.35238069280758,1.16994447589721,1.36433509909247,0.941017409997302,0.348391076525155,0.607524185463308,1.1916568608959,0.231981499055246,0.504155198902649,0.633320863361616,1.15502145705609,0.068137524191081,1.36500200820576,1.29976397954792,1.10018811083367
51.5,0.871742687255647,1.42419476611903,1.23784321818647,1.42045300421697,0.957511339900558,0.363553491788814,0.665301422330716,1.23590379970388,0.181590924894592,0.523797520796484,0.535658563589651,1.19430862028943,0.0719723794474346,1.44101311772518,1.36945391075511,1.1035142054509
52,1.00259448229364,1.58362868945787,1.38727512908114,1.58696444948988,1.0315375372035,0.495636266754723,0.712380913021996,1.35080494471509,0.192858910011626,0.585426715031897,0.537754379488842,1.28384443985378,0.0954217668945125,1.64393171522575,1.56866128898324,1.30450102776048
52.5,1.19380208930369,1.90817339556064,1.64977860805302,1.88802558654646,1.17449604091635,0.544196390105314,0.786882691369474,1.66790955382805,0.298463083598559,0.628929135562225,0.700612858641323,1.50934166628624,0.069395745922232,1.90396536629102,1.83543454827211,1.60003843502408
53,1.38500735490253,2.22427713968217,1.88023889019624,2.15502158161447,1.26286886618687,0.658608509256195,0.937728665885445,1.96240657775565,0.357662410653719,0.723137385081712,0.860303154242887,1.74587660158837,0.061214711120169,2.15745048717189,2.15023220777475,1.81376788434896
53.5,1.47040983945425,2.36865778280526,2.02866500982677,2.34929315870746,1.44477139284629,0.732494780537045,1.01975207920282,2.19023231605187,0.39796327269713,0.803980148005953,1.02792783346856,1.98044087136828,0.0558988086896693,2.33739089876187,2.33139458903061,1.99109271960821
54,1.55373010700986,2.50151967394521,2.12923226369948,2.46223583866556,1.55283581603433,0.676083827812649,1.13044354645467,2.36349058234464,0.443528029226002,0.844219239402204,1.11868998589853,2.15613172316418,0.0570382269361,2.45368872521623,2.43265900109351,2.05311387643527
54.5,1.42934151640779,2.30028470668913,2.00731827316473,2.33688349932117,1.57757033123611,0.664008874488987,1.09511191483084,2.2401033734444,0.37458671931373,0.826184461925476,1.06142723099851,2.02513671691647,0.0411905097251114,2.35328752405764,2.34089640309681,1.95405489538308
55,1.29692143260394,2.05212896577477,1.83164219533611,2.12603360637788,1.44194388254052,0.60655838043192,0.947104623076969,2.07265968663538,0.329022448648403,0.734645790763053,0.927888176570646,1.83944301708812,0.0501541917158568,2.10000371734003,2.01818464972641,1.68770011578704
55.5,1.06219207475057,1.62720178906391,1.47435728832532,1.75706261252218,1.13559001408591,0.582917295882506,0.781170274219925,1.65319170817085,0.207339887311222,0.58672286664383,0.660538778628727,1.42711561491055,0.0813324062707237,1.70546320469562,1.65953773430665,1.3515755672366
56,0.891500487944456,1.30595425207775,1.18474465656066,1.4309134703872,0.910427172959378,0.466220091650065,0.585708129127283,1.28492929849534,0.148902608670914,0.463580467208964,0.485104477125732,1.08632315174683,0.109623625954282,1.35577161238784,1.29967729037828,1.10332985464619
56.5,0.790865794296953,1.22617910345123,1.06986207573368,1.2247918742173,0.764346039263726,0.328698383107164,0.512736916447282,1.15586861158385,0.197268805034473,0.373048443640142,0.477989358791288,1.00643643266757,0.0422134778536085,1.1570452206702,1.15186801536929,1.03443974197536
57,0.772993525260249,1.24028250875152,1.0531385851162,1.16217209328258,0.67952581197659,0.35347813396833,0.532735092263315,1.10969962991635,0.183745453856059,0.382625305232366,0.478679553936977,1.01086009817552,0.0334472134720648,1.11813559570719,1.17667288637826,1.0328148934517
57.5,0.632646541519928,1.03706085660709,0.935443743713839,1.05897888466505,0.695692891888618,0.278757513439801,0.417490361770172,1.02691615653633,0.255750479440263,0.273677778371048,0.403804392827139,0.885019518428038,0.04772432498798,1.00474817068136,1.06374486672493,1.00239839357033
58,0.479583012940961,0.818667876429574,0.777638031344429,0.883221238868593,0.501699073404063,0.211156277649098,0.398014005796671,0.875343852188397,0.242746319330674,0.219911765626175,0.312284514476157,0.727744263219522,0.0632875116527674,0.786440765537567,0.85550658679105,0.738950045898578
58.5,0.469838247051095,0.750386686060497,0.658430251951581,0.724402200985577,0.431252137980035,0.164915290206898,0.353675012253824,0.734923930342335,0.20599790382553,0.234104087048582,0.253488947262151,0.642833255620094,0.0490965360523486,0.709495058680798,0.754590161384151,0.622998276756209
59,0.645944491284716,0.94147061908297,0.80791300222333,0.882858199779053,0.534643808150034,0.232452580685607,0.421518731730261,0.849329802665175,0.208391162997898,0.313655327685084,0.305636727651151,0.803000126162639,0.0502015926962518,0.906514440100059,0.92834023255253,0.754060065051646
59.5,0.709153876685032,1.0596581239273,0.946263415953319,1.0656701917467,0.661656497983557,0.382762839966707,0.496125870311952,0.932607058376809,0.18641663192452,0.349360988377191,0.406891643411307,0.893229325447372,0.0618968795161731,1.01739911873375,1.09198060321219,0.866987667354684
60,0.77489025739294,1.14889514245091,1.03796547574512,1.16186840396158,0.719201781789684,0.34794046418447,0.472689712774898,1.0107115331134,0.233243934057342,0.339331349659977,0.465977509267248,0.960701511139016,0.0817150693940083,1.04319490470641,1.08712273013534,0.932719961815268
60.5,0.70347519352026,1.08286331792429,0.955674699490586,1.06388978570982,0.655019326302227,0.329679429787811,0.480539703277071,0.961894082276123,0.189858577031178,0.347940351110714,0.445028610897837,0.855203373252739,0.0286651446543367,1.01012555755834,1.05638459955748,0.921140495735367
61,0.658838714338628,1.05558540121353,0.905191560316392,1.01489860048863,0.66619983692915,0.315100693267974,0.446724435493563,0.940228380072917,0.152974604836866,0.363530914471398,0.421553255229146,0.791844241276791,0.0741296319927936,1.01154080457842,1.02527121275121,0.888296053835622
61.5,0.687949428688921,1.08272090773648,0.912155511105807,1.04216576011607,0.729949844870473,0.299212251974588,0.426118833480851,0.969345740164505,0.122565662041354,0.380298894032706,0.389391142294179,0.880574104821885,0.0384539278962141,1.0693268150912,1.0564666822451,0.891597181232011
