FRAME,RX_TS,FP_INDEX,FP_INT,RXPACC,RXPWR,START,tag_anchor_dist_m,n_samples,raw_csv,aligned_csv
1,3411052015,796.3281,796,1047,-62.78,776,1,200,01_raw_frames\frame_0001.csv,02_lde_aligned\frame_0001_aligned.csv
2,9800850752,824.5312,824,1037,-64.22,804,1,188,01_raw_frames\frame_0002.csv,02_lde_aligned\frame_0002_aligned.csv
3,16190655624,749.9687,749,1070,-62.16,729,1,200,01_raw_frames\frame_0003.csv,02_lde_aligned\frame_0003_aligned.csv
4,22580454325,747.9219,747,1045,-61.06,727,1,200,01_raw_frames\frame_0004.csv,02_lde_aligned\frame_0004_aligned.csv
