taps_from_fp,offset_m,amplitude_norm_diff,amplitude_norm_diff_pos,background_mean,phase2_mean,n_background,n_phase2
-50,NaN,-0.008758181349064,0,0.152569187604166,0.143811006255102,96,98
-49.5,NaN,-0.0149870701145833,0,0.166395057114584,0.151407987000001,96,98
-49,NaN,-0.016708177272535,0,0.187397909354168,0.170689732081633,96,98
-48.5,NaN,-0.00535044516836733,0,0.20180561575,0.196455170581632,96,98
-48,NaN,0.0135515164810804,0.0135515164810804,0.203980197427083,0.217531713908163,96,98
-47.5,NaN,0.029710422490434,0.029710422490434,0.20549153496875,0.235201957459184,96,98
-47,NaN,0.0335616011373304,0.0335616011373304,0.214792522770833,0.248354123908164,96,98
-46.5,NaN,0.024514507946216,0.024514507946216,0.220641253635417,0.245155761581633,96,98
-46,NaN,0.0148862103114361,0.0148862103114361,0.211108894239584,0.22599510455102,96,98
-45.5,NaN,0.00114869780144564,0.00114869780144564,0.194721742729166,0.195870440530612,96,98
-45,NaN,-0.0212151986135205,0,0.1917678505625,0.170552651948979,96,98
-44.5,NaN,-0.032259411242772,0,0.200823019395833,0.168563608153061,96,98
-44,NaN,-0.019135510034651,0,0.202222514197916,0.183087004163265,96,98
-43.5,NaN,0.0160457085650509,0.0160457085650509,0.1962599423125,0.212305650877551,96,98
-43,NaN,0.0564769437179005,0.0564769437179005,0.189196493822917,0.245673437540817,96,98
-42.5,NaN,0.073389702080358,0.073389702080358,0.1864634475625,0.259853149642858,96,98
-42,NaN,0.0603430825992778,0.0603430825992778,0.197933382135416,0.258276464734694,96,98
-41.5,NaN,0.0290273335997024,0.0290273335997024,0.230155434614583,0.259182768214286,96,98
-41,NaN,0.000281276755738025,0.000281276755738025,0.270394733968751,0.270676010724489,96,98
-40.5,NaN,-0.00106844320259503,0,0.278530144927083,0.277461701724488,96,98
-40,NaN,0.014092839189201,0.014092839189201,0.241008883729166,0.255101722918367,96,98
-39.5,NaN,0.0154862299219817,0.0154862299219817,0.189930309322917,0.205416539244898,96,98
-39,NaN,0.0130395008932828,0.0130395008932828,0.157700743229166,0.170740244122449,96,98
-38.5,NaN,0.0205196188764883,0.0205196188764883,0.148746224552084,0.169265843428572,96,98
