sample,taps_from_fp,amplitude,amplitude_norm
702,-50.9687,162.59,0.17114
703,-49.9687,166.17,0.17492
704,-48.9687,236.38,0.24882
705,-47.9687,208.81,0.2198
706,-46.9687,276.05,0.29057
707,-45.9687,334.18,0.35177
708,-44.9687,183.85,0.19352
709,-43.9687,225.04,0.23688
710,-42.9687,222.87,0.2346
711,-41.9687,219.49,0.23104
712,-40.9687,167.76,0.17659
713,-39.9687,139.05,0.14637
714,-38.9687,73.01,0.07685
715,-37.9687,199.18,0.20966
716,-36.9687,235.47,0.24786
717,-35.9687,151.46,0.15943
718,-34.9687,135.13,0.14225
719,-33.9687,111.22,0.11707
720,-32.9687,147.23,0.15498
721,-31.9687,329.54,0.34688
722,-30.9687,507.31,0.53401
723,-29.9687,498.69,0.52494
724,-28.9687,468.48,0.49314
725,-27.9687,301.08,0.31693
726,-26.9687,204.89,0.21568
727,-25.9687,215.47,0.22681
728,-24.9687,176.59,0.18588
729,-23.9687,169.61,0.17854
730,-22.9687,202.79,0.21346
731,-21.9687,260.5,0.27421
732,-20.9687,287.63,0.30277
733,-19.9687,263.95,0.27784
734,-18.9687,396.31,0.41717
735,-17.9687,487.64,0.51331
736,-16.9687,327.48,0.34471
737,-15.9687,196.01,0.20633
738,-14.9687,99.76,0.10502
739,-13.9687,119.51,0.1258
740,-12.9687,99.72,0.10497
741,-11.9687,240.05,0.25269
742,-10.9687,278,0.29263
743,-9.96870000000001,213.95,0.22521
744,-8.96870000000001,83.19,0.08757
745,-7.96870000000001,86.98,0.09155
746,-6.96870000000001,45.45,0.04785
747,-5.96870000000001,76.12,0.08012
748,-4.96870000000001,99.36,0.10459
749,-3.96870000000001,97.14,0.10226
750,-2.96870000000001,135.15,0.14226
751,-1.96870000000001,154.18,0.1623
752,-0.968700000000013,1953.73,2.05655
753,0.0312999999999874,9488.8,9.98821
754,1.03129999999999,16693.6,17.57221
755,2.03129999999999,18045.7,18.99547
756,3.03129999999999,17302.1,18.21274
757,4.03129999999999,9694.59,10.20484
758,5.03129999999999,11890.71,12.51654
759,6.03129999999999,14595.57,15.36376
760,7.03129999999999,9106.02,9.58529
761,8.03129999999999,4039.37,4.25196
762,9.03129999999999,8929.87,9.39987
763,10.0313,6685,7.03684
764,11.0313,1979.31,2.08348
765,12.0313,806.65,0.8491
766,13.0313,1567.83,1.65035
767,14.0313,2479.3,2.60978
768,15.0313,2719.11,2.86223
769,16.0313,2289.12,2.4096
770,17.0313,2625.71,2.76391
771,18.0313,2503.4,2.63516
772,19.0313,882.53,0.92898
773,20.0313,5788.52,6.09318
774,21.0313,8696.58,9.15429
775,22.0313,9234.38,9.7204
776,23.0313,7558.05,7.95584
777,24.0313,4179.56,4.39953
778,25.0313,2690.39,2.83199
779,26.0313,3462.62,3.64486
780,27.0313,3389.79,3.56821
781,28.0313,952.73,1.00288
782,29.0313,1229.09,1.29378
783,30.0313,2132.42,2.24466
784,31.0313,2928.24,3.08236
785,32.0313,3525.06,3.71059
786,33.0313,2377.52,2.50265
787,34.0313,1201.54,1.26477
788,35.0313,1347.6,1.41852
789,36.0313,4584.21,4.82548
790,37.0313,7695.23,8.10024
791,38.0313,6027.82,6.34507
792,39.0313,2354.9,2.47884
793,40.0313,3310.68,3.48493
794,41.0313,4912.2,5.17073
795,42.0313,4217.94,4.43994
796,43.0313,3868.78,4.0724
797,44.0313,4783.6,5.03537
798,45.0313,4348.47,4.57734
799,46.0313,3579.32,3.7677
800,47.0313,5785.26,6.08975
801,48.0313,6951.58,7.31745
802,49.0313,4672.82,4.91876
803,50.0313,4449.15,4.68332
804,51.0313,5310.23,5.58971
805,52.0313,5495.07,5.78429
806,53.0313,3340.2,3.516
807,54.0313,1312.91,1.38201
808,55.0313,2797.32,2.94455
809,56.0313,1994.62,2.0996
810,57.0313,1899.3,1.99926
811,58.0313,3477.28,3.6603
812,59.0313,3087.18,3.24966
813,60.0313,721.88,0.75987
814,61.0313,1327.29,1.39715
815,62.0313,2248.58,2.36693
816,63.0313,1563.22,1.64549
817,64.0313,561.08,0.59061
818,65.0313,1083.34,1.14035
819,66.0313,1351,1.42211
820,67.0313,967.82,1.01876
821,68.0313,675.27,0.71081
822,69.0313,2042.38,2.14987
823,70.0313,1250.77,1.3166
824,71.0313,570.79,0.60083
825,72.0313,1737.79,1.82926
826,73.0313,1398.76,1.47238
827,74.0313,366.55,0.38585
828,75.0313,1261.52,1.32791
829,76.0313,1194.52,1.25739
830,77.0313,418.21,0.44022
831,78.0313,333.07,0.3506
832,79.0313,602.54,0.63425
833,80.0313,995.21,1.04759
834,81.0313,1860.24,1.95815
835,82.0313,2177.48,2.29209
836,83.0313,1540.84,1.62193
837,84.0313,1235.96,1.30101
838,85.0313,1633.14,1.71909
839,86.0313,2129.09,2.24114
840,87.0313,1994.87,2.09986
841,88.0313,1335.76,1.40607
842,89.0313,1101.94,1.15994
843,90.0313,1448.88,1.52513
844,91.0313,1321.55,1.3911
845,92.0313,471.93,0.49676
846,93.0313,194.02,0.20423
847,94.0313,834.71,0.87864
848,95.0313,1678.13,1.76645
849,96.0313,1730.72,1.82181
850,97.0313,478.3,0.50347
851,98.0313,266.15,0.28016
