FRAME,RX_TS,FP_INDEX,FP_INT,RXPACC,RXPWR,START,tag_anchor_dist_m,n_samples,raw_csv,aligned_csv
30,189780163819,749.8437,749,914,-65.65,699,0.7,150,01_raw_frames\frame_0030.csv,02_lde_aligned\frame_0030_aligned.csv
31,196169942346,751.0781,751,901,-65.52,701,0.7,150,01_raw_frames\frame_0031.csv,02_lde_aligned\frame_0031_aligned.csv
32,202559721321,751.5781,751,918,-66.21,701,0.7,150,01_raw_frames\frame_0032.csv,02_lde_aligned\frame_0032_aligned.csv
33,208949499831,752.9219,752,893,-65.9,702,0.7,150,01_raw_frames\frame_0033.csv,02_lde_aligned\frame_0033_aligned.csv
34,215339278811,753.4844,753,1043,-66.03,703,0.7,150,01_raw_frames\frame_0034.csv,02_lde_aligned\frame_0034_aligned.csv
35,221729057792,746.4375,746,1051,-65.9,696,0.7,150,01_raw_frames\frame_0035.csv,02_lde_aligned\frame_0035_aligned.csv
36,228118836281,745.9531,745,975,-66.16,695,0.7,150,01_raw_frames\frame_0036.csv,02_lde_aligned\frame_0036_aligned.csv
37,234508615263,746.9219,746,892,-65.71,696,0.7,150,01_raw_frames\frame_0037.csv,02_lde_aligned\frame_0037_aligned.csv
38,240898394208,747.5625,747,1018,-66.07,697,0.7,150,01_raw_frames\frame_0038.csv,02_lde_aligned\frame_0038_aligned.csv
39,247288172670,747.0312,747,998,-65.94,697,0.7,150,01_raw_frames\frame_0039.csv,02_lde_aligned\frame_0039_aligned.csv
40,253677951621,748.2656,748,911,-65.79,698,0.7,150,01_raw_frames\frame_0040.csv,02_lde_aligned\frame_0040_aligned.csv
41,260067730552,747.8125,747,1046,-66.03,697,0.7,150,01_raw_frames\frame_0041.csv,02_lde_aligned\frame_0041_aligned.csv
42,266457508962,747.3437,747,980,-66,697,0.7,150,01_raw_frames\frame_0042.csv,02_lde_aligned\frame_0042_aligned.csv
43,272847287893,747.6406,747,961,-65.86,697,0.7,150,01_raw_frames\frame_0043.csv,02_lde_aligned\frame_0043_aligned.csv
44,279237066807,746.9219,746,985,-65.93,696,0.7,150,01_raw_frames\frame_0044.csv,02_lde_aligned\frame_0044_aligned.csv
45,285626845199,745.6719,745,1027,-65.92,695,0.7,150,01_raw_frames\frame_0045.csv,02_lde_aligned\frame_0045_aligned.csv
46,292016624126,754.0156,754,907,-65.65,704,0.7,150,01_raw_frames\frame_0046.csv,02_lde_aligned\frame_0046_aligned.csv
47,298406403024,753.3125,753,965,-65.74,703,0.7,150,01_raw_frames\frame_0047.csv,02_lde_aligned\frame_0047_aligned.csv
48,304796181384,752.1875,752,931,-65.93,702,0.7,150,01_raw_frames\frame_0048.csv,02_lde_aligned\frame_0048_aligned.csv
49,311185960259,750.9844,750,907,-65.92,700,0.7,150,01_raw_frames\frame_0049.csv,02_lde_aligned\frame_0049_aligned.csv
50,317575738609,750.0937,750,984,-66.38,700,0.7,150,01_raw_frames\frame_0050.csv,02_lde_aligned\frame_0050_aligned.csv
51,323965517473,748.2031,748,929,-66.03,698,0.7,150,01_raw_frames\frame_0051.csv,02_lde_aligned\frame_0051_aligned.csv
52,330355296339,747.1094,747,909,-65.98,697,0.7,150,01_raw_frames\frame_0052.csv,02_lde_aligned\frame_0052_aligned.csv
53,336745074648,753.1875,753,1071,-66.1,703,0.7,150,01_raw_frames\frame_0053.csv,02_lde_aligned\frame_0053_aligned.csv
54,343134853492,752.0156,752,946,-66.72,702,0.7,150,01_raw_frames\frame_0054.csv,02_lde_aligned\frame_0054_aligned.csv
55,349524632324,749.125,749,907,-66.08,699,0.7,150,01_raw_frames\frame_0055.csv,02_lde_aligned\frame_0055_aligned.csv
56,355914410619,747.875,747,965,-66.38,697,0.7,150,01_raw_frames\frame_0056.csv,02_lde_aligned\frame_0056_aligned.csv
57,362304189432,753.8281,753,908,-66.61,703,0.7,150,01_raw_frames\frame_0057.csv,02_lde_aligned\frame_0057_aligned.csv
58,368693968220,751.25,751,994,-66.17,701,0.7,150,01_raw_frames\frame_0058.csv,02_lde_aligned\frame_0058_aligned.csv
59,375083747001,748.0937,748,994,-66.35,698,0.7,150,01_raw_frames\frame_0059.csv,02_lde_aligned\frame_0059_aligned.csv
60,381473525270,745.7969,745,932,-66.52,695,0.7,150,01_raw_frames\frame_0060.csv,02_lde_aligned\frame_0060_aligned.csv
61,387863304055,751.0625,751,904,-66.32,701,0.7,150,01_raw_frames\frame_0061.csv,02_lde_aligned\frame_0061_aligned.csv
62,394253082778,748.3594,748,1049,-66.47,698,0.7,150,01_raw_frames\frame_0062.csv,02_lde_aligned\frame_0062_aligned.csv
63,400642861037,753.6562,753,956,-66.37,703,0.7,150,01_raw_frames\frame_0063.csv,02_lde_aligned\frame_0063_aligned.csv
64,407032639806,750.9062,750,907,-65.84,700,0.7,150,01_raw_frames\frame_0064.csv,02_lde_aligned\frame_0064_aligned.csv
65,413422418505,746.7187,746,954,-66.43,696,0.7,150,01_raw_frames\frame_0065.csv,02_lde_aligned\frame_0065_aligned.csv
66,419812196715,752.125,752,966,-66.43,702,0.7,150,01_raw_frames\frame_0066.csv,02_lde_aligned\frame_0066_aligned.csv
67,426201975431,748.4219,748,952,-66.25,698,0.7,150,01_raw_frames\frame_0067.csv,02_lde_aligned\frame_0067_aligned.csv
68,432591754123,751.625,751,1057,-66.3,701,0.7,150,01_raw_frames\frame_0068.csv,02_lde_aligned\frame_0068_aligned.csv
69,438981532822,747.7812,747,970,-65.9,697,0.7,150,01_raw_frames\frame_0069.csv,02_lde_aligned\frame_0069_aligned.csv
70,445371310968,751.5781,751,949,-66.46,701,0.7,150,01_raw_frames\frame_0070.csv,02_lde_aligned\frame_0070_aligned.csv
71,451761089659,747.9844,747,1028,-66.19,697,0.7,150,01_raw_frames\frame_0071.csv,02_lde_aligned\frame_0071_aligned.csv
72,458150878543,750.6875,750,1017,-66.3,700,0.7,150,01_raw_frames\frame_0072.csv,02_lde_aligned\frame_0072_aligned.csv
73,464540657194,746.7344,746,993,-66.49,696,0.7,150,01_raw_frames\frame_0073.csv,02_lde_aligned\frame_0073_aligned.csv
74,470930435837,750.2812,750,984,-66.39,700,0.7,150,01_raw_frames\frame_0074.csv,02_lde_aligned\frame_0074_aligned.csv
75,477320203741,752.8906,752,905,-65.91,702,0.7,150,01_raw_frames\frame_0075.csv,02_lde_aligned\frame_0075_aligned.csv
76,483709982354,748.7187,748,1043,-66.07,698,0.7,150,01_raw_frames\frame_0076.csv,02_lde_aligned\frame_0076_aligned.csv
77,490099760475,751.1094,751,921,-66.06,701,0.7,150,01_raw_frames\frame_0077.csv,02_lde_aligned\frame_0077_aligned.csv
78,496489539078,745.7812,745,948,-65.98,695,0.7,150,01_raw_frames\frame_0078.csv,02_lde_aligned\frame_0078_aligned.csv
79,502879317666,748.6094,748,977,-66.26,698,0.7,150,01_raw_frames\frame_0079.csv,02_lde_aligned\frame_0079_aligned.csv
80,509269096264,751.3281,751,966,-66.33,701,0.7,150,01_raw_frames\frame_0080.csv,02_lde_aligned\frame_0080_aligned.csv
81,515658874343,745.4219,745,1022,-65.89,695,0.7,150,01_raw_frames\frame_0081.csv,02_lde_aligned\frame_0081_aligned.csv
82,522048652935,748.4219,748,971,-66.11,698,0.7,150,01_raw_frames\frame_0082.csv,02_lde_aligned\frame_0082_aligned.csv
83,528438431503,750.5469,750,1035,-65.9,700,0.7,150,01_raw_frames\frame_0083.csv,02_lde_aligned\frame_0083_aligned.csv
84,534828210102,752.4062,752,983,-65.77,702,0.7,150,01_raw_frames\frame_0084.csv,02_lde_aligned\frame_0084_aligned.csv
85,541217988137,746.7031,746,966,-66.13,696,0.7,150,01_raw_frames\frame_0085.csv,02_lde_aligned\frame_0085_aligned.csv
86,547607766713,748.9375,748,900,-65.5,698,0.7,150,01_raw_frames\frame_0086.csv,02_lde_aligned\frame_0086_aligned.csv
87,553997545240,749.8125,749,1056,-65.95,699,0.7,150,01_raw_frames\frame_0087.csv,02_lde_aligned\frame_0087_aligned.csv
88,560387323823,752.5469,752,1056,-65.85,702,0.7,150,01_raw_frames\frame_0088.csv,02_lde_aligned\frame_0088_aligned.csv
89,566777101821,745.5156,745,933,-66.24,695,0.7,150,01_raw_frames\frame_0089.csv,02_lde_aligned\frame_0089_aligned.csv
90,573166880373,748.0156,748,907,-66.1,698,0.7,150,01_raw_frames\frame_0090.csv,02_lde_aligned\frame_0090_aligned.csv
91,579556658903,749.6719,749,951,-66.22,699,0.7,150,01_raw_frames\frame_0091.csv,02_lde_aligned\frame_0091_aligned.csv
92,585946436926,750.6719,750,917,-66.36,700,0.7,150,01_raw_frames\frame_0092.csv,02_lde_aligned\frame_0092_aligned.csv
93,592336215436,752.5,752,916,-66.2,702,0.7,150,01_raw_frames\frame_0093.csv,02_lde_aligned\frame_0093_aligned.csv
94,598725993949,752.8906,752,1008,-66.23,702,0.7,150,01_raw_frames\frame_0094.csv,02_lde_aligned\frame_0094_aligned.csv
95,605115772456,746.8125,746,1052,-65.7,696,0.7,150,01_raw_frames\frame_0095.csv,02_lde_aligned\frame_0095_aligned.csv
96,611505550442,747.8594,747,979,-66.41,697,0.7,150,01_raw_frames\frame_0096.csv,02_lde_aligned\frame_0096_aligned.csv
97,617895328941,748.0312,748,932,-66.27,698,0.7,150,01_raw_frames\frame_0097.csv,02_lde_aligned\frame_0097_aligned.csv
98,624285107426,749.7344,749,1011,-66.59,699,0.7,150,01_raw_frames\frame_0098.csv,02_lde_aligned\frame_0098_aligned.csv
99,630674885916,750.7656,750,972,-66.43,700,0.7,150,01_raw_frames\frame_0099.csv,02_lde_aligned\frame_0099_aligned.csv
100,637064663864,751.3125,751,1088,-66.21,701,0.7,150,01_raw_frames\frame_0100.csv,02_lde_aligned\frame_0100_aligned.csv
101,643454442360,752.3125,752,899,-66,702,0.7,150,01_raw_frames\frame_0101.csv,02_lde_aligned\frame_0101_aligned.csv
102,649844220816,752.6875,752,931,-66.22,702,0.7,150,01_raw_frames\frame_0102.csv,02_lde_aligned\frame_0102_aligned.csv
103,656233998761,752.4687,752,915,-66.46,702,0.7,150,01_raw_frames\frame_0103.csv,02_lde_aligned\frame_0103_aligned.csv
104,662623777215,753.2969,753,1028,-66.14,703,0.7,150,01_raw_frames\frame_0104.csv,02_lde_aligned\frame_0104_aligned.csv
105,669013555672,752.9375,752,900,-66.04,702,0.7,150,01_raw_frames\frame_0105.csv,02_lde_aligned\frame_0105_aligned.csv
106,675403334097,753.5781,753,1084,-66.1,703,0.7,150,01_raw_frames\frame_0106.csv,02_lde_aligned\frame_0106_aligned.csv
107,681793112024,753.1875,753,912,-66.2,703,0.7,150,01_raw_frames\frame_0107.csv,02_lde_aligned\frame_0107_aligned.csv
108,688182890438,753.5312,753,943,-66.23,703,0.7,150,01_raw_frames\frame_0108.csv,02_lde_aligned\frame_0108_aligned.csv
109,694572668875,752.9844,752,917,-66.23,702,0.7,150,01_raw_frames\frame_0109.csv,02_lde_aligned\frame_0109_aligned.csv
110,700962447301,753.3906,753,913,-65.78,703,0.7,150,01_raw_frames\frame_0110.csv,02_lde_aligned\frame_0110_aligned.csv
111,707352225176,751.8125,751,1048,-66.18,701,0.7,150,01_raw_frames\frame_0111.csv,02_lde_aligned\frame_0111_aligned.csv
112,713742003577,751.7031,751,1081,-66.11,701,0.7,150,01_raw_frames\frame_0112.csv,02_lde_aligned\frame_0112_aligned.csv
113,720131781975,750.9375,750,1006,-66.28,700,0.7,150,01_raw_frames\frame_0113.csv,02_lde_aligned\frame_0113_aligned.csv
114,726521559843,750.5,750,1006,-66.55,700,0.7,150,01_raw_frames\frame_0114.csv,02_lde_aligned\frame_0114_aligned.csv
115,732911338224,749.5625,749,943,-66.25,699,0.7,150,01_raw_frames\frame_0115.csv,02_lde_aligned\frame_0115_aligned.csv
116,739301116569,748.7187,748,962,-66.3,698,0.7,150,01_raw_frames\frame_0116.csv,02_lde_aligned\frame_0116_aligned.csv
117,745690894937,747.4531,747,921,-65.92,697,0.7,150,01_raw_frames\frame_0117.csv,02_lde_aligned\frame_0117_aligned.csv
118,752080672740,753.5,753,930,-66.26,703,0.7,150,01_raw_frames\frame_0118.csv,02_lde_aligned\frame_0118_aligned.csv
119,758470451077,751.6406,751,1017,-66.17,701,0.7,150,01_raw_frames\frame_0119.csv,02_lde_aligned\frame_0119_aligned.csv
120,764860229405,750.7656,750,1060,-66.09,700,0.7,150,01_raw_frames\frame_0120.csv,02_lde_aligned\frame_0120_aligned.csv
121,771250007707,748.1094,748,928,-66.12,698,0.7,150,01_raw_frames\frame_0121.csv,02_lde_aligned\frame_0121_aligned.csv
122,777639785502,745.7812,745,1047,-66.2,695,0.7,150,01_raw_frames\frame_0122.csv,02_lde_aligned\frame_0122_aligned.csv
123,784029563783,752.6719,752,1046,-66.18,702,0.7,150,01_raw_frames\frame_0123.csv,02_lde_aligned\frame_0123_aligned.csv
124,790419342071,750.2969,750,1028,-66.11,700,0.7,150,01_raw_frames\frame_0124.csv,02_lde_aligned\frame_0124_aligned.csv
125,796809120359,747.2969,747,928,-66.04,697,0.7,150,01_raw_frames\frame_0125.csv,02_lde_aligned\frame_0125_aligned.csv
126,803198898112,752.3125,752,925,-66.21,702,0.7,150,01_raw_frames\frame_0126.csv,02_lde_aligned\frame_0126_aligned.csv
127,809588676348,750.5156,750,982,-66.54,700,0.7,150,01_raw_frames\frame_0127.csv,02_lde_aligned\frame_0127_aligned.csv
128,815978454604,746.6406,746,1014,-66.32,696,0.7,150,01_raw_frames\frame_0128.csv,02_lde_aligned\frame_0128_aligned.csv
129,822368232870,751.9062,751,929,-66.1,701,0.7,150,01_raw_frames\frame_0129.csv,02_lde_aligned\frame_0129_aligned.csv
130,828758010575,749.5625,749,946,-66.27,699,0.7,150,01_raw_frames\frame_0130.csv,02_lde_aligned\frame_0130_aligned.csv
131,835147788821,746.7656,746,925,-65.96,696,0.7,150,01_raw_frames\frame_0131.csv,02_lde_aligned\frame_0131_aligned.csv
132,841537567037,750.5,750,943,-65.58,700,0.7,150,01_raw_frames\frame_0132.csv,02_lde_aligned\frame_0132_aligned.csv
133,847927344733,746.875,746,920,-65.55,696,0.7,150,01_raw_frames\frame_0133.csv,02_lde_aligned\frame_0133_aligned.csv
134,854317122912,751.9375,751,975,-66.21,701,0.7,150,01_raw_frames\frame_0134.csv,02_lde_aligned\frame_0134_aligned.csv
135,860706901106,747.4844,747,946,-66.42,697,0.7,150,01_raw_frames\frame_0135.csv,02_lde_aligned\frame_0135_aligned.csv
136,867096679300,752.5,752,922,-66.11,702,0.7,150,01_raw_frames\frame_0136.csv,02_lde_aligned\frame_0136_aligned.csv
137,873486456956,747.3906,747,986,-66.49,697,0.7,150,01_raw_frames\frame_0137.csv,02_lde_aligned\frame_0137_aligned.csv
138,879876235135,751.2969,751,900,-65.92,701,0.7,150,01_raw_frames\frame_0138.csv,02_lde_aligned\frame_0138_aligned.csv
139,886266013287,747.6719,747,949,-66.13,697,0.7,150,01_raw_frames\frame_0139.csv,02_lde_aligned\frame_0139_aligned.csv
140,892655791470,752.0156,752,886,-65.46,702,0.7,150,01_raw_frames\frame_0140.csv,02_lde_aligned\frame_0140_aligned.csv
141,899045569070,746.6719,746,946,-66.82,696,0.7,150,01_raw_frames\frame_0141.csv,02_lde_aligned\frame_0141_aligned.csv
142,905435347231,750.1562,750,891,-65.56,700,0.7,150,01_raw_frames\frame_0142.csv,02_lde_aligned\frame_0142_aligned.csv
143,911825125318,752.6719,752,1024,-66.37,702,0.7,150,01_raw_frames\frame_0143.csv,02_lde_aligned\frame_0143_aligned.csv
144,918214903449,749.0781,749,944,-65.68,699,0.7,150,01_raw_frames\frame_0144.csv,02_lde_aligned\frame_0144_aligned.csv
145,924604681572,751.125,751,913,-66.08,701,0.7,150,01_raw_frames\frame_0145.csv,02_lde_aligned\frame_0145_aligned.csv
146,930994459143,746.6719,746,1035,-66.08,696,0.7,150,01_raw_frames\frame_0146.csv,02_lde_aligned\frame_0146_aligned.csv
147,937384237247,749.0469,749,923,-65.86,699,0.7,150,01_raw_frames\frame_0147.csv,02_lde_aligned\frame_0147_aligned.csv
148,943774015338,751.9687,751,901,-65.96,701,0.7,150,01_raw_frames\frame_0148.csv,02_lde_aligned\frame_0148_aligned.csv
149,950163793392,746.4375,746,981,-66.26,696,0.7,150,01_raw_frames\frame_0149.csv,02_lde_aligned\frame_0149_aligned.csv
150,956553570947,747.6094,747,995,-66.09,697,0.7,150,01_raw_frames\frame_0150.csv,02_lde_aligned\frame_0150_aligned.csv
151,962943348978,725.0156,725,911,-77.92,675,0.7,150,01_raw_frames\frame_0151.csv,02_lde_aligned\frame_0151_aligned.csv
152,969333127064,751.9375,751,897,-65.87,701,0.7,150,01_raw_frames\frame_0152.csv,02_lde_aligned\frame_0152_aligned.csv
153,975722905069,746.3906,746,1092,-66.01,696,0.7,150,01_raw_frames\frame_0153.csv,02_lde_aligned\frame_0153_aligned.csv
154,982112682575,747.4375,747,971,-66.49,697,0.7,150,01_raw_frames\frame_0154.csv,02_lde_aligned\frame_0154_aligned.csv
155,988502460611,748.625,748,982,-66.29,698,0.7,150,01_raw_frames\frame_0155.csv,02_lde_aligned\frame_0155_aligned.csv
156,994892238611,750.75,750,958,-66.49,700,0.7,150,01_raw_frames\frame_0156.csv,02_lde_aligned\frame_0156_aligned.csv
157,1001282016610,751.7187,751,931,-65.71,701,0.7,150,01_raw_frames\frame_0157.csv,02_lde_aligned\frame_0157_aligned.csv
158,1007671794081,752.4531,752,916,-65.91,702,0.7,150,01_raw_frames\frame_0158.csv,02_lde_aligned\frame_0158_aligned.csv
159,1014061572061,744.8906,744,1006,-66.07,694,0.7,150,01_raw_frames\frame_0159.csv,02_lde_aligned\frame_0159_aligned.csv
160,1020451350035,746.7344,746,897,-65.88,696,0.7,150,01_raw_frames\frame_0160.csv,02_lde_aligned\frame_0160_aligned.csv
161,1026841128003,747.4844,747,932,-66.11,697,0.7,150,01_raw_frames\frame_0161.csv,02_lde_aligned\frame_0161_aligned.csv
162,1033230905427,746.7344,746,984,-66.15,696,0.7,150,01_raw_frames\frame_0162.csv,02_lde_aligned\frame_0162_aligned.csv
163,1039620683374,747.4062,747,1082,-65.96,697,0.7,150,01_raw_frames\frame_0163.csv,02_lde_aligned\frame_0163_aligned.csv
164,1046010461318,747.7812,747,960,-66.19,697,0.7,150,01_raw_frames\frame_0164.csv,02_lde_aligned\frame_0164_aligned.csv
165,1052400239246,747.9219,747,1042,-66.33,697,0.7,150,01_raw_frames\frame_0165.csv,02_lde_aligned\frame_0165_aligned.csv
166,1058790017168,748.2031,748,966,-66.7,698,0.7,150,01_raw_frames\frame_0166.csv,02_lde_aligned\frame_0166_aligned.csv
167,1065179794551,747.5781,747,962,-66.9,697,0.7,150,01_raw_frames\frame_0167.csv,02_lde_aligned\frame_0167_aligned.csv
168,1071569572451,747.6406,747,972,-67.13,697,0.7,150,01_raw_frames\frame_0168.csv,02_lde_aligned\frame_0168_aligned.csv
169,1077959350342,747.4219,747,966,-66.74,697,0.7,150,01_raw_frames\frame_0169.csv,02_lde_aligned\frame_0169_aligned.csv
170,1084349128238,746.9219,746,1027,-66.31,696,0.7,150,01_raw_frames\frame_0170.csv,02_lde_aligned\frame_0170_aligned.csv
171,1090738905604,745.6406,745,954,-66.45,695,0.7,150,01_raw_frames\frame_0171.csv,02_lde_aligned\frame_0171_aligned.csv
172,1097128683471,753.1719,753,1049,-66.26,703,0.7,150,01_raw_frames\frame_0172.csv,02_lde_aligned\frame_0172_aligned.csv
173,4006833554,752.8594,752,971,-66.47,702,0.7,150,01_raw_frames\frame_0173.csv,02_lde_aligned\frame_0173_aligned.csv
174,10396611410,750.7187,750,1116,-65.82,700,0.7,150,01_raw_frames\frame_0174.csv,02_lde_aligned\frame_0174_aligned.csv
175,16786388750,749.6562,749,990,-66.04,699,0.7,150,01_raw_frames\frame_0175.csv,02_lde_aligned\frame_0175_aligned.csv
176,23176166572,748.75,748,920,-65.95,698,0.7,150,01_raw_frames\frame_0176.csv,02_lde_aligned\frame_0176_aligned.csv
177,29565944437,747.875,747,900,-65.14,697,0.7,150,01_raw_frames\frame_0177.csv,02_lde_aligned\frame_0177_aligned.csv
178,35955722225,745.4531,745,907,-65.74,695,0.7,150,01_raw_frames\frame_0178.csv,02_lde_aligned\frame_0178_aligned.csv
179,42345500058,751.9531,751,947,-65.34,701,0.7,150,01_raw_frames\frame_0179.csv,02_lde_aligned\frame_0179_aligned.csv
180,48735277346,750.0937,750,924,-65.87,700,0.7,150,01_raw_frames\frame_0180.csv,02_lde_aligned\frame_0180_aligned.csv
181,55125055131,748.5,748,931,-66.59,698,0.7,150,01_raw_frames\frame_0181.csv,02_lde_aligned\frame_0181_aligned.csv
182,61514832949,746.8906,746,909,-65.85,696,0.7,150,01_raw_frames\frame_0182.csv,02_lde_aligned\frame_0182_aligned.csv
183,67904610731,751.9687,751,903,-65.65,701,0.7,150,01_raw_frames\frame_0183.csv,02_lde_aligned\frame_0183_aligned.csv
184,74294388519,750.9375,750,904,-66.33,700,0.7,150,01_raw_frames\frame_0184.csv,02_lde_aligned\frame_0184_aligned.csv
185,80684166287,748.6875,748,930,-66.3,698,0.7,150,01_raw_frames\frame_0185.csv,02_lde_aligned\frame_0185_aligned.csv
186,87073943537,746.2187,746,994,-66.36,696,0.7,150,01_raw_frames\frame_0186.csv,02_lde_aligned\frame_0186_aligned.csv
187,93463721328,751.6875,751,928,-66.17,701,0.7,150,01_raw_frames\frame_0187.csv,02_lde_aligned\frame_0187_aligned.csv
188,99853499078,748.6562,748,1086,-66.19,698,0.7,150,01_raw_frames\frame_0188.csv,02_lde_aligned\frame_0188_aligned.csv
189,106243276829,746.5312,746,1006,-66.48,696,0.7,150,01_raw_frames\frame_0189.csv,02_lde_aligned\frame_0189_aligned.csv
190,112633054583,752.5625,752,930,-66.45,702,0.7,150,01_raw_frames\frame_0190.csv,02_lde_aligned\frame_0190_aligned.csv
191,119022831813,748.9062,748,1050,-66.48,698,0.7,150,01_raw_frames\frame_0191.csv,02_lde_aligned\frame_0191_aligned.csv
192,125412609568,746.0781,746,927,-66.27,696,0.7,150,01_raw_frames\frame_0192.csv,02_lde_aligned\frame_0192_aligned.csv
193,131802387264,750.8281,750,993,-66.66,700,0.7,150,01_raw_frames\frame_0193.csv,02_lde_aligned\frame_0193_aligned.csv
194,138192164999,748.2969,748,933,-65.92,698,0.7,150,01_raw_frames\frame_0194.csv,02_lde_aligned\frame_0194_aligned.csv
195,144581942695,752.7969,752,971,-66.25,702,0.7,150,01_raw_frames\frame_0195.csv,02_lde_aligned\frame_0195_aligned.csv
196,150971720378,748.6094,748,939,-66.5,698,0.7,150,01_raw_frames\frame_0196.csv,02_lde_aligned\frame_0196_aligned.csv
197,157361498060,752.8906,752,989,-66.59,702,0.7,150,01_raw_frames\frame_0197.csv,02_lde_aligned\frame_0197_aligned.csv
198,163751275237,750.2656,750,925,-65.9,700,0.7,150,01_raw_frames\frame_0198.csv,02_lde_aligned\frame_0198_aligned.csv
199,170141052912,745.9375,745,1033,-65.86,695,0.7,150,01_raw_frames\frame_0199.csv,02_lde_aligned\frame_0199_aligned.csv
200,176530830535,748.6875,748,963,-66.37,698,0.7,150,01_raw_frames\frame_0200.csv,02_lde_aligned\frame_0200_aligned.csv
201,182920608166,744.2969,744,1012,-66.36,694,0.7,150,01_raw_frames\frame_0201.csv,02_lde_aligned\frame_0201_aligned.csv
202,189310385798,748.2812,748,1031,-66.2,698,0.7,150,01_raw_frames\frame_0202.csv,02_lde_aligned\frame_0202_aligned.csv
203,195700163427,751.25,751,1016,-66.38,701,0.7,150,01_raw_frames\frame_0203.csv,02_lde_aligned\frame_0203_aligned.csv
