taps_from_fp,amplitude_norm_diff,background_mean,phase2_mean,n_background,n_phase2
-50,-0.0179023446996074,0.158699286147368,0.14079694144776,95,67
-49.5,-0.00386926131437684,0.157179548926315,0.153310287611939,95,67
-49,0.0102186825134317,0.1665184568,0.176737139313432,95,67
-48.5,0.0208597155413983,0.177311251652632,0.19817096719403,95,67
-48,0.0162421298584451,0.188602454768422,0.204844584626867,95,67
-47.5,0.000593818309191058,0.206479248168421,0.207073066477612,95,67
-47,-0.0104636132219957,0.222711394147368,0.212247780925373,95,67
-46.5,-0.0156919833729772,0.225376071178948,0.209684087805971,95,67
-46,-0.0289092435501948,0.213671168326316,0.184761924776121,95,67
-45.5,-0.0422348543435959,0.200814294642105,0.158579440298509,95,67
-45,-0.0380140652939513,0.200503670189473,0.162489604895522,95,67
-44.5,-0.0198313200117845,0.207965233578947,0.188133913567163,95,67
-44,0.00769151959748526,0.213350681536843,0.221042201134328,95,67
-43.5,0.0258635219945009,0.221475625736842,0.247339147731343,95,67
-43,0.0242394933249017,0.234995415063158,0.25923490838806,95,67
-42.5,0.0143727751712484,0.244156217052632,0.258528992223881,95,67
-42,0.00360418381068409,0.242894385368421,0.246498569179105,95,67
-41.5,-0.0056866817984278,0.239106088589473,0.233419406791045,95,67
-41,-0.0243492597084048,0.248697126126316,0.224347866417911,95,67
-40.5,-0.045147488240062,0.256015687568421,0.210868199328359,95,67
-40,-0.0475536790964633,0.228861548126315,0.181307869029852,95,67
-39.5,-0.0294406357065194,0.182318930273684,0.152878294567165,95,67
-39,-0.00627440535475327,0.148441623936842,0.142167218582089,95,67
-38.5,0.00624041154611066,0.137847369021052,0.144087780567163,95,67
-38,0.0123431710923793,0.143974052221053,0.156317223313432,95,67
-37.5,0.0184633486169673,0.151365359726316,0.169828708343284,95,67
-37,0.0249096477547526,0.151201955663158,0.17611160341791,95,67
-36.5,0.0275922961531823,0.140750468473684,0.168342764626866,95,67
-36,0.0197898262804414,0.127810422421052,0.147600248701493,95,67
-35.5,0.00819228043833577,0.122980234263157,0.131172514701493,95,67
-35,0.0032206689209747,0.124543749989473,0.127764418910448,95,67
-34.5,0.00351480533904253,0.12906816816842,0.132582973507463,95,67
-34,0.00376270544367679,0.138818892347368,0.142581597791045,95,67
-33.5,0.0043072458571862,0.147864379336843,0.152171625194029,95,67
-33,0.0102402472457165,0.149074808873686,0.159315056119402,95,67
-32.5,0.00466990326833966,0.170380493642106,0.175050396910445,95,67
-32,-0.0111591969764407,0.253592623842107,0.242433426865666,95,67
-31.5,-0.0261082982674049,0.372658622431581,0.346550324164176,95,67
-31,-0.0353574948344071,0.458734991610527,0.42337749677612,95,67
-30.5,-0.0366507025605666,0.490705216515791,0.454054513955224,95,67
-30,-0.0420031776296937,0.492272389778948,0.450269212149254,95,67
-29.5,-0.042223753711971,0.482888711002105,0.440664957290134,95,67
-29,-0.0228405105517942,0.447374317002104,0.42453380645031,95,67
-28.5,0.026510697888351,0.357921493886314,0.384432191774665,95,67
-28,0.0516818437524484,0.2638532174809,0.315535061233349,95,67
-27.5,-0.00061941943012267,0.26915634580872,0.268536926378598,95,67
-27,-0.0740873414290346,0.345435302326015,0.271347960896981,95,67
-26.5,-0.102710334355989,0.375837104801203,0.273126770445214,95,67
-26,-0.0914761418593777,0.352392785718495,0.260916643859118,95,67
-25.5,-0.0752570639773674,0.31852148566737,0.243264421690002,95,67
-25,-0.0612747234503538,0.275850935710979,0.214576212260625,95,67
-24.5,-0.0374770637272667,0.242731611080902,0.205254547353635,95,67
-24,-0.0208428044107817,0.262772223335038,0.241929418924256,95,67
-23.5,-0.0202253424448049,0.319032694357596,0.298807351912791,95,67
-23,-0.017136149760365,0.349408934706466,0.332272784946101,95,67
-22.5,-0.0132457298134003,0.333329500076391,0.320083770262991,95,67
-22,-0.0117561780090873,0.289778383962105,0.278022205953017,95,67
-21.5,-0.0128169984085456,0.246156308753082,0.233339310344536,95,67
-21,-0.0129952925924519,0.210752682059849,0.197757389467397,95,67
-20.5,-0.0202551921674025,0.194339640966616,0.174084448799213,95,67
-20,-0.0436458165682782,0.211438388147068,0.16779257157879,95,67
-19.5,-0.0536039082855078,0.236875674599098,0.18327176631359,95,67
-19,-0.0333443132117544,0.255356527379549,0.222012214167794,95,67
-18.5,-0.0117881275640802,0.276055065854738,0.264266938290657,95,67
-18,0.00195939187894406,0.276721092833083,0.278680484712027,95,67
-17.5,0.0167114955291325,0.240739426171429,0.257450921700561,95,67
-17,0.0163135629469566,0.194015198846616,0.210328761793573,95,67
-16.5,0.0118390527284862,0.159131146784961,0.170970199513448,95,67
-16,0.0108684330814224,0.145070205554887,0.155938638636309,95,67
-15.5,0.00685374131102875,0.148007377851127,0.154861119162156,95,67
-15,0.0121517740551656,0.1540033862,0.166155160255165,95,67
-14.5,0.0189428073949048,0.159207130938345,0.17814993833325,95,67
-14,0.0210159614647534,0.160883114842104,0.181899076306858,95,67
-13.5,0.0140509647304249,0.168342297505263,0.182393262235688,95,67
-13,0.0048071138815621,0.204942377715791,0.209749491597353,95,67
-12.5,0.000136513261140225,0.265542158115791,0.265678671376931,95,67
-12,-0.00524247627082697,0.310775211263159,0.305532734992332,95,67
-11.5,-0.0107700096533855,0.324275678589474,0.313505668936089,95,67
-11,-0.0197172527132414,0.333228698473684,0.313511445760443,95,67
-10.5,-0.0262721858152019,0.3515759614,0.325303775584798,95,67
-10,-0.0320577937341308,0.361025964799999,0.328968171065869,95,67
-9.5,-0.0397737956662678,0.344891298094736,0.305117502428468,95,67
-9,-0.0455607712690157,0.298576577126315,0.253015805857299,95,67
-8.5,-0.0391737776235313,0.238067194894736,0.198893417271205,95,67
-8,-0.0232559761098612,0.188759864526315,0.165503888416454,95,67
-7.5,-0.0107806811638265,0.158638645621052,0.147857964457226,95,67
-7,-0.000317104052041467,0.146259038505263,0.145941934453222,95,67
-6.5,0.010435490531543,0.146023610768421,0.156459101299964,95,67
-6,0.0235786695778133,0.150766953031579,0.174345622609392,95,67
-5.5,0.038447786517878,0.152121923326316,0.190569709844194,95,67
-5,0.0438873665167021,0.141997011547368,0.18588437806407,95,67
-4.5,0.029563133393608,0.129412967905263,0.158976101298871,95,67
-4,0.00934904535519604,0.12374710571579,0.133096151070986,95,67
-3.5,-0.00222848992343505,0.12578198491579,0.123553494992355,95,67
-3,-0.00875965918101385,0.135044678094737,0.126285018913723,95,67
-2.5,-0.00194307117024944,0.144210227915789,0.14226715674554,95,67
-2,0.0284929028862254,0.26059370581053,0.289086608696755,95,67
-1.5,0.012704800261632,0.80393851396843,0.816643314230062,95,67
-1,0.0571097225713335,2.34613196232634,2.40324168489768,95,67
-0.5,-0.0759017634359838,5.29121788956847,5.21531612613248,95,67
0,-0.128322087388167,9.48614343862111,9.35782135123294,95,67
0.5,-0.176441214943136,13.7567662700527,13.5803250551095,95,67
1,-0.311491519423914,16.7487951259474,16.4373036065235,95,67
1.5,-0.269456837414708,18.263638266979,17.9941814295643,95,67
2,-0.292583669847133,18.7843263379895,18.4917426681423,95,67
2.5,-0.230501329188449,18.6607600197895,18.430258690601,95,67
3,-0.0867613880022979,17.4590661573158,17.3723047693135,95,67
3.5,0.526287600890184,14.3091266403894,14.8354142412796,95,67
4,0.979769196211695,9.70893988116837,10.6887090773801,95,67
4.5,0.53418792784173,7.04101359439998,7.57520152224171,95,67
5,-0.158662423186216,7.93797895620002,7.77931653301381,95,67
5.5,-0.46452478341423,9.13777332702107,8.67324854360684,95,67
6,-0.262505947273456,8.06000876683155,7.79750281955809,95,67
6.5,0.584061053740454,5.51792949523154,6.101990548972,95,67
7,1.27977366733138,3.71791709390526,4.99769076123664,95,67
7.5,0.80996528697842,4.26885919646317,5.07882448344159,95,67
8,-0.209831632129187,6.89489198153688,6.68506034940769,95,67
8.5,-1.28465483278834,9.74271409632636,8.45805926353802,95,67
9,-2.15624322072718,11.2086651471369,9.05242192640968,95,67
9.5,-2.48858057827136,10.6570170601895,8.1684364819181,95,67
10,-2.28749733536947,8.17482453827364,5.88732720290417,95,67
10.5,-1.469505071042,4.97567878112625,3.50617371008425,95,67
11,-0.605454442605749,2.45577671298945,1.8503222703837,95,67
11.5,-0.267493242726178,1.28893519817893,1.02144195545275,95,67
12,-0.230932218121843,1.11896807286314,0.8880358547413,95,67
12.5,-0.215843687284996,1.18404302238948,0.968199335104479,95,67
13,-0.0627225212695122,1.41649694937895,1.35377442810944,95,67
13.5,-0.00791974923798033,1.93112193762105,1.92320218838307,95,67
14,-0.085379033948791,2.46065481133685,2.37527577738806,95,67
14.5,-0.0771367158979381,2.64772692558948,2.57059020969154,95,67
15,0.0234231718198048,2.43723289974736,2.46065607156717,95,67
15.5,0.233050916576598,2.02140801773684,2.25445893431343,95,67
16,0.501549478604873,1.61839403594736,2.11994351455224,95,67
16.5,0.72422809412475,1.41140943408421,2.13563752820896,95,67
17,0.857485684393404,1.43429628508421,2.29178196947762,95,67
17.5,0.859409128486575,1.4679942742,2.32740340268658,95,67
18,0.671055798603636,1.22471970651579,1.89577550511942,95,67
18.5,0.38371722437581,0.969029948042102,1.35274717241791,95,67
19,0.218549042255544,1.53850445314738,1.75705349540293,95,67
19.5,0.126119621212968,3.09354986165265,3.21966948286562,95,67
20,0.153469923173855,5.05453954209476,5.20800946526862,95,67
20.5,0.0862372983900457,6.93335711832634,7.01959441671638,95,67
21,-0.10370385765769,8.44965307892633,8.34594922126864,95,67
21.5,-0.213491653681722,9.47334146954738,9.25984981586566,95,67
22,-0.282549048484832,9.85905450576842,9.57650545728359,95,67
22.5,-0.233089164555359,9.48080152242104,9.24771235786569,95,67
23,-0.278173500188151,8.28669139362103,8.00851789343288,95,67
23.5,-0.301377224729391,6.52414166414734,6.22276443941795,95,67
24,-0.316412815623518,4.70773408575787,4.39132127013436,95,67
24.5,-0.311246053202156,3.32079508469472,3.00954903149256,95,67
25,-0.186613507176597,2.66633313686316,2.47971962968656,95,67
25.5,-0.0939839550033108,2.65810987224211,2.5641259172388,95,67
26,0.0932562735735902,2.92525801133685,3.01851428491044,95,67
26.5,0.386385746561503,3.0162891085579,3.4026748551194,95,67
27,0.662994993713311,2.60219172842104,3.26518672213435,95,67
27.5,0.925762911291629,1.7481472321263,2.67391014341793,95,67
28,0.906795139204895,0.96500741734736,1.87180255655226,95,67
28.5,0.40630454016418,0.830185877253741,1.23649041741792,95,67
29,-0.319497381414515,1.36633614320555,1.04683876179104,95,67
29.5,-0.957128213343377,2.09450610128367,1.13737788794029,95,67
30,-1.37690867015917,2.75200858914424,1.37509991898507,95,67
30.5,-1.61802012179033,3.34421988764107,1.72619976585074,95,67
31,-1.6191272412559,3.89011019074842,2.27098294949252,95,67
31.5,-1.45330349916671,4.29077761571894,2.83747411655223,95,67
32,-1.16042065236971,4.27823891384733,3.11781826147762,95,67
32.5,-0.757167757018304,3.756758075481,2.99959031846269,95,67
33,-0.344042352782992,2.88817720987256,2.54413485708957,95,67
33.5,0.0797959548248117,1.98155115854833,2.06134711337315,95,67
34,0.421913665593012,1.26897487992938,1.69088854552239,95,67
34.5,0.553086950546605,0.921726793468322,1.47481374401493,95,67
35,0.295465415317129,1.3410566545336,1.63652206985073,95,67
35.5,-0.480930867010047,2.8796269922936,2.39869612528356,95,67
36,-1.30262417742649,5.4739520404115,4.17132786298501,95,67
36.5,-1.77478489483313,8.19966543262412,6.42488053779099,95,67
37,-1.51383158437782,9.90958239154197,8.39575080716415,95,67
37.5,-0.560314485655454,10.1589569166704,9.5986424310149,95,67
38,0.657160940333272,8.86821353511452,9.52537447544779,95,67
38.5,1.96906991351155,6.48684053454818,8.45591044805973,95,67
39,2.35193197607653,4.13100480843099,6.48293678450751,95,67
39.5,1.39398738026468,3.05452974682492,4.4485171270896,95,67
40,-0.0376564499630812,3.43017436254517,3.39251791258208,95,67
40.5,-0.810753136114724,4.11290344387591,3.30215030776118,95,67
41,-0.528132071397535,4.26912124278559,3.74098917138805,95,67
41.5,0.0122010596236439,4.00974507795845,4.02194613758209,95,67
42,0.0743011124303736,3.80424710886814,3.87854822129852,95,67
42.5,-0.436697159991985,4.07898545487259,3.6422882948806,95,67
43,-1.35568956743353,5.05690326404545,3.70121369661193,95,67
43.5,-2.33109895811086,6.4686057826183,4.13750682450745,95,67
44,-2.93276258776052,7.71587004668588,4.78310745892536,95,67
44.5,-3.04392627022951,8.28375329254294,5.23982702231343,95,67
45,-2.69054777638191,7.95652198697893,5.26597421059703,95,67
45.5,-2.03319309282122,7.13769458265705,5.10450148983583,95,67
46,-1.28457419056851,6.59768197559834,5.31310778502983,95,67
46.5,-0.63835211506062,6.74696754015015,6.10861542508953,95,67
47,0.0030625582053263,7.33235512912301,7.33541768732833,95,67
47.5,0.595287810320482,7.63569043705264,8.23097824737312,95,67
48,0.899433982637598,7.07938095616841,7.978814938806,95,67
48.5,1.032564438242,5.82344944257893,6.85601388082093,95,67
49,0.869600553164537,4.55804033635788,5.42764088952241,95,67
49.5,0.558067627139385,3.93395543872631,4.49202306586569,95,67
50,0.362400449209251,4.0827735713579,4.44517402056715,95,67
50.5,0.179331933267531,4.61640524774738,4.79573718101491,95,67
51,0.0590574900145953,5.10189212464211,5.1609496146567,95,67
51.5,0.0654766375253644,5.2965069774,5.36198361492536,95,67
52,0.146009370534509,5.05820769477894,5.20421706531345,95,67
52.5,0.281312433327287,4.39572483274736,4.67703726607465,95,67
53,0.349855405167517,3.47290987375789,3.8227652789254,95,67
53.5,0.354648323583698,2.56906655878947,2.92371488237316,95,67
54,0.340479161136695,2.03030685468421,2.3707860158209,95,67
54.5,0.309698414638337,1.93805968406316,2.24775809870149,95,67
55,0.313421721458911,2.04069777470526,2.35411949616418,95,67
55.5,0.283432706604243,2.05237199523158,2.33580470183582,95,67
56,0.210252406029547,1.9302592256421,2.14051163167164,95,67
56.5,0.183344293013046,1.85203198985263,2.03537628286567,95,67
57,0.305091844980346,2.01150911363158,2.31660095861193,95,67
57.5,0.462776303195739,2.39755857196843,2.86033487516417,95,67
58,0.579248902969506,2.82695822228422,3.40620712525373,95,67
58.5,0.611596131278395,3.05589671609474,3.66749284737314,95,67
59,0.424880650367665,2.86180986973684,3.2866905201045,95,67
59.5,0.187757132087066,2.25707326313684,2.4448303952239,95,67
60,0.0383874812941283,1.48656042498946,1.52494790628359,95,67
60.5,0.0649568138851566,1.00373647318947,1.06869328707463,95,67
61,0.275646569820398,1.11610243346317,1.39174900328357,95,67
61.5,0.328172377674295,1.58097710604211,1.90914948371641,95,67
62,0.153306269358683,1.96587519653685,2.11918146589553,95,67
62.5,-0.0664134171247346,2.05162482091579,1.98521140379106,95,67
63,-0.293275523439305,1.84257105146917,1.54929552802986,95,67
63.5,-0.376042370523454,1.48029566634435,1.1042532958209,95,67
64,-0.167216473515866,1.12009713372481,0.952880660208939,95,67
64.5,0.200852371418376,0.879460438536836,1.08031280995521,95,67
65,0.518758987545389,0.831927501917292,1.35068648946268,95,67
65.5,0.661148630380178,0.924105399455641,1.58525402983582,95,67
66,0.641863670137206,1.03396957341504,1.67583324355224,95,67
66.5,0.553564803992735,1.04905523357444,1.60262003756717,95,67
67,0.50417953681637,0.895587971407518,1.39976750822389,95,67
67.5,0.510675590763494,0.707330576893228,1.21800616765672,95,67
68,0.435108631663457,0.84183086369474,1.2769394953582,95,67
68.5,0.282199090686295,1.32161415343309,1.60381324411939,95,67
69,0.274823291058579,1.63255167915038,1.90737497020895,95,67
69.5,0.404867286915215,1.4258856785624,1.83075296547762,95,67
70,0.381881630791642,1.0399080475218,1.42178967831344,95,67
70.5,0.176830467043702,1.10723846434436,1.28406893138806,95,67
71,0.0900620353057984,1.69678914661956,1.78685118192536,95,67
71.5,0.146257290656541,2.28476114182106,2.4310184324776,95,67
72,0.227597507490725,2.47097770964361,2.69857521713433,95,67
72.5,0.33242310829771,2.21220050250827,2.54462361080598,95,67
73,0.312344144959534,1.62965809402556,1.94200223898509,95,67
73.5,0.156565109818517,1.02613869112179,1.18270380094031,95,67
74,-0.0124192678516749,0.792615811523309,0.780196543671634,95,67
74.5,-0.132810870045485,1.02441765949324,0.891606789447756,95,67
75,-0.172047297739992,1.4302281911579,1.25818089341791,95,67
75.5,-0.212534171718243,1.68917032264361,1.47663615092537,95,67
76,-0.281571372382892,1.68907292530827,1.40750155292538,95,67
76.5,-0.302896348328773,1.46834019965714,1.16544385132837,95,67
77,-0.289365894802502,1.13766219893684,0.848296304134336,95,67
77.5,-0.246290715935888,0.847732050010522,0.601441334074633,95,67
78,-0.214778972803614,0.743856115684209,0.529077142880595,95,67
78.5,-0.282953874636452,0.86645908608421,0.583505211447758,95,67
79,-0.41711611883143,1.14112120401053,0.7240050851791,95,67
79.5,-0.551567215010065,1.44337609854737,0.891808883537308,95,67
80,-0.581181468294119,1.69379903301053,1.11261756471641,95,67
80.5,-0.468395120283591,1.870669953,1.40227483271641,95,67
81,-0.233296249741402,1.94836202654737,1.71506577680597,95,67
81.5,0.030616475357107,1.89689173074737,1.92750820610448,95,67
82,0.211276391584143,1.68458940832631,1.89586579991046,95,67
82.5,0.333927699845258,1.34901855773684,1.6829462575821,95,67
83,0.38763687295963,1.01656325501052,1.40420012797015,95,67
83.5,0.396053639942188,0.843681169147366,1.23973480908955,95,67
84,0.374144501558669,0.955481984336846,1.32962648589552,95,67
84.5,0.287995857648062,1.3014721291579,1.58946798680596,95,67
85,0.242523082044601,1.72335504682106,1.96587812886566,95,67
85.5,0.226707390872413,2.11158036069474,2.33828775156715,95,67
86,0.169454099562603,2.40528289181053,2.57473699137313,95,67
86.5,0.0470058171506689,2.55786334761053,2.6048691647612,95,67
87,-0.178241848371388,2.48292644996842,2.30468460159703,95,67
87.5,-0.347194001941066,2.14412536810526,1.79693136616419,95,67
88,-0.373520521238477,1.62811260435789,1.25459208311941,95,67
88.5,-0.216871841553171,1.13645607492631,0.919584233373138,95,67
89,0.0826111920210446,0.895034077978947,0.977645269999991,95,67
89.5,0.269171644840842,0.949377344726316,1.21854898956716,95,67
90,0.27628790055208,1.14253571482105,1.41882361537314,95,67
90.5,0.209629313302438,1.25396557247368,1.46359488577612,95,67
91,0.128857423833791,1.16884068767368,1.29769811150747,95,67
91.5,0.0841657908710249,0.942336587084206,1.02650237795523,95,67
92,0.0435110879509902,0.698561766168418,0.742072854119408,95,67
92.5,-0.0312007502967749,0.574777267968419,0.543576517671644,95,67
93,-0.0631890886790349,0.666018008589476,0.602828919910441,95,67
93.5,-0.0554106330320618,0.949006480494742,0.89359584746268,95,67
94,-0.0179763437003961,1.32246749552128,1.30449115182089,94,67
94.5,0.0212283065823917,1.66681960414894,1.68804791073133,94,67
95,0.0543248200588995,1.88795333962766,1.94227815968656,94,67
95.5,0.110477101318195,1.91183969423404,2.02231679555224,94,67
96,0.13514651575772,1.6419119073617,1.77705842311942,94,67
96.5,0.146379313381729,1.13716259802127,1.283541911403,94,67
97,0.124461586087054,0.62429386427659,0.748755450363644,94,66
97.5,0.0455744946499109,0.320235178031911,0.365809672681822,94,66
98,0.023390893257567,0.2937173665,0.317108259757567,94,66
98.5,NaN,NaN,NaN,51,31
99,NaN,NaN,NaN,0,0
99.5,NaN,NaN,NaN,0,0
100,NaN,NaN,NaN,0,0
