FRAME,RX_TS,FP_INDEX,FP_INT,RXPACC,RXPWR,STD_NOISE,NTM,NOISE_THRESH,PEAK_IDX,PEAK_AMPL,START,elapsed_s,tag_anchor_dist_m,n_samples,aligned_csv
1,2798997857,747.8594,747,900,-58.92,100,13,1300,750,17611,697,0.412404,1.5,150,02_lde_aligned\frame_0001_aligned.csv
2,9188797529,751.7344,751,867,-59.36,104,13,1352,754,16507,701,0.5062866,1.5,150,02_lde_aligned\frame_0002_aligned.csv
3,15578597208,747.4687,747,870,-59.62,96,13,1248,750,16630,697,0.6080597,1.5,150,02_lde_aligned\frame_0003_aligned.csv
4,21968396870,751.1875,751,895,-59.33,120,13,1560,753,17415,701,0.7126502,1.5,150,02_lde_aligned\frame_0004_aligned.csv
5,28358196974,746.3125,746,866,-59.72,108,13,1404,749,16535,696,0.8151823,1.5,121,02_lde_aligned\frame_0005_aligned.csv
6,34747996553,748.1094,748,944,-59.84,124,13,1612,750,18125,698,0.9068315,1.5,150,02_lde_aligned\frame_0006_aligned.csv
7,41137796103,749.9531,749,861,-60.08,104,13,1352,752,16524,699,1.0014913,1.5,150,02_lde_aligned\frame_0007_aligned.csv
8,47527595588,751.7812,751,859,-60.09,100,13,1300,754,16524,701,1.1124209,1.5,150,02_lde_aligned\frame_0008_aligned.csv
9,53917395065,752.8594,752,1122,-60.42,152,13,1976,755,19778,702,1.2086337,1.5,150,02_lde_aligned\frame_0009_aligned.csv
10,60307194461,752.4219,752,925,-59.77,120,13,1560,755,17861,702,1.3128425,1.5,150,02_lde_aligned\frame_0010_aligned.csv
11,66696993846,751.0625,751,967,-59.78,112,13,1456,753,18385,701,1.4096561,1.5,150,02_lde_aligned\frame_0011_aligned.csv
12,73086793701,749.5469,749,1008,-60.31,128,13,1664,752,18800,699,1.5002459,1.5,150,02_lde_aligned\frame_0012_aligned.csv
13,79476592961,747.9844,747,877,-60.04,108,13,1404,750,16966,697,1.6122635,1.5,150,02_lde_aligned\frame_0013_aligned.csv
14,85866392234,752.75,752,861,-60.16,96,13,1248,755,16520,702,1.7069523,1.5,150,02_lde_aligned\frame_0014_aligned.csv
15,92256191466,750.25,750,977,-60.14,136,13,1768,752,18465,700,1.7974301,1.5,137,02_lde_aligned\frame_0015_aligned.csv
16,98645990648,746.2187,746,892,-59.38,108,13,1404,748,17291,696,1.9057255,1.5,150,02_lde_aligned\frame_0016_aligned.csv
17,105035789773,750.5469,750,877,-59.37,104,13,1352,753,17095,700,2.0117354,1.5,150,02_lde_aligned\frame_0017_aligned.csv
18,111425588932,754.0312,754,879,-59.8,132,13,1716,756,17180,704,2.0992691,1.5,150,02_lde_aligned\frame_0018_aligned.csv
19,117815388526,748.5625,748,873,-59.92,108,13,1404,751,16892,698,2.2105488,1.5,150,02_lde_aligned\frame_0019_aligned.csv
20,124205187585,750.7344,750,862,-60.25,128,13,1664,753,16604,700,2.2999548,1.5,150,02_lde_aligned\frame_0020_aligned.csv
21,130594986612,751.6562,751,921,-59.83,112,13,1456,754,17897,701,2.4104549,1.5,150,02_lde_aligned\frame_0021_aligned.csv
22,136984785581,753.4219,753,880,-59.85,108,13,1404,756,17185,703,2.506909,1.5,150,02_lde_aligned\frame_0022_aligned.csv
23,143374584535,746.0781,746,961,-59.85,104,13,1352,748,18408,696,2.6017013,1.5,150,02_lde_aligned\frame_0023_aligned.csv
24,149764383474,746.5,746,1121,-61.29,128,13,1664,749,19772,696,2.7124911,1.5,150,02_lde_aligned\frame_0024_aligned.csv
25,156154182348,746.2812,746,872,-60.22,100,13,1300,748,16732,696,2.8223746,1.5,150,02_lde_aligned\frame_0025_aligned.csv
26,162543981734,753.4375,753,890,-59.82,108,13,1404,756,17375,703,2.9014295,1.5,150,02_lde_aligned\frame_0026_aligned.csv
27,168933780559,752.0781,752,1180,-61.29,156,13,2028,754,20144,702,3.0129374,1.5,150,02_lde_aligned\frame_0027_aligned.csv
28,175323579363,750.5156,750,1024,-60.2,112,13,1456,753,18920,700,3.1074482,1.5,150,02_lde_aligned\frame_0028_aligned.csv
29,181713378123,748.0156,748,873,-59.74,100,13,1300,750,16741,698,3.2028829,1.5,150,02_lde_aligned\frame_0029_aligned.csv
30,188103176856,753.2187,753,875,-59.8,104,13,1352,755,16896,703,3.3132587,1.5,150,02_lde_aligned\frame_0030_aligned.csv
31,194492975588,750.1562,750,880,-59.85,120,13,1560,752,16991,700,3.4004111,1.5,150,02_lde_aligned\frame_0031_aligned.csv
32,200882774253,746.6719,746,878,-59.61,100,13,1300,749,17063,696,3.5099105,1.5,150,02_lde_aligned\frame_0032_aligned.csv
33,207272573407,750.4531,750,944,-59.43,128,13,1664,753,18140,700,3.6076724,1.5,150,02_lde_aligned\frame_0033_aligned.csv
