sample,real,imag,amplitude,amplitude_norm
729,607,379,715.6,0.66879
730,403,31,404.19,0.37775
731,191,-51,197.69,0.18476
732,365,284,462.47,0.43222
733,313,103,329.51,0.30795
734,81,11,81.74,0.0764
735,2,115,115.02,0.10749
736,4,206,206.04,0.19256
737,190,214,286.17,0.26745
738,363,141,389.42,0.36395
739,266,94,282.12,0.26366
740,102,-1,102,0.09533
741,-156,-89,179.6,0.16785
742,-189,-55,196.84,0.18396
743,49,-192,198.15,0.18519
744,268,199,333.8,0.31197
745,115,292,313.83,0.2933
746,-40,127,133.15,0.12444
747,-91,-771,776.35,0.72556
748,-198,-2204,2212.88,2.06811
749,528,-1023,1151.22,1.07591
750,2021,5116,5500.72,5.14086
751,2816,9116,9541.03,8.91685
752,464,3356,3387.92,3.16628
753,-6384,-3568,7313.42,6.83497
754,-13067,-3460,13517.33,12.63301
755,-8869,2332,9170.46,8.57053
756,1727,4498,4818.15,4.50294
757,5251,1049,5354.75,5.00444
758,-2791,-1247,3056.91,2.85692
759,-13901,3586,14356.09,13.4169
760,-14810,8989,17324.5,16.19112
761,-7987,7616,11036.11,10.31412
762,1526,-1179,1928.4,1.80224
763,1203,-7009,7111.49,6.64625
764,-6822,-2873,7402.28,6.91802
765,-7632,7978,11040.65,10.31836
766,91,16414,16414.25,15.34042
767,5187,15858,16684.76,15.59323
768,5628,7189,9129.96,8.53267
769,4787,-708,4839.07,4.5225
770,3117,-1005,3275.01,3.06076
771,-799,11,799.08,0.7468
772,-4385,-2852,5230.88,4.88868
773,-1928,-5445,5776.26,5.39838
774,4788,-1321,4966.89,4.64195
775,7335,5944,9441.05,8.82341
776,2413,7288,7677.08,7.17484
777,-1094,1432,1802.07,1.68418
778,646,-3062,3129.4,2.92468
779,3027,-2792,4118.01,3.84861
780,2390,-1024,2600.13,2.43003
781,589,-1782,1876.82,1.75404
782,140,-4287,4289.29,4.00868
783,578,-4181,4220.76,3.94464
784,156,-1441,1449.42,1.3546
785,-630,-436,766.16,0.71603
786,522,-2469,2523.58,2.35848
787,2482,-5528,6059.63,5.66321
788,2003,-5545,5895.68,5.50998
789,262,-1979,1996.27,1.86567
790,490,819,954.39,0.89195
791,2427,-280,2443.1,2.28327
792,4078,-3247,5212.78,4.87176
793,5884,-5057,7758.52,7.25096
794,4444,-2951,5334.56,4.98557
795,2920,-711,3005.32,2.80871
796,3484,-310,3497.76,3.26894
797,2013,-770,2155.24,2.01425
798,-848,-264,888.14,0.83004
799,-1529,117,1533.47,1.43315
800,246,-300,387.96,0.36258
801,1998,-1455,2471.65,2.30995
802,1599,-2309,2808.61,2.62487
803,93,-1407,1410.07,1.31782
804,-839,274,882.61,0.82487
805,-1194,1161,1665.4,1.55645
806,-1700,192,1710.81,1.59889
807,-1587,-780,1768.32,1.65264
808,-341,83,350.96,0.328
809,665,774,1020.44,0.95368
810,774,524,934.69,0.87355
811,268,302,403.77,0.37735
812,-22,608,608.4,0.5686
813,-102,688,695.52,0.65002
814,-609,-208,643.54,0.60144
815,-983,-1632,1905.18,1.78054
816,-414,-1479,1535.85,1.43537
817,86,-881,885.19,0.82728
818,290,-561,631.52,0.59021
819,389,-953,1029.33,0.962
820,241,-1492,1511.34,1.41247
821,-348,-1052,1108.06,1.03557
822,-1419,-191,1431.8,1.33813
823,-2019,-167,2025.89,1.89336
824,-1026,-170,1039.99,0.97195
825,730,519,895.69,0.83709
826,1882,1155,2208.16,2.0637
827,1124,506,1232.64,1.152
828,-780,-470,910.66,0.85108
829,-906,-21,906.24,0.84696
830,439,1008,1099.45,1.02752
831,1504,1173,1907.34,1.78256
832,1797,154,1803.59,1.6856
833,1438,-1739,2256.54,2.10891
834,339,-1861,1891.62,1.76787
835,-796,-313,855.33,0.79937
836,-1265,1462,1933.31,1.80683
837,-540,2555,2611.44,2.4406
838,200,2013,2022.91,1.89057
839,515,369,633.55,0.5921
840,214,-1863,1875.25,1.75257
841,181,-2073,2080.89,1.94475
842,-120,-813,821.81,0.76805
843,-227,1051,1075.23,1.00489
844,401,1863,1905.67,1.781
845,1478,1021,1796.36,1.67885
846,1744,-403,1789.96,1.67286
847,881,-1048,1369.11,1.27954
848,-162,-698,716.55,0.66968
849,2,-688,688,0.64299
850,1230,-882,1513.55,1.41453
851,2064,-446,2111.64,1.97349
852,1216,107,1220.7,1.14084
853,-141,566,583.3,0.54514
854,-1006,201,1025.88,0.95877
855,-1039,-726,1267.52,1.18459
856,-844,-1276,1529.87,1.42979
857,-770,-769,1088.24,1.01704
858,-972,501,1093.52,1.02198
859,-1049,1577,1894.02,1.77012
860,-1,1074,1074,1.00374
861,923,329,979.88,0.91578
862,736,-143,749.76,0.70071
863,182,-798,818.49,0.76495
864,331,-1569,1603.53,1.49863
865,1035,-982,1426.73,1.33339
866,329,446,554.22,0.51796
867,-908,1082,1412.51,1.3201
868,-1176,804,1424.57,1.33137
869,293,574,644.46,0.6023
870,1708,895,1928.29,1.80214
871,1467,1607,2175.9,2.03355
872,-86,871,875.24,0.81798
873,-382,-401,553.83,0.5176
874,222,-965,990.21,0.92543
875,469,-489,677.56,0.63323
876,-219,218,309.01,0.28879
877,-713,594,928.01,0.8673
878,10,398,398.13,0.37208
879,1467,-430,1528.72,1.42871
880,1997,-864,2175.89,2.03354
881,2064,0,2064,1.92897
882,1442,1210,1882.41,1.75926
883,1236,1764,2153.92,2.01301
