sample,real,imag,amplitude,amplitude_norm
696,149,128,196.43,0.17111
697,-70,250,259.62,0.22615
698,-47,127,135.42,0.11796
699,115,-24,117.48,0.10233
700,109,20,110.82,0.09653
701,106,85,135.87,0.11835
702,45,107,116.08,0.10111
703,53,95,108.78,0.09476
704,79,57,97.42,0.08486
705,150,81,170.47,0.1485
706,353,1,353,0.30749
707,154,-71,169.58,0.14772
708,-105,53,117.62,0.10245
709,-60,151,162.48,0.14154
710,5,126,126.1,0.10984
711,-11,34,35.74,0.03113
712,67,76,101.32,0.08825
713,314,91,326.92,0.28477
714,244,157,290.15,0.25274
715,115,6,115.16,0.10031
716,-198,1,198,0.17248
717,-298,75,307.29,0.26768
718,-272,43,275.38,0.23988
719,-49,263,267.53,0.23304
720,130,431,450.18,0.39214
721,-39,441,442.72,0.38565
722,-149,338,369.38,0.32176
723,184,47,189.91,0.16542
724,273,-105,292.5,0.25479
725,260,-257,365.58,0.31845
726,35,-361,362.69,0.31593
727,-43,-122,129.36,0.11268
728,63,115,131.13,0.11422
729,156,138,208.28,0.18143
730,97,154,182,0.15854
731,45,158,164.28,0.1431
732,-7,122,122.2,0.10645
733,-35,111,116.39,0.10138
734,-1,91,91.01,0.07927
735,35,9,36.14,0.03148
736,196,-17,196.74,0.17137
737,132,117,176.39,0.15365
738,94,260,276.47,0.24083
739,176,357,398.03,0.34671
740,329,306,449.31,0.39138
741,285,228,364.98,0.31793
742,264,199,330.6,0.28798
743,187,22,188.29,0.16402
744,330,33,331.65,0.28889
745,1505,455,1572.28,1.36958
746,4909,2078,5330.7,4.64347
747,10792,3399,11314.61,9.85594
748,14390,-317,14393.49,12.53788
749,12157,-7481,14274.38,12.43413
750,3938,-10103,10843.36,9.44543
751,-6608,-5296,8468.37,7.37663
752,-13969,-2092,14124.78,12.30382
753,-14066,-5525,15112.18,13.16392
754,-6034,-8492,10417.45,9.07443
755,4771,-3826,6115.61,5.32719
756,12610,60,12610.14,10.98444
757,16403,-3445,16760.86,14.60005
758,14794,-9020,17326.94,15.09315
759,8535,-8164,11810.89,10.28823
760,502,-1768,1837.89,1.60095
761,-3072,1109,3266.05,2.84499
762,-2154,-177,2161.26,1.88263
763,-340,-2402,2425.94,2.11319
764,-75,-2821,2822,2.45819
765,-688,-1715,1847.86,1.60963
766,-654,-471,805.95,0.70205
767,440,381,582.03,0.507
768,1490,798,1690.24,1.47233
769,430,927,1021.88,0.89014
770,-2990,1462,3328.29,2.89921
771,-6354,3189,7109.36,6.19282
772,-6465,6335,9051.43,7.88452
773,-3898,8921,9735.43,8.48034
774,-1475,7332,7478.89,6.51472
775,-491,2701,2745.27,2.39135
776,46,-739,740.43,0.64497
777,1665,-2478,2985.42,2.60054
778,3095,-3087,4371.34,3.80779
779,3203,-4797,5768.05,5.02444
780,2373,-7251,7629.43,6.64584
781,749,-7766,7802.04,6.7962
782,-1585,-5560,5781.51,5.03616
783,-3107,-2510,3994.19,3.47926
784,-1758,-550,1842.03,1.60455
785,-1451,777,1645.94,1.43375
786,-3839,1959,4309.94,3.75431
787,-6220,2468,6691.74,5.82904
788,-5046,1603,5294.5,4.61193
789,-1505,967,1788.89,1.55826
790,394,1469,1520.92,1.32484
791,378,1763,1803.07,1.57062
792,-528,651,838.2,0.73014
793,-984,-705,1210.49,1.05443
794,-483,-973,1086.29,0.94624
795,290,-164,333.16,0.29021
796,730,121,739.96,0.64456
797,742,-330,812.07,0.70738
798,394,-502,638.15,0.55588
799,-224,63,232.69,0.20269
800,-986,728,1225.63,1.06763
801,-1678,1561,2291.81,1.99635
802,-2994,3016,4249.74,3.70186
803,-3864,3936,5515.67,4.80459
804,-1828,3338,3805.76,3.31512
805,1569,1867,2438.74,2.12434
806,3372,982,3512.08,3.0593
807,1958,934,2169.36,1.88969
808,-970,1071,1444.97,1.25869
809,-3196,1854,3694.82,3.21849
810,-3371,3366,4763.78,4.14963
811,-2092,4730,5171.98,4.50521
812,-537,3772,3810.03,3.31884
813,660,1156,1331.14,1.15953
814,1356,3,1356,1.18119
815,1066,1167,1580.58,1.37682
816,-299,2493,2510.87,2.18717
817,-808,2403,2535.21,2.20837
818,355,1309,1356.28,1.18143
819,1295,563,1412.09,1.23004
820,593,382,705.39,0.61445
821,-1012,-17,1012.14,0.88166
822,-2311,-237,2323.12,2.02362
823,-3646,697,3712.02,3.23347
824,-3480,1618,3837.75,3.34299
825,-3356,2424,4139.87,3.60616
826,-2465,2464,3485.33,3.036
827,-1711,1750,2447.45,2.13193
828,-1073,910,1406.92,1.22554
829,-124,774,783.87,0.68281
830,690,1182,1368.66,1.19221
831,1147,1275,1715,1.4939
832,1189,738,1399.42,1.219
833,1016,-32,1016.5,0.88546
834,873,-530,1021.29,0.88962
835,-93,-899,903.8,0.78728
836,-1510,-1315,2002.33,1.74419
837,-1958,-1334,2369.24,2.0638
838,-368,-526,641.95,0.55919
839,1922,1004,2168.43,1.88888
840,2763,1659,3222.8,2.80732
841,2078,1039,2323.27,2.02376
842,1459,-400,1512.84,1.3178
843,1110,-1419,1801.57,1.56931
844,792,-1144,1391.4,1.21202
845,654,-796,1030.21,0.8974
