sample,real,imag,amplitude,amplitude_norm
700,109,-13,109.77,0.08297
701,105,-11,105.57,0.0798
702,160,164,229.12,0.17318
703,155,221,269.94,0.20403
704,107,129,167.6,0.12668
705,179,67,191.13,0.14447
706,143,55,153.21,0.11581
707,99,220,241.25,0.18235
708,66,259,267.28,0.20202
709,69,299,306.86,0.23194
710,150,270,308.87,0.23346
711,236,139,273.89,0.20702
712,218,-30,220.05,0.16633
713,170,36,173.77,0.13135
714,292,168,336.88,0.25463
715,245,153,288.85,0.21833
716,93,222,240.69,0.18193
717,28,261,262.5,0.19841
718,85,343,353.38,0.2671
719,383,256,460.68,0.34821
720,515,46,517.05,0.39082
721,457,-48,459.51,0.34733
722,339,-52,342.97,0.25923
723,-87,-64,108,0.08164
724,-145,-66,159.31,0.12042
725,46,-209,214,0.16176
726,192,155,246.76,0.18651
727,138,531,548.64,0.41469
728,169,516,542.97,0.41041
729,320,342,468.36,0.35402
730,394,119,411.58,0.31109
731,200,37,203.39,0.15374
732,10,215,215.23,0.16269
733,21,249,249.88,0.18888
734,95,97,135.77,0.10262
735,101,-14,101.97,0.07707
736,93,-56,108.56,0.08205
737,85,29,89.81,0.06788
738,104,83,133.06,0.10057
739,77,212,225.55,0.17048
740,89,275,289.04,0.21848
741,89,225,241.96,0.18289
742,-38,143,147.96,0.11184
743,-94,240,257.75,0.19482
744,-92,324,336.81,0.25458
745,14,287,287.34,0.21719
746,90,268,282.71,0.21369
747,97,219,239.52,0.18104
748,-137,467,486.68,0.36786
749,-1607,1787,2403.29,1.81655
750,-5492,5615,7854.32,5.93675
751,-8164,11348,13979.56,10.56656
752,-3345,15584,15938.95,12.04758
753,4820,14277,15068.68,11.38978
754,8904,5381,10403.67,7.8637
755,8622,-5157,10046.57,7.59378
756,11190,-9040,14385.33,10.87326
757,13869,-4098,14461.77,10.93104
758,7032,3100,7684.99,5.80876
759,-5078,7106,8733.92,6.6016
760,-10223,11404,15315.38,11.57625
761,-4351,16411,16977.99,12.83295
762,2481,15751,15945.2,12.0523
763,2587,6900,7369.03,5.56994
764,137,-1310,1317.14,0.99557
765,-135,-3103,3105.94,2.34765
766,1427,-537,1524.7,1.15245
767,3028,1025,3196.78,2.41631
768,3236,127,3238.49,2.44784
769,1987,-790,2138.29,1.61624
770,111,-212,239.3,0.18088
771,-1681,1213,2072.95,1.56686
772,-2064,1586,2602.98,1.96748
773,-790,-449,908.68,0.68683
774,280,-4183,4192.36,3.16883
775,-877,-7668,7717.99,5.8337
776,-4605,-8909,10028.77,7.58033
777,-7749,-7346,10677.58,8.07073
778,-6063,-4168,7357.46,5.56119
779,-1450,-1478,2070.5,1.56501
780,1326,201,1341.15,1.01372
781,1602,1624,2281.18,1.72425
782,1906,2222,2927.48,2.21276
783,4749,3013,5624.16,4.25107
784,8105,3912,8999.71,6.8025
785,8531,2087,8782.57,6.63837
786,6499,-1492,6668.06,5.04011
787,3733,-3333,5004.42,3.78263
788,1200,-2954,3188.43,2.41
789,921,-4125,4226.57,3.19468
790,2506,-6731,7182.37,5.42885
791,3391,-6703,7511.93,5.67795
792,1827,-3524,3969.45,3.00034
793,-56,-1109,1110.41,0.83931
794,-916,-599,1094.47,0.82726
795,-243,-882,914.86,0.69151
796,1147,-1017,1532.94,1.15868
797,2161,-882,2334.06,1.76422
798,1592,-131,1597.38,1.20739
799,160,952,965.35,0.72967
800,-476,2159,2210.85,1.67109
801,419,2445,2480.64,1.87501
802,1410,1409,1993.33,1.50668
803,1444,-311,1477.11,1.11649
804,545,-1921,1996.81,1.50931
805,-985,-3345,3487.01,2.63569
806,-2086,-4761,5197.93,3.9289
807,-2410,-4189,4832.79,3.6529
808,-2611,-1317,2924.35,2.21039
809,-2765,1328,3067.38,2.3185
810,-2388,1527,2834.48,2.14246
811,-1236,-62,1237.55,0.93542
812,-165,-1719,1726.9,1.30529
813,-155,-3082,3085.9,2.3325
814,-977,-4210,4321.88,3.26673
815,-1522,-3678,3980.47,3.00867
816,-136,-1145,1153.05,0.87154
817,1362,1354,1920.51,1.45163
818,1012,1747,2018.95,1.52604
819,-660,14,660.15,0.49898
820,-1157,-1716,2069.61,1.56433
821,-488,-1122,1223.53,0.92482
822,-114,1054,1060.15,0.80132
823,-342,2027,2055.65,1.55378
824,246,1178,1203.41,0.90961
825,1222,-629,1374.38,1.03884
826,1846,-2328,2971.08,2.24571
827,1064,-3453,3613.21,2.73108
828,-193,-3525,3530.28,2.66839
829,-1301,-3757,3975.88,3.0052
830,-1523,-3203,3546.65,2.68076
831,-1175,-2163,2461.54,1.86058
832,-1140,-763,1371.78,1.03687
833,-1748,354,1783.49,1.34806
834,-2074,830,2233.92,1.68852
835,-1935,964,2161.83,1.63404
836,-1484,945,1759.34,1.32981
837,-903,706,1146.23,0.86639
838,-134,368,391.64,0.29602
839,1106,-359,1162.81,0.87892
840,1903,-957,2130.08,1.61004
841,1141,-602,1290.07,0.97511
842,-1078,404,1151.22,0.87016
843,-2319,898,2486.8,1.87967
844,-1941,586,2027.53,1.53252
845,-715,422,830.25,0.62755
846,264,917,954.25,0.72127
847,788,1306,1525.31,1.15292
848,1053,1410,1759.8,1.33016
849,1120,1838,2152.36,1.62688
