FRAME,RX_TS,FP_INDEX,FP_INT,RXPACC,RXPWR,STD_NOISE,NTM,NOISE_THRESH,PEAK_IDX,PEAK_AMPL,START,elapsed_s,tag_anchor_dist_m,n_samples,aligned_csv
1,2842680279,751.4531,751,954,-56.54,84,13,1092,754,16892,701,0.4128575,1,150,02_lde_aligned\frame_0001_aligned.csv
2,9232476971,749.2656,749,901,-56.45,88,13,1144,751,17196,699,0.5108413,1,150,02_lde_aligned\frame_0002_aligned.csv
3,15622274186,746.25,746,889,-56.26,76,13,988,748,16754,696,0.6081858,1,150,02_lde_aligned\frame_0003_aligned.csv
4,22012070874,752.25,752,906,-56.46,84,13,1092,754,17285,702,0.7014563,1,150,02_lde_aligned\frame_0004_aligned.csv
5,28401867524,748.5312,748,961,-56.63,88,13,1144,751,17172,698,0.7992127,1,150,02_lde_aligned\frame_0005_aligned.csv
6,34791664143,751.9531,751,938,-56.2,80,13,1040,754,17524,701,0.9104652,1,150,02_lde_aligned\frame_0006_aligned.csv
7,41181460706,748.375,748,975,-56.74,84,13,1092,751,17445,698,1.0105465,1,150,02_lde_aligned\frame_0007_aligned.csv
8,47571257236,750.6562,750,895,-56.14,76,13,988,752,16625,700,1.1060501,1,150,02_lde_aligned\frame_0008_aligned.csv
9,53961053734,753.1875,753,924,-56.25,76,13,988,755,17461,703,1.2004442,1,150,02_lde_aligned\frame_0009_aligned.csv
10,60350850696,746.7187,746,900,-56.13,80,13,1040,749,16642,696,1.311303,1,150,02_lde_aligned\frame_0010_aligned.csv
11,66740647117,747.5469,747,890,-56.13,76,13,988,749,16751,697,1.4102584,1,150,02_lde_aligned\frame_0011_aligned.csv
12,73130443520,748.5937,748,927,-56.62,76,13,988,750,16747,698,1.5058722,1,150,02_lde_aligned\frame_0012_aligned.csv
13,79520239874,748.375,748,1005,-56.16,92,13,1196,750,18406,698,1.6046844,1,150,02_lde_aligned\frame_0013_aligned.csv
14,85910036208,748.4687,748,902,-56.04,72,13,936,750,16829,698,1.6995433,1,150,02_lde_aligned\frame_0014_aligned.csv
15,92299832497,747.4844,747,973,-56.22,88,13,1144,749,18178,697,1.8092359,1,150,02_lde_aligned\frame_0015_aligned.csv
16,98689628757,745.6719,745,919,-56,84,13,1092,747,17233,695,1.9035422,1,150,02_lde_aligned\frame_0016_aligned.csv
17,105079425498,751.5,751,955,-56.33,80,13,1040,753,17008,701,2.001694,1,150,02_lde_aligned\frame_0017_aligned.csv
18,111469221687,749.5781,749,948,-56.46,80,13,1040,751,17628,699,2.1031501,1,150,02_lde_aligned\frame_0018_aligned.csv
19,117859017849,746.3594,746,951,-56.58,80,13,1040,763,17116,696,2.2132426,1,150,02_lde_aligned\frame_0019_aligned.csv
20,124248813966,751.1875,751,981,-56.52,76,13,988,768,17631,701,2.3084166,1,150,02_lde_aligned\frame_0020_aligned.csv
21,130638610065,747.3594,747,937,-56.85,80,13,1040,764,16732,697,2.4026587,1,150,02_lde_aligned\frame_0021_aligned.csv
22,137028406133,750.2969,750,1003,-56.17,88,13,1144,752,18515,700,2.4978028,1,150,02_lde_aligned\frame_0022_aligned.csv
23,143418202684,745.7812,745,909,-56.44,80,13,1040,748,16713,695,2.6109704,1,150,02_lde_aligned\frame_0023_aligned.csv
24,149807998691,748.6406,748,948,-56.29,76,13,988,750,17129,698,2.7070852,1,150,02_lde_aligned\frame_0024_aligned.csv
25,156197794665,750.7344,750,955,-56.41,72,13,936,755,16822,700,2.8034206,1,150,02_lde_aligned\frame_0025_aligned.csv
26,162587590625,752.6094,752,940,-56.34,76,13,988,754,17697,702,2.8976527,1,150,02_lde_aligned\frame_0026_aligned.csv
27,168977386542,753.4375,753,970,-56.64,80,13,1040,756,17553,703,3.0082916,1,150,02_lde_aligned\frame_0027_aligned.csv
28,175367182435,746.5156,746,966,-56.46,96,13,1248,749,17408,696,3.1044544,1,150,02_lde_aligned\frame_0028_aligned.csv
29,181756978817,746.4844,746,938,-56.03,80,13,1040,748,17709,696,3.2054684,1,150,02_lde_aligned\frame_0029_aligned.csv
30,188146774665,746.7344,746,936,-56.65,100,13,1300,749,17278,696,3.3018907,1,150,02_lde_aligned\frame_0030_aligned.csv
31,194536570475,746.3906,746,902,-56.11,80,13,1040,748,16563,696,3.4128061,1,150,02_lde_aligned\frame_0031_aligned.csv
32,200926366264,753.5937,753,918,-56.1,80,13,1040,755,17276,703,3.5060503,1,150,02_lde_aligned\frame_0032_aligned.csv
33,207316162021,752.6719,752,931,-56.05,84,13,1092,754,17440,702,3.5994509,1,150,02_lde_aligned\frame_0033_aligned.csv
34,213705957766,751.0625,751,908,-56.3,76,13,988,753,16571,701,3.7131337,1,150,02_lde_aligned\frame_0034_aligned.csv
35,220095753500,748.7812,748,952,-56.75,76,13,988,751,17472,698,3.8110799,1,150,02_lde_aligned\frame_0035_aligned.csv
36,226485549704,746.4687,746,973,-56.54,84,13,1092,749,17427,696,3.9084393,1,150,02_lde_aligned\frame_0036_aligned.csv
37,232875345400,752.4687,752,904,-56.23,96,13,1248,754,17187,702,4.0040985,1,150,02_lde_aligned\frame_0037_aligned.csv
38,239265141067,750.3906,750,892,-56.15,80,13,1040,752,16854,700,4.0979819,1,150,02_lde_aligned\frame_0038_aligned.csv
39,245654936727,746.7031,746,915,-56.13,80,13,1040,748,17112,696,4.212597,1,150,02_lde_aligned\frame_0039_aligned.csv
40,252044732350,751.9375,751,950,-56.49,88,13,1144,754,17669,701,4.3075774,1,150,02_lde_aligned\frame_0040_aligned.csv
41,258434527943,747.8281,747,927,-56.75,100,13,1300,750,17271,697,4.4054401,1,150,02_lde_aligned\frame_0041_aligned.csv
42,264824324008,751.5937,751,945,-56.57,76,13,988,754,17125,701,4.4998425,1,150,02_lde_aligned\frame_0042_aligned.csv
43,271214119555,746.6406,746,929,-56.17,92,13,1196,748,17552,696,4.6116932,1,150,02_lde_aligned\frame_0043_aligned.csv
44,277603915066,749.375,749,935,-56.17,76,13,988,751,17711,699,4.7061069,1,150,02_lde_aligned\frame_0044_aligned.csv
45,283993710553,752.6094,752,925,-56.13,80,13,1040,754,17353,702,4.8052404,1,150,02_lde_aligned\frame_0045_aligned.csv
46,290383506000,745.4687,745,900,-56.11,76,13,988,747,16525,695,4.9008062,1,150,02_lde_aligned\frame_0046_aligned.csv
47,296773301435,747.5156,747,946,-56.13,80,13,1040,749,17843,697,5.0136005,1,150,02_lde_aligned\frame_0047_aligned.csv
48,303163097338,748.5,748,972,-56.18,76,13,988,750,17905,698,5.1097618,1,150,02_lde_aligned\frame_0048_aligned.csv
49,309552892706,749.25,749,983,-56.47,84,13,1092,766,17474,699,5.2083322,1,150,02_lde_aligned\frame_0049_aligned.csv
50,315942688048,749.4687,749,917,-56,76,13,988,751,17288,699,5.3051017,1,150,02_lde_aligned\frame_0050_aligned.csv
51,322332483354,749.875,749,956,-56.55,80,13,1040,752,17354,699,5.4008401,1,150,02_lde_aligned\frame_0051_aligned.csv
52,328722278655,748.7031,748,927,-56.02,84,13,1092,750,17352,698,5.5117125,1,150,02_lde_aligned\frame_0052_aligned.csv
53,335112073922,747.625,747,934,-56.51,92,13,1196,750,16844,697,5.6091452,1,150,02_lde_aligned\frame_0053_aligned.csv
54,341501869663,746.0781,746,906,-56.16,68,13,884,748,16511,696,5.7049587,1,150,02_lde_aligned\frame_0054_aligned.csv
55,347891664860,752.9062,752,933,-56.03,84,13,1092,754,17241,702,5.8121009,1,150,02_lde_aligned\frame_0055_aligned.csv
56,354281460062,750.3125,750,930,-56.46,76,13,988,752,17199,700,5.9055608,1,150,02_lde_aligned\frame_0056_aligned.csv
57,360671255210,747.75,747,947,-56.04,80,13,1040,749,17686,697,6.0000491,1,150,02_lde_aligned\frame_0057_aligned.csv
58,367061050369,753.4844,753,937,-56.68,80,13,1040,770,16912,703,6.1111141,1,150,02_lde_aligned\frame_0058_aligned.csv
59,373450845481,749.6094,749,964,-56.19,80,13,1040,751,17245,699,6.2075437,1,150,02_lde_aligned\frame_0059_aligned.csv
60,379840640593,745.6094,745,923,-55.98,84,13,1092,747,17516,695,6.3080632,1,150,02_lde_aligned\frame_0060_aligned.csv
61,386230436175,750.4531,750,974,-56.17,80,13,1040,752,18198,700,6.4044636,1,150,02_lde_aligned\frame_0061_aligned.csv
62,392620231241,745.7344,745,931,-56.61,80,13,1040,748,17156,695,6.4992654,1,150,02_lde_aligned\frame_0062_aligned.csv
63,399010026276,749.2812,749,953,-56.74,84,13,1092,751,17058,699,6.6020536,1,150,02_lde_aligned\frame_0063_aligned.csv
64,405399821290,752.125,752,890,-56,76,13,988,754,16681,702,6.711612,1,150,02_lde_aligned\frame_0064_aligned.csv
65,411789616287,747.5781,747,968,-56.16,88,13,1144,749,18110,697,6.8065362,1,150,02_lde_aligned\frame_0065_aligned.csv
66,418179411245,750.4219,750,994,-56.05,84,13,1092,752,18201,700,6.9054115,1,150,02_lde_aligned\frame_0066_aligned.csv
67,424569206715,751.3906,751,990,-56.37,88,13,1144,754,17773,701,7.0019388,1,150,02_lde_aligned\frame_0067_aligned.csv
68,430959001650,745.875,745,917,-55.87,72,13,936,748,17245,695,7.1129557,1,150,02_lde_aligned\frame_0068_aligned.csv
69,437348796561,747.3594,747,958,-56.69,92,13,1196,764,17136,697,7.2082635,1,150,02_lde_aligned\frame_0069_aligned.csv
70,443738591450,748.625,748,915,-55.94,72,13,936,750,17157,698,7.3035682,1,150,02_lde_aligned\frame_0070_aligned.csv
71,450128386308,749.4062,749,967,-56.44,80,13,1040,766,17428,699,7.4008852,1,150,02_lde_aligned\frame_0071_aligned.csv
72,456518181158,749.3125,749,901,-55.96,72,13,936,751,17214,699,7.5002887,1,150,02_lde_aligned\frame_0072_aligned.csv
73,462907975980,750.2812,750,904,-55.99,80,13,1040,752,16911,700,7.6134786,1,150,02_lde_aligned\frame_0073_aligned.csv
74,469297771296,749.2187,749,978,-56.11,84,13,1092,751,17581,699,7.7078659,1,150,02_lde_aligned\frame_0074_aligned.csv
75,475687566076,748.4062,748,943,-56.05,80,13,1040,750,17807,698,7.8029505,1,150,02_lde_aligned\frame_0075_aligned.csv
76,482077360851,748.3906,748,888,-55.93,72,13,936,750,16872,698,7.9021546,1,150,02_lde_aligned\frame_0076_aligned.csv
77,488467155610,747.375,747,905,-56.09,84,13,1092,749,17273,697,7.9972322,1,150,02_lde_aligned\frame_0077_aligned.csv
78,494856950357,745.9219,745,948,-56.58,88,13,1144,748,17727,695,8.110889,1,150,02_lde_aligned\frame_0078_aligned.csv
79,501246745077,752.5469,752,903,-56.1,80,13,1040,754,16545,702,8.2071706,1,150,02_lde_aligned\frame_0079_aligned.csv
80,507636540294,751.3125,751,904,-55.98,76,13,988,753,17204,701,8.3024388,1,150,02_lde_aligned\frame_0080_aligned.csv
81,514026335004,749.4062,749,891,-56,92,13,1196,751,16896,699,8.402911,1,150,02_lde_aligned\frame_0081_aligned.csv
82,520416129679,747.0781,747,936,-55.87,76,13,988,749,17006,697,8.512387,1,150,02_lde_aligned\frame_0082_aligned.csv
83,526805924356,753.2812,753,904,-55.97,76,13,988,755,17015,703,8.6077633,1,150,02_lde_aligned\frame_0083_aligned.csv
84,533195719008,750.3437,750,906,-56.11,88,13,1144,752,17264,700,8.7052831,1,150,02_lde_aligned\frame_0084_aligned.csv
85,539585513643,748.2656,748,988,-56.2,76,13,988,751,17407,698,8.799844,1,150,02_lde_aligned\frame_0085_aligned.csv
86,545975308265,752.6094,752,927,-56.31,76,13,988,754,16670,702,8.9007656,1,150,02_lde_aligned\frame_0086_aligned.csv
87,552365103363,749.3906,749,988,-55.98,80,13,1040,751,18085,699,9.0137243,1,150,02_lde_aligned\frame_0087_aligned.csv
88,558754897954,753.5,753,940,-56.48,84,13,1092,770,16782,703,9.1089779,1,150,02_lde_aligned\frame_0088_aligned.csv
89,565144692505,749.8594,749,960,-56.32,80,13,1040,769,17492,699,9.2040378,1,150,02_lde_aligned\frame_0089_aligned.csv
90,571534487044,753.5312,753,947,-56.5,84,13,1092,755,17118,703,9.3003318,1,150,02_lde_aligned\frame_0090_aligned.csv
91,577924281554,747.75,747,957,-56.62,72,13,936,750,17568,697,9.4158091,1,150,02_lde_aligned\frame_0091_aligned.csv
92,584314076566,751.6875,751,948,-56.64,80,13,1040,754,17528,701,9.5123374,1,150,02_lde_aligned\frame_0092_aligned.csv
93,590703871037,746.2969,746,903,-55.93,80,13,1040,748,16916,696,9.6073393,1,150,02_lde_aligned\frame_0093_aligned.csv
94,597093665487,747.7031,747,974,-56.26,100,13,1300,749,18095,697,9.7027151,1,150,02_lde_aligned\frame_0094_aligned.csv
95,603483459927,750.7031,750,923,-55.95,76,13,988,752,17341,700,9.814419,1,150,02_lde_aligned\frame_0095_aligned.csv
96,609873254333,752.4219,752,915,-56.09,96,13,1248,754,17429,702,9.89779,1,150,02_lde_aligned\frame_0096_aligned.csv
97,616263048736,745.7187,745,958,-56.72,80,13,1040,748,17537,695,10.01218,1,150,02_lde_aligned\frame_0097_aligned.csv
98,622652843628,746.7812,746,936,-56.49,80,13,1040,749,17108,696,10.1111823,1,150,02_lde_aligned\frame_0098_aligned.csv
99,629042637979,747.1406,747,919,-56.18,76,13,988,749,17405,697,10.2114781,1,150,02_lde_aligned\frame_0099_aligned.csv
100,635432432319,747.5781,747,940,-56.4,80,13,1040,749,17321,697,10.3101986,1,150,02_lde_aligned\frame_0100_aligned.csv
101,641822226635,748.5156,748,964,-56.63,84,13,1092,751,17382,698,10.4058657,1,150,02_lde_aligned\frame_0101_aligned.csv
102,648212020950,747.6875,747,955,-56.58,88,13,1144,750,17460,697,10.505607,1,150,02_lde_aligned\frame_0102_aligned.csv
103,654601815744,748.2187,748,930,-56.05,80,13,1040,750,17657,698,10.6030743,1,150,02_lde_aligned\frame_0103_aligned.csv
104,660991610010,747.375,747,898,-55.91,72,13,936,749,17119,697,10.6993234,1,150,02_lde_aligned\frame_0104_aligned.csv
105,667381404253,746.4219,746,944,-56.49,100,13,1300,763,16890,696,10.8102792,1,150,02_lde_aligned\frame_0105_aligned.csv
106,673771198474,753.25,753,980,-56.5,88,13,1144,770,17434,703,10.905792,1,150,02_lde_aligned\frame_0106_aligned.csv
107,680160992681,752.3594,752,910,-56.05,76,13,988,754,17104,702,11.000976,1,150,02_lde_aligned\frame_0107_aligned.csv
108,686550787366,749.4375,749,910,-55.94,76,13,988,751,17166,699,11.0988763,1,150,02_lde_aligned\frame_0108_aligned.csv
109,692940581523,747.2656,747,896,-56,84,13,1092,749,17013,697,11.1984764,1,150,02_lde_aligned\frame_0109_aligned.csv
110,699330375659,753.5156,753,974,-56.17,92,13,1196,755,17689,703,11.309859,1,150,02_lde_aligned\frame_0110_aligned.csv
111,705720169800,750.7187,750,899,-56.14,96,13,1248,752,16822,700,11.4035094,1,150,02_lde_aligned\frame_0111_aligned.csv
112,712109963930,747.625,747,950,-56.73,80,13,1040,764,17280,697,11.4991701,1,150,02_lde_aligned\frame_0112_aligned.csv
113,718499758522,752.25,752,980,-56.61,72,13,936,769,17446,702,11.6143608,1,150,02_lde_aligned\frame_0113_aligned.csv
114,724889552624,748.4687,748,953,-56.84,84,13,1092,751,17047,698,11.7128258,1,150,02_lde_aligned\frame_0114_aligned.csv
115,731279346683,752.6406,752,907,-56.61,80,13,1040,754,17223,702,11.8059175,1,150,02_lde_aligned\frame_0115_aligned.csv
116,737669140726,749.6875,749,913,-56.65,76,13,988,751,17067,699,11.9010753,1,150,02_lde_aligned\frame_0116_aligned.csv
117,744058935275,752.5156,752,950,-56.9,80,13,1040,754,17752,702,12.0111577,1,150,02_lde_aligned\frame_0117_aligned.csv
118,750448729285,747.7969,747,936,-57.27,76,13,988,750,17353,697,12.1068024,1,150,02_lde_aligned\frame_0118_aligned.csv
119,756838523253,751.2969,751,934,-57.25,76,13,988,753,17470,701,12.205775,1,150,02_lde_aligned\frame_0119_aligned.csv
120,763228317213,746.2969,746,935,-57.28,80,13,1040,748,17345,696,12.3007189,1,150,02_lde_aligned\frame_0120_aligned.csv
121,769618111648,747.3437,747,951,-57.32,88,13,1144,750,17178,697,12.3987711,1,150,02_lde_aligned\frame_0121_aligned.csv
122,776007905564,750.2812,750,944,-57.41,80,13,1040,767,16702,700,12.5101874,1,150,02_lde_aligned\frame_0122_aligned.csv
123,782397699460,751.5312,751,886,-56.71,92,13,1196,753,16404,701,12.605929,1,150,02_lde_aligned\frame_0123_aligned.csv
124,788787493331,752.3906,752,884,-56.3,84,13,1092,754,16426,702,12.7027235,1,150,02_lde_aligned\frame_0124_aligned.csv
125,795177287699,746.2656,746,1003,-56.74,88,13,1144,763,17970,696,12.8135903,1,150,02_lde_aligned\frame_0125_aligned.csv
126,801567081542,745.6875,745,897,-56.43,92,13,1196,747,16500,695,12.9094739,1,150,02_lde_aligned\frame_0126_aligned.csv
127,807956875357,747.2969,747,884,-56.38,84,13,1092,749,16507,697,13.0070042,1,150,02_lde_aligned\frame_0127_aligned.csv
128,814346669666,746.375,746,905,-56.5,76,13,988,748,17075,696,13.1029744,1,150,02_lde_aligned\frame_0128_aligned.csv
129,820736463452,746.6562,746,937,-56.84,80,13,1040,749,16961,696,13.201569,1,150,02_lde_aligned\frame_0129_aligned.csv
130,827126257199,746.3281,746,958,-57.06,96,13,1248,749,17289,696,13.3125807,1,150,02_lde_aligned\frame_0130_aligned.csv
131,833516050945,753.3594,753,896,-56.61,80,13,1040,755,16561,703,13.4083676,1,150,02_lde_aligned\frame_0131_aligned.csv
132,839905845181,752.2969,752,885,-56.33,80,13,1040,754,16721,702,13.5028948,1,150,02_lde_aligned\frame_0132_aligned.csv
133,846295638892,751.2812,751,980,-56.31,80,13,1040,753,18308,701,13.6027527,1,150,02_lde_aligned\frame_0133_aligned.csv
134,852685432579,749.7656,749,918,-56.81,76,13,988,751,16838,699,13.7117926,1,150,02_lde_aligned\frame_0134_aligned.csv
135,859075226256,747.5937,747,955,-56.8,80,13,1040,749,17954,697,13.8073326,1,150,02_lde_aligned\frame_0135_aligned.csv
136,865465020410,752.5,752,956,-56.55,72,13,936,754,17241,702,13.9019438,1,150,02_lde_aligned\frame_0136_aligned.csv
137,871854814052,750.6562,750,931,-56.7,76,13,988,752,17460,700,14.0119004,1,150,02_lde_aligned\frame_0137_aligned.csv
138,878244607664,748.3437,748,986,-56.72,76,13,988,750,17878,698,14.1065574,1,150,02_lde_aligned\frame_0138_aligned.csv
139,884634401273,753.2344,753,928,-56.83,88,13,1144,755,17694,703,14.2052096,1,150,02_lde_aligned\frame_0139_aligned.csv
