FRAME,RX_TS,FP_INDEX,FP_INT,RXPACC,RXPWR,START,tag_anchor_dist_m,n_samples,csv_file
1,42130499731,754.7656,754,890,-59.16,704,0.1,150,frame_0001.csv
2,150821077672,747.8437,747,879,-55.32,697,0.1,150,frame_0002.csv
3,259511553064,753.8437,753,873,-55.47,703,0.1,150,frame_0003.csv
