sample,real,imag,amplitude,amplitude_norm
697,245,-99,264.25,0.27641
698,109,69,129,0.13494
699,3,32,32.14,0.03362
700,-9,32,33.24,0.03477
701,9,235,235.17,0.246
702,-139,454,474.8,0.49665
703,-174,461,492.74,0.51542
704,2,238,238.01,0.24896
705,-53,135,145.03,0.15171
706,-36,64,73.43,0.07681
707,68,68,96.17,0.10059
708,308,71,316.08,0.33063
709,483,106,494.49,0.51725
710,474,120,488.95,0.51146
711,334,103,349.52,0.36561
712,291,98,307.06,0.32119
713,311,82,321.63,0.33643
714,216,21,217.02,0.22701
715,133,-13,133.63,0.13978
716,-13,-120,120.7,0.12626
717,16,-201,201.64,0.21092
718,58,-251,257.61,0.26947
719,226,-151,271.8,0.28431
720,295,73,303.9,0.31788
721,144,214,257.94,0.26981
722,142,127,190.51,0.19928
723,147,102,178.92,0.18716
724,108,137,174.45,0.18248
725,197,220,295.31,0.3089
726,180,275,328.67,0.3438
727,163,332,369.86,0.38688
728,118,230,258.5,0.2704
729,71,71,100.41,0.10503
730,93,87,127.35,0.13321
731,87,159,181.25,0.18959
732,42,130,136.62,0.1429
733,108,88,139.31,0.14572
734,144,34,147.96,0.15477
735,183,24,184.57,0.19306
736,178,82,195.98,0.205
737,96,16,97.32,0.1018
738,167,84,186.94,0.19554
739,115,140,181.18,0.18952
740,-15,94,95.19,0.09957
741,-46,91,101.97,0.10666
742,34,31,46.01,0.04813
743,28,45,53,0.05544
744,63,86,106.61,0.11151
745,45,0,45,0.04707
746,235,-1017,1043.8,1.09184
747,2099,-5708,6081.7,6.36161
748,7426,-11946,14066,14.71339
749,13412,-10428,16988.96,17.77088
750,16415,-4303,16969.62,17.75065
751,10627,1573,10742.79,11.23722
752,-2094,2127,2984.79,3.12216
753,-5665,-1035,5758.77,6.02382
754,-1775,-1430,2279.37,2.38428
755,-370,427,565,0.59101
756,-1674,2965,3404.92,3.56164
757,-3573,5381,6459.22,6.7565
758,-6172,5773,8451.1,8.84006
759,-8706,2437,9040.65,9.45675
760,-7508,-2268,7843.08,8.20406
761,-3124,-3486,4680.98,4.89642
762,-485,-875,1000.42,1.04647
763,-1345,1620,2105.57,2.20248
764,-1552,1182,1950.85,2.04064
765,2119,918,2309.3,2.41559
766,7093,3562,7937.16,8.30247
767,7348,5554,9210.86,9.6348
768,2564,4170,4895.2,5.1205
769,-1274,2950,3213.34,3.36124
770,-2000,2582,3266,3.41631
771,-784,470,914.09,0.95616
772,584,-3596,3643.11,3.81079
773,1794,-6391,6638.02,6.94354
774,2006,-5326,5691.25,5.95319
775,1061,-3585,3738.71,3.91078
776,-418,-2991,3020.07,3.15907
777,-1069,-2780,2978.45,3.11553
778,-529,-1775,1852.15,1.9374
779,-97,-646,653.24,0.68331
780,-515,14,515.19,0.5389
781,-811,-8,811.04,0.84837
782,-566,-186,595.78,0.6232
783,243,-459,519.36,0.54326
784,1096,-859,1392.51,1.45661
785,752,-1315,1514.84,1.58456
786,-287,-1359,1388.97,1.4529
787,-945,-609,1124.24,1.17598
788,-700,350,782.62,0.81864
789,348,781,855.02,0.89438
790,953,959,1351.99,1.41422
791,285,1148,1182.85,1.23729
792,-584,888,1062.83,1.11174
793,-824,168,840.95,0.87966
794,-335,-73,342.86,0.35864
795,120,371,389.92,0.40787
796,48,1009,1010.14,1.05663
797,-224,1118,1140.22,1.1927
798,-232,739,774.56,0.81021
799,-59,379,383.56,0.40122
800,-235,477,531.75,0.55622
801,-494,569,753.52,0.7882
802,-417,560,698.2,0.73034
803,-112,480,492.89,0.51558
804,-107,640,648.88,0.67875
805,-231,658,697.37,0.72947
806,-186,440,477.7,0.49968
807,-26,430,430.79,0.45061
808,-9,583,583.07,0.60991
809,-149,628,645.43,0.67514
810,-217,491,536.81,0.56152
811,146,337,367.27,0.38417
812,612,391,726.24,0.75967
813,605,626,870.58,0.91064
814,335,958,1014.88,1.06159
815,-92,778,783.42,0.81948
816,-199,235,307.94,0.32211
817,-20,152,153.31,0.16037
818,-20,316,316.63,0.33121
819,-260,389,467.89,0.48942
820,-316,414,520.82,0.54479
821,-375,353,515.01,0.53871
822,-283,277,396,0.41423
823,-218,149,264.05,0.27621
824,-44,89,99.28,0.10385
825,43,164,169.54,0.17735
826,-52,351,354.83,0.37116
827,-156,328,363.21,0.37992
828,-157,186,243.4,0.25461
829,-130,379,400.68,0.41912
830,-175,687,708.94,0.74157
831,-233,775,809.27,0.84651
832,-228,508,556.82,0.58245
833,-272,326,424.57,0.44411
834,-266,321,416.89,0.43608
835,-145,333,363.2,0.37992
836,39,313,315.42,0.32994
837,168,291,336.01,0.35148
838,140,405,428.51,0.44824
839,90,395,405.12,0.42377
840,90,423,432.47,0.45237
841,100,352,365.93,0.38277
842,-12,338,338.21,0.35378
843,147,445,468.65,0.49022
844,723,727,1025.31,1.0725
845,761,1042,1290.3,1.34969
846,385,1232,1290.76,1.35016
