taps_from_fp,mti_mean_abs_frame_difference,background_mti_mean,threshold,detected_peak
73,0.360527945010211,0.168082542114573,0.890640633132122,0
73.5,0.324321748918378,0.225131043125009,0.890640633132122,0
74,0.255200976816329,0.193947198416674,0.890640633132122,0
74.5,0.289448234224489,0.270208658906256,0.890640633132122,0
75,0.21538855373471,0.147862095927092,0.890640633132122,0
75.5,0.252036184785719,0.129453825791652,0.890640633132122,0
76,0.250386486459186,0.149693911208334,0.890640633132122,0
76.5,0.242701934489785,0.14717966615625,0.890640633132122,0
77,0.198160300673464,0.128544179010427,0.890640633132122,0
77.5,0.179231260030614,0.115620048552095,0.890640633132122,0
78,0.172087798683682,0.101476252802097,0.890640633132122,0
78.5,0.147668103867349,0.0963142191979262,0.890640633132122,0
79,0.131981893622449,0.098786600218762,0.890640633132122,0
79.5,0.176576884316327,0.0892614571562535,0.890640633132122,0
80,0.221298212642856,0.0948120520937502,0.890640633132122,0
80.5,0.275172899999995,0.0978250128645827,0.890640633132122,0
81,0.287431478346943,0.0842837924062505,0.890640633132122,0
81.5,0.250686022408163,0.111573288979165,0.890640633132122,0
82,0.217586302571438,0.147612311249994,0.890640633132122,0
82.5,0.204612368071421,0.174380348020818,0.890640633132122,0
83,0.231913127704074,0.181647202479141,0.890640633132122,0
83.5,0.251099904591836,0.190646265708336,0.890640633132122,0
84,0.224070064693877,0.125563702687501,0.890640633132122,0
84.5,0.217657831479608,0.110677314312497,0.890640633132122,0
85,0.212867041867366,0.104871463562492,0.890640633132122,0
85.5,0.202228761622457,0.119002491854176,0.890640633132122,0
86,0.172113092377551,0.0852255775625009,0.890640633132122,0
86.5,0.158608264051016,0.0902606331770827,0.890640633132122,0
87,0.160962454806133,0.0988169546770831,0.890640633132122,0
87.5,0.159093211234696,0.111715225770831,0.890640633132122,0
88,0.177273758459187,0.105219667312497,0.890640633132122,0
88.5,0.191763053948977,0.121675914041664,0.890640633132122,0
89,0.192516075153056,0.116848639354164,0.890640633132122,0
89.5,0.160254472867343,0.112518874208334,0.890640633132122,0
90,0.136488064724485,0.114883416541665,0.890640633132122,0
90.5,0.130540479040814,0.111862769187499,0.890640633132122,0
91,0.13992858283673,0.119440636854167,0.890640633132122,0
91.5,0.175598417204084,0.128281509562501,0.890640633132122,0
92,0.186365374061229,0.110267315687511,0.890640633132122,0
92.5,0.177080050765307,0.103689628541669,0.890640633132122,0
93,0.153413017438779,0.100053064041666,0.890640633132122,0
93.5,0.121726785673471,0.0983015685416655,0.890640633132122,0
94,0.121414166061228,0.105621714020832,0.890640633132122,0
