FRAME,RX_TS,FP_INDEX,FP_INT,RXPACC,RXPWR,STD_NOISE,NTM,NOISE_THRESH,PEAK_IDX,PEAK_AMPL,START,elapsed_s,tag_anchor_dist_m,n_samples,aligned_csv
1,3508152193,749.2344,749,1094,-61.07,108,13,1404,751,19466,699,0.4031929,1.5,150,02_lde_aligned\frame_0001_aligned.csv
2,9897950236,751.6562,751,882,-59.64,112,13,1456,754,17269,701,0.5062974,1.5,150,02_lde_aligned\frame_0002_aligned.csv
3,16287747749,753.2969,753,877,-59.49,132,13,1716,756,16995,703,0.6101506,1.5,150,02_lde_aligned\frame_0003_aligned.csv
4,22677545249,748.1094,748,913,-59.55,112,13,1456,750,17752,698,0.7061354,1.5,150,02_lde_aligned\frame_0004_aligned.csv
5,29067342752,749.2187,749,1042,-59.58,132,13,1716,752,18932,699,0.8087227,1.5,150,02_lde_aligned\frame_0005_aligned.csv
6,35457140188,750.6562,750,891,-59.22,136,13,1768,753,17356,700,0.9044696,1.5,150,02_lde_aligned\frame_0006_aligned.csv
7,41846938138,751.375,751,1043,-59.53,128,13,1664,754,19128,701,1.0157983,1.5,150,02_lde_aligned\frame_0007_aligned.csv
8,48236735498,751,751,871,-58.91,120,13,1560,753,16885,701,1.110788,1.5,150,02_lde_aligned\frame_0008_aligned.csv
9,54626532843,751.0156,751,1112,-59.95,132,13,1716,753,19722,701,1.2139469,1.5,149,02_lde_aligned\frame_0009_aligned.csv
10,61016330177,749.8594,749,941,-59.05,108,13,1404,752,18128,699,1.3094388,1.5,150,02_lde_aligned\frame_0010_aligned.csv
11,67406127988,748.5312,748,1086,-59.88,136,13,1768,751,19504,698,1.4047795,1.5,150,02_lde_aligned\frame_0011_aligned.csv
12,73795925218,746.875,746,856,-58.85,128,13,1664,749,16510,696,1.5096666,1.5,150,02_lde_aligned\frame_0012_aligned.csv
13,80185722447,751.9531,751,899,-58.96,128,13,1664,754,17567,701,1.6037492,1.5,150,02_lde_aligned\frame_0013_aligned.csv
14,86575519660,750.0312,750,1146,-61.66,128,13,1664,752,19838,700,1.7077378,1.5,277,02_lde_aligned\frame_0014_aligned.csv
16,99355114508,751.0312,751,1013,-60.57,108,13,1404,753,18814,701,1.9140186,1.5,150,02_lde_aligned\frame_0016_aligned.csv
17,105744911607,747.7031,747,1179,-61.16,168,13,2184,750,20160,697,2.0097174,1.5,150,02_lde_aligned\frame_0017_aligned.csv
18,112134708693,751.1719,751,1124,-60.78,140,13,1820,753,19768,701,2.1129547,1.5,150,02_lde_aligned\frame_0018_aligned.csv
19,118524505751,753.5781,753,1100,-61.22,132,13,1716,756,19667,703,2.2016624,1.5,150,02_lde_aligned\frame_0019_aligned.csv
20,124914302769,747.7344,747,884,-60.02,96,13,1248,750,17279,697,2.3119943,1.5,150,02_lde_aligned\frame_0020_aligned.csv
21,131304100276,749.6562,749,1118,-61.15,132,13,1716,752,19679,699,2.4069731,1.5,150,02_lde_aligned\frame_0021_aligned.csv
22,137693897277,752.0469,752,937,-59.76,108,13,1404,754,18130,702,2.5043526,1.5,150,02_lde_aligned\frame_0022_aligned.csv
23,144083694186,753.125,753,1024,-59.74,136,13,1768,755,18830,703,2.6109284,1.5,150,02_lde_aligned\frame_0023_aligned.csv
24,150473491080,753.3437,753,875,-59.68,108,13,1404,756,16675,703,2.7146214,1.5,150,02_lde_aligned\frame_0024_aligned.csv
25,156863288000,745.7187,745,871,-59.53,132,13,1716,748,16762,695,2.8152103,1.5,150,02_lde_aligned\frame_0025_aligned.csv
26,163253085374,746.6875,746,1214,-60.39,164,13,2132,749,20418,696,2.9101503,1.5,150,02_lde_aligned\frame_0026_aligned.csv
27,169642882201,754.2344,754,1215,-61,140,13,1820,756,20257,704,3.0053813,1.5,150,02_lde_aligned\frame_0027_aligned.csv
28,176032679047,753.5781,753,1015,-60.22,152,13,1976,756,18857,703,3.1151851,1.5,150,02_lde_aligned\frame_0028_aligned.csv
