taps_from_fp,excess_path_m,reflector_off_m,amplitude_norm_mean,amplitude_norm_sd,n_frames
-50,-15.014,NaN,0.384106030611108,0.242280460478056,18
-49.5,-14.86386,NaN,0.39630585622222,0.252860042785516,18
-49,-14.71372,NaN,0.441985090777778,0.26401958109034,18
-48.5,-14.56358,NaN,0.480970435500003,0.284876703777602,18
-48,-14.41344,NaN,0.510196935666669,0.268232935749224,18
-47.5,-14.2633,NaN,0.514708932222223,0.274725226754438,18
-47,-14.11316,NaN,0.488316751833335,0.241610348097778,18
-46.5,-13.96302,NaN,0.476901570444444,0.217603174042837,18
-46,-13.81288,NaN,0.501599731611108,0.20460578223872,18
-45.5,-13.66274,NaN,0.537174867166665,0.21739585647029,18
-45,-13.5126,NaN,0.534133156888889,0.210784673829953,18
-44.5,-13.36246,NaN,0.481362451222223,0.203747304150597,18
-44,-13.21232,NaN,0.423469925555559,0.193433780189427,18
-43.5,-13.06218,NaN,0.392363653555558,0.168465980749731,18
-43,-12.91204,NaN,0.3889395675,0.161079322007716,18
-42.5,-12.7619,NaN,0.407245978499999,0.163343663569806,18
-42,-12.61176,NaN,0.436026512277778,0.172997483259567,18
-41.5,-12.46162,NaN,0.440015405277777,0.188864749951985,18
-41,-12.31148,NaN,0.393548715111111,0.189144330019188,18
-40.5,-12.16134,NaN,0.355254332888887,0.196588423304567,18
-40,-12.0112,NaN,0.344677218055553,0.204937820167181,18
-39.5,-11.86106,NaN,0.328894659222219,0.163063510065668,18
-39,-11.71092,NaN,0.306115788777776,0.153252605839216,18
-38.5,-11.56078,NaN,0.299906749777779,0.159714115755156,18
-38,-11.41064,NaN,0.316745841222224,0.157547311259989,18
-37.5,-11.2605,NaN,0.324755531111113,0.16436948115677,18
-37,-11.11036,NaN,0.327041528333336,0.170983563463366,18
-36.5,-10.96022,NaN,0.324832043888892,0.175309157413263,18
-36,-10.81008,NaN,0.333833841888888,0.167630620229889,18
-35.5,-10.65994,NaN,0.365076052277776,0.157900690399068,18
-35,-10.5098,NaN,0.378859851722223,0.151933129517856,18
-34.5,-10.35966,NaN,0.371894658833332,0.157926737326956,18
-34,-10.20952,NaN,0.369111928944444,0.168098248068955,18
-33.5,-10.05938,NaN,0.373143398055556,0.172874093728024,18
-33,-9.90924,NaN,0.379926479888888,0.183358054057426,18
-32.5,-9.7591,NaN,0.41255661838889,0.198741773323796,18
-32,-9.60896,NaN,0.506311574666667,0.230643358244529,18
-31.5,-9.45882,NaN,0.657920708444446,0.225760344496407,18
-31,-9.30868,NaN,0.771858068555557,0.206158456390761,18
-30.5,-9.15854,NaN,0.802372084055555,0.187182671313737,18
-30,-9.0084,NaN,0.802641700388889,0.167999886926953,18
-29.5,-8.85826,NaN,0.784381988222222,0.14549722541263,18
-29,-8.70812,NaN,0.756034231555556,0.128068261052538,18
-28.5,-8.55798,NaN,0.711481669611111,0.117014614556392,18
-28,-8.40784,NaN,0.61712255922222,0.121239671991245,18
-27.5,-8.2577,NaN,0.480717952666663,0.11351299782019,18
-27,-8.10756,NaN,0.402435177888887,0.120692029084193,18
-26.5,-7.95742,NaN,0.44248825366667,0.145485886339574,18
-26,-7.80728,NaN,0.498076024111114,0.136904790032511,18
-25.5,-7.65714,NaN,0.482056026388887,0.130558848575558,18
-25,-7.507,NaN,0.449470523333331,0.0878835978128504,18
-24.5,-7.35686,NaN,0.458432847055554,0.151083962787782,18
-24,-7.20672,NaN,0.416747580166667,0.204078998505122,18
-23.5,-7.05658,NaN,0.326143325166668,0.160518844734904,18
-23,-6.90644,NaN,0.327243401833333,0.118411297640888,18
-22.5,-6.7563,NaN,0.384704093555556,0.138576502105788,18
-22,-6.60616,NaN,0.410320335055557,0.150287568617456,18
-21.5,-6.45602,NaN,0.401519485166667,0.146542560604738,18
-21,-6.30588,NaN,0.373376018055552,0.101707300823842,18
-20.5,-6.15574,NaN,0.351262818944441,0.118629235985683,18
-20,-6.0056,NaN,0.352896338444445,0.156136160807669,18
-19.5,-5.85546,NaN,0.3607574405,0.162901550353864,18
-19,-5.70532,NaN,0.341497262611111,0.141557608276172,18
-18.5,-5.55518,NaN,0.314711641166666,0.125598216893779,18
-18,-5.40504,NaN,0.302276008388888,0.127090316165138,18
-17.5,-5.2549,NaN,0.290603734722222,0.132419908435424,18
-17,-5.10476,NaN,0.286894621500001,0.13522187962837,18
-16.5,-4.95462,NaN,0.289240513555557,0.131358513635013,18
-16,-4.80448,NaN,0.294788461722222,0.124464987572421,18
-15.5,-4.65434,NaN,0.302986104444444,0.112776022838337,18
-15,-4.5042,NaN,0.295214600777779,0.0958006983849093,18
-14.5,-4.35406,NaN,0.279615198777777,0.0913647653185866,18
-14,-4.20392,NaN,0.29160371822222,0.0943479075018218,18
-13.5,-4.05378,NaN,0.310236663833333,0.145685505541608,18
-13,-3.90364,NaN,0.30061139438889,0.141872970056865,18
-12.5,-3.7535,NaN,0.288289159666669,0.1233562348463,18
-12,-3.60336,NaN,0.270297261000003,0.108517944230608,18
-11.5,-3.45322,NaN,0.255972970055555,0.0963555072501328,18
-11,-3.30308,NaN,0.246025612666664,0.0916445605589918,18
-10.5,-3.15294,NaN,0.228090403555556,0.101378282836158,18
-10,-3.0028,NaN,0.227581367166667,0.109557542854547,18
-9.5,-2.85266,NaN,0.229244224388887,0.115761672435877,18
-9,-2.70252,NaN,0.213576494444445,0.0972028315534162,18
-8.5,-2.55238,NaN,0.202662596166666,0.105479481002748,18
-8,-2.40224,NaN,0.20126083361111,0.113561880097111,18
-7.5,-2.2521,NaN,0.199594933888888,0.101191736321169,18
-7,-2.10196,NaN,0.200551385222222,0.1015096601524,18
-6.5,-1.95182,NaN,0.193188327833333,0.103428469761559,18
-6,-1.80168,NaN,0.180555374611109,0.111029786134206,18
-5.5,-1.65154,NaN,0.177165482277776,0.1070066110778,18
-5,-1.5014,NaN,0.170520587333333,0.102387945224959,18
-4.5,-1.35126,NaN,0.151096502500002,0.0927792787228583,18
-4,-1.20112,NaN,0.132238343722224,0.0703092565644146,18
-3.5,-1.05098,NaN,0.126470786222224,0.0556739239432709,18
-3,-0.90084,NaN,0.134144054555557,0.0557199069247973,18
-2.5,-0.7507,NaN,0.1510173375,0.0733207274694363,18
-2,-0.60056,NaN,0.174946839166666,0.0779187059479945,18
-1.5,-0.45042,NaN,0.321067642222239,0.1457047948365,18
-1,-0.30028,NaN,1.44120696316669,0.429976220679337,18
-0.5,-0.15014,NaN,4.51214386677789,0.715968927437082,18
0,0,0,9.52130800211122,0.311926602454429,18
0.5,0.15014,0.167799001486898,14.7997385480001,0.582258126270016,18
1,0.30028,0.259969266645117,17.9528454815,0.545992083835177,18
1.5,0.45042,0.343922293694375,18.9647287325556,0.155015233515099,18
2,0.60056,0.424561042018695,19.1949187953889,0.143182219193546,18
2.5,0.7507,0.503480508560163,19.2030680646111,0.16317771301774,18
3,0.90084,0.581381265952043,19.0813411415,0.210429650654907,18
3.5,1.05098,0.658624885727832,18.4538983204445,0.594076006500209,18
4,1.20112,0.735418461557772,16.5985283138333,2.3000929491434,18
4.5,1.35126,0.811889707349465,14.2988292997777,3.75532066202089,18
5,1.5014,0.888121889157113,14.0193501747222,3.49418905849759,18
5.5,1.65154,0.96417171338927,15.8776330812779,3.39170622611798,18
6,1.80168,1.04007918237027,16.445505300889,1.80741983038603,18
6.5,1.95182,1.11587334769677,14.2257725327221,3.0002013046392,18
7,2.10196,1.19157583073844,12.067815468611,2.6739692915249,18
7.5,2.2521,1.26720306285141,11.1821606757777,2.97865165646597,18
8,2.40224,1.34276775892185,9.62644591483335,3.75897485976389,18
8.5,2.55238,1.41827991457963,7.12931817733339,3.21516781403438,18
9,2.70252,1.49374749793933,6.62596410811109,3.47919926439482,18
9.5,2.85266,1.56917693995929,8.96159277183336,3.53420318147307,18
10,3.0028,1.6445734887806,11.0929414733334,3.30875141816362,18
10.5,3.15294,1.71994147019601,11.7903546636112,2.8539758011849,18
11,3.30308,1.79528448208076,10.8569584275555,2.36160055158514,18
11.5,3.45322,1.870605541556,8.76659039644436,2.85343872043893,18
12,3.60336,1.94590719778719,7.4194293188333,3.51863981232466,18
12.5,3.7535,2.02119161944136,6.29550673349998,4.3755732292613,18
13,3.90364,2.09646066321312,4.85705800366666,4.36878942177912,18
13.5,4.05378,2.17171592803939,4.15719029477775,3.63921656253064,18
14,4.20392,2.24695879837615,4.18499604299994,3.32775237310892,18
14.5,4.35406,2.32219047903052,4.46786570544446,3.60587208512517,18
15,4.5042,2.39741202341191,5.07378885233338,3.73928497472339,18
15.5,4.65434,2.47262435660979,5.72012002872225,3.97614007502214,18
16,4.80448,2.5478282943715,5.87784079555558,4.0684831254711,18
16.5,4.95462,2.62302455880611,5.70326106805555,3.94011704836849,18
17,5.10476,2.69821379145538,5.5329303403889,3.71394842078765,18
17.5,5.2549,2.77339656423311,5.59984939038887,3.61787347087143,18
18,5.40504,2.84857338862807,6.13862273155554,3.42577087877017,18
18.5,5.55518,2.92374472348391,6.90084595555559,3.67467760745185,18
19,5.70532,2.99891098160649,7.11452601233334,3.52524971844885,18
19.5,5.85546,3.0740725353999,6.60850799472223,3.53679298682598,18
20,6.0056,3.14922972169386,5.88877652911111,3.32283578664619,18
20.5,6.15574,3.2243828458947,5.19951591677776,2.9673549774909,18
21,6.30588,3.29953218556813,4.8231763456111,2.81961188342499,18
21.5,6.45602,3.37467799354249,4.62883412466665,3.0436633453756,18
22,6.60616,3.44982050060579,4.51478186922224,3.30007077432484,18
22.5,6.7563,3.52495991785722,4.54099642666669,3.43484809638405,18
23,6.90644,3.60009643876383,4.23032332383334,3.32300077023058,18
23.5,7.05658,3.6752302409645,3.85545256749999,3.32297520166305,18
24,7.20672,3.75036148785687,3.53489982199997,3.2483723919653,18
24.5,7.35686,3.82549032999693,3.08124573177773,2.52188845602925,18
25,7.507,3.90061690633674,2.69119790483329,1.77910528488057,18
25.5,7.65714,3.97574134532165,2.4693601261111,1.51811535098086,18
26,7.80728,4.05086376586525,2.58745039172221,1.68824676275269,18
26.5,7.95742,4.12598427821774,2.84886432194446,2.12174218479805,18
27,8.10756,4.20110298474103,3.07118026705559,2.43535953834151,18
27.5,8.2577,4.27621998060203,3.18777815927782,2.55632586233611,18
28,8.40784,4.3513353543941,3.16336516461114,2.40253420845824,18
28.5,8.55798,4.42644918869516,3.09355702016667,2.21914442068644,18
29,8.70812,4.50156156056984,3.03236572772223,1.87085024461017,18
29.5,8.85826,4.57667254202221,3.0103580496111,1.68898959178549,18
30,9.0084,4.65178220040449,2.91220527594442,1.71916859174511,18
30.5,9.15854,4.7268905987869,2.88322968305555,1.71837534058192,18
31,9.30868,4.80199779629271,2.97732346838887,1.8047477064676,18
31.5,9.45882,4.87710384840225,3.03323531349999,1.64397823674822,18
32,9.60896,4.95220880722936,2.84009013016666,1.48597711191836,18
32.5,9.7591,5.02731272177294,2.36529982283333,1.11982200546349,18
33,9.90924,5.10241563814631,1.92739532972222,0.791591848875176,18
33.5,10.05938,5.1775175997866,1.64505491672221,0.667942627393576,18
34,10.20952,5.25261864764614,1.45592860516666,0.595671043259206,18
34.5,10.35966,5.32771882036768,1.26341901872222,0.503185515897676,18
35,10.5098,5.40281815444496,1.09336024672222,0.427419166880393,18
35.5,10.65994,5.47791668437007,0.953931683055559,0.373825806970613,18
36,10.81008,5.5530144427689,0.868526663444449,0.39765016122951,18
36.5,10.96022,5.62811146052564,0.8561734643889,0.517156114550349,18
37,11.11036,5.7032077668975,0.883796920444449,0.772061439194777,18
37.5,11.2605,5.77830338962052,0.951765334999995,0.891316049792983,18
38,11.41064,5.85339835500711,1.08488681427777,0.796292579882758,18
38.5,11.56078,5.92849268803631,1.36607648027777,0.750452359959527,18
39,11.71092,6.00358641243715,1.62170410200001,0.757967305689662,18
39.5,11.86106,6.07867955076594,1.76467051872222,0.683102142587838,18
40,12.0112,6.1537721244778,1.78797241183333,0.701777008038721,18
40.5,12.16134,6.22886415399309,1.68040649400001,0.619077160471842,18
41,12.31148,6.30395565875903,1.64775588955556,0.653059727935469,18
41.5,12.46162,6.37904665730703,1.66028995072223,0.912593052243796,18
42,12.61176,6.45413716730595,1.71940196222221,1.00718717650444,18
42.5,12.7619,6.5292272056117,1.87981194022222,1.02267996362885,18
43,12.91204,6.60431678831353,2.06711382616667,1.00998003048213,18
43.5,13.06218,6.67940593077708,2.20694165383332,0.956553444585159,18
44,13.21232,6.75449464768461,2.10826828461111,0.879270509063912,18
44.5,13.36246,6.82958295307261,1.86453623677777,0.769047015265121,18
45,13.5126,6.90467086036691,1.65071096744444,0.710093092769551,18
45.5,13.66274,6.97975838241554,1.52071297266666,0.699058997362968,18
46,13.81288,7.05484553151945,1.53342320522222,0.77022654192219,18
46.5,13.96302,7.12993231946138,1.55121006755555,0.743969186670596,18
47,14.11316,7.20501875753283,1.61119894261111,0.763401330127031,18
47.5,14.2633,7.28010485655942,1.70094989911111,0.849892783244393,18
48,14.41344,7.35519062692463,1.77671678716667,0.874486476400022,18
48.5,14.56358,7.43027607859224,1.87942624372223,0.917464390290447,18
49,14.71372,7.5053612211272,1.88200030827779,0.963113357102789,18
49.5,14.86386,7.58044606371551,1.933955391,1.00453878285454,18
50,15.014,7.65553061518273,2.03977026094445,0.979896158855436,18
50.5,15.16414,7.73061488401149,2.12667340411112,0.943369814623124,18
51,15.31428,7.80569887835804,2.23102856333334,0.91477497253591,18
51.5,15.46442,7.88078260606775,2.26858406750001,0.897085287283005,18
52,15.61456,7.95586607468979,2.29850252211112,0.873197933104168,18
52.5,15.7647,8.03094929149101,2.273429022,0.813711471232689,18
53,15.91484,8.10603226346898,2.22887335144443,0.805009704130272,18
53.5,16.06498,8.18111499736436,2.17396503738888,0.798707834490821,18
54,16.21512,8.2561974996726,2.05254160283332,0.810711016097002,18
54.5,16.36526,8.33127977665496,1.92551695922221,0.836701731812703,18
55,16.5154,8.40636183434903,1.77232938005555,0.768875984390445,18
55.5,16.66554,8.48144367857855,1.670436829,0.725940562875067,18
