taps_from_fp,amplitude_norm_mean,amplitude_norm_sd,n_frames
-50,0.293800862343433,0.0969036826458299,99
-49.5,0.24255284910101,0.0847097019495222,99
-49,0.181231357717172,0.0598428724592244,99
-48.5,0.15902676451515,0.0489262734134625,99
-48,0.171782141696969,0.0723981694081722,99
-47.5,0.193707962141414,0.0842171907061359,99
-47,0.227689333373738,0.0865349960120174,99
-46.5,0.301505698606058,0.0906132431305633,99
-46,0.435092106686866,0.0894814159175962,99
-45.5,0.605938888303028,0.0924314924625213,99
-45,0.754661710929289,0.0967270929901864,99
-44.5,0.804290601818184,0.098808295965591,99
-44,0.710062959777778,0.107632733177569,99
-43.5,0.515575933929296,0.0977914410617086,99
-43,0.335634612313137,0.0897242578256973,99
-42.5,0.26588717940404,0.0888657963448585,99
-42,0.278672115151515,0.0970821949961296,99
-41.5,0.269932897232325,0.0955848988395581,99
-41,0.213709573292932,0.0776750970731847,99
-40.5,0.186653528919191,0.0590888883145536,99
-40,0.251235922161616,0.0873219446250318,99
-39.5,0.379197283626261,0.109580889894984,99
-39,0.501014738020199,0.107734044084702,99
-38.5,0.563284131414142,0.106579769874833,99
-38,0.547758210242424,0.0941155388487619,99
-37.5,0.484279245060605,0.0886869982406875,99
-37,0.452138262666668,0.0980615633872333,99
-36.5,0.514402561535351,0.0956720578578038,99
-36,0.606519806161612,0.103628624637917,99
-35.5,0.602253035828287,0.10634082026591,99
-35,0.462566394424246,0.106557725849478,99
-34.5,0.278087241434345,0.0870145074649712,99
-34,0.163472898777781,0.0477166792349974,99
-33.5,0.132749521050504,0.031332495235255,99
-33,0.15005709619192,0.0381507666451155,99
-32.5,0.226881318878784,0.0757693303728344,99
-32,0.373872033717168,0.0967616383890308,99
-31.5,0.537334125343432,0.0948027723825362,99
-31,0.673134781565654,0.0899970786712641,99
-30.5,0.740178700030305,0.0916409171554993,99
-30,0.686295135353535,0.0999231866065093,99
-29.5,0.546521575636366,0.09559882636255,99
-29,0.414865805585862,0.0900857669700545,99
-28.5,0.339913404929294,0.0893409530430836,99
-28,0.305386055161618,0.09295870695855,99
-27.5,0.299605142181818,0.100115024217104,99
-27,0.317443246141413,0.100972789605029,99
-26.5,0.321002596878788,0.098084565640893,99
-26,0.325308857939395,0.104176317940377,99
-25.5,0.375712287202019,0.107743019394613,99
-25,0.45388427822222,0.110372195215687,99
-24.5,0.500125665757577,0.108690478110614,99
-24,0.46722290121212,0.102791141537863,99
-23.5,0.354828430404042,0.0930365285437096,99
-23,0.225970950696973,0.0721019583706729,99
-22.5,0.190252260191916,0.0547759858459527,99
-22,0.274959580010099,0.0901315830946951,99
-21.5,0.392546554535352,0.103673421584525,99
-21,0.457474686606058,0.107556040638426,99
-20.5,0.435775235161618,0.10217171888332,99
-20,0.363890623121215,0.0883939121233184,99
-19.5,0.318220139222223,0.0865884810694455,99
-19,0.335851099878788,0.0933232996765215,99
-18.5,0.37591146669697,0.0959468243889588,99
-18,0.368375660828282,0.0930224797054166,99
-17.5,0.305306556414143,0.0900621766775856,99
-17,0.226084366303032,0.0755029593576068,99
-16.5,0.171851385878787,0.0478976567634752,99
-16,0.170174893737373,0.0571689976481239,99
-15.5,0.209834922343432,0.0819859354640118,99
-15,0.258074725363634,0.0928558533587766,99
-14.5,0.297529093797979,0.0984921968531519,99
-14,0.328247429151515,0.102728067624949,99
-13.5,0.347628768525253,0.101071668825423,99
-13,0.366728068878789,0.0970070269349928,99
-12.5,0.391760051464647,0.0966730739627134,99
-12,0.399123106464646,0.0991384312068258,99
-11.5,0.374216809252526,0.0953424171833859,99
-11,0.333193256272729,0.0875418699271939,99
-10.5,0.30451801869697,0.0843955738608591,99
-10,0.281219675090909,0.0840390884169391,99
-9.5,0.240002004373737,0.0834383482319652,99
-9,0.194501632333334,0.0773766320593162,99
-8.5,0.190857733292928,0.0758409503882361,99
-8,0.241321808828283,0.0869878999077135,99
-7.5,0.309785555676768,0.0997750466198996,99
-7,0.36170977350505,0.10463862117844,99
-6.5,0.371015542737374,0.10511603896802,99
-6,0.328190716414142,0.100571543475661,99
-5.5,0.270195333010101,0.081004752427856,99
-5,0.259006918888889,0.0719063149452111,99
-4.5,0.276717986020202,0.0924971440364775,99
-4,0.26046024990909,0.0996372084165218,99
-3.5,0.212535640444444,0.0931349571077068,99
-3,0.167801681404041,0.0601919133818158,99
-2.5,0.165682122727272,0.0375206431839832,99
-2,0.278407188060609,0.0825423079054612,99
-1.5,0.757229334929283,0.184033684681949,99
-1,2.10559322572728,0.354047859616538,99
-0.5,4.8395138311616,0.515569382906628,99
0,8.87987994338383,0.556658643915512,99
0.5,12.9142541807172,0.489370813857743,99
1,15.6570505816363,0.398177789557047,99
1.5,16.7811927018384,0.231162690595591,99
2,16.5259984010505,0.254907441801039,99
2.5,15.5820842217071,0.210517473281479,99
3,14.8469731162525,0.310595363020359,99
3.5,14.9037185140606,0.253309607688333,99
4,15.1587840663434,0.284473211210594,99
4.5,14.1774319009596,0.468640981243646,99
5,11.1583623666869,0.613125351281954,99
5.5,7.09490902073737,0.597082321296807,99
6,4.10418389673741,0.814056768864375,99
6.5,3.16990261047475,0.365470292126729,99
7,2.99540665618181,0.30145948730131,99
7.5,2.38691056721212,0.195257453451655,99
8,1.82618435661617,0.251283205535788,99
8.5,1.6604260579798,0.16743947289889,99
9,1.45882047765656,0.15960900868827,99
9.5,1.23160974373737,0.205675891403149,99
10,1.4154896050404,0.182689737288236,99
10.5,1.76814663423233,0.152949574120103,99
11,1.72026692488888,0.185908602944113,99
11.5,1.33705593566667,0.178091587925467,99
12,1.17798295738385,0.194830918484099,99
12.5,1.43919115919191,0.120463102286893,99
13,1.79482692089898,0.121388945773778,99
13.5,1.955349558,0.128985803334582,99
14,1.96241369259596,0.115558061668117,99
14.5,1.98514370830303,0.109475143872615,99
15,2.01153331592929,0.112702907217314,99
15.5,1.90600832438385,0.111803731660424,99
16,1.62034278388889,0.12122045338181,99
16.5,1.22428319975758,0.11900331645932,99
17,1.01934724065659,0.216373385025911,99
17.5,1.7044566114242,0.325829218850133,99
18,3.70167899696967,0.364188785082407,99
18.5,6.44789084886864,0.344448923578906,99
19,8.97851775360599,0.369642270250964,99
19.5,10.2262069337879,0.377361575381065,99
20,9.5914732510707,0.40588993192386,99
20.5,7.65787143010104,0.362110616778988,99
21,5.71112559259602,0.409008641442515,99
21.5,4.84295155253535,0.272169750773763,99
22,4.84367498285858,0.176277667341011,99
22.5,4.66286343830305,0.210094947577892,99
23,3.96888276808083,0.206312705100002,99
23.5,3.56820208391916,0.299406452950943,99
